sample,myCAF,iCAF,apCAF,SASP,matrisome_core,MAPK_targets,RASON_inhibition_PD
AAP01|AAP01_MRTX1_Human,0.08584407881472145,0.06954046385844859,-0.18001973962537973,-0.35092841380551143,0.30058387544027204,-0.05661906429488292,-0.01707914447332039
AAP01|AAP01_MRTX2_Human,0.04089226439401764,-0.008097868936706137,-0.08713099155289257,-0.3927612527376268,0.24812992885986998,0.06453402635257915,0.20846638751062452
AAP01|AAP01_MRTX3_Human,0.19053072234373983,0.2485845383417461,-0.36380936394003954,-0.1627398426093491,0.29899420055958315,-0.020840206464750433,0.05918087030423742
AAP01|AAP01_VC1_Human,0.4310911795655814,0.697575340395824,1.3493579706320145,0.8681776673175596,0.5076381942850202,1.3640652677162028,1.350750625847081
AAP01|AAP01_VC2_Human,1.4847044120537767,1.4848245256074748,1.7620961045482495,1.6756934764368805,0.49443619014952533,1.4720033669014634,1.450361199369621
AAP01|AAP01_VC3_Human,0.33535731374609273,0.5799759155973703,1.0162365684861334,0.7228627081436504,0.8595689525759088,1.3378124134798117,1.3011194999628564
AAP16|AAP16_RMC1_Human,-0.725871959249583,-0.6795771553757035,-0.766732591136628,-0.5108483383966983,-1.1036909174924794,-0.9470241902480439,-0.8770853220203623
AAP16|AAP16_RMC2_Human,-0.3761362916235616,-0.58378930780502,-0.766732591136628,-0.23171584675881807,-0.23209455498037415,-0.9902145935843834,-1.006937446490653
AAP16|AAP16_VC1_Human,-0.49057261953207293,-0.6371903575836357,-0.766732591136628,-0.4742291370054263,-0.5175765826432158,-0.7902071528644732,-0.9206583046096354
AAP16|AAP16_VC2_Human,-0.5870018008943364,-0.5647296481538651,-0.5885945476709912,-0.6176275494475671,-0.44781907996356335,-0.7236847790399114,-0.7813426285996227
AAP16|AAP16_VC3_Human,-0.3888372996183688,-0.6071164459459328,-0.6079382274672104,-0.5258834711370926,-0.4081702067905445,-0.7098250879536124,-0.7667757368008264
