source,bucket,query,count,accession,entrytype,title
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE269680,GSE,CDK8 remodels the tumor microenvironment to resist the therapeutic efficacy of targeted KRASG12D inhibition in pancreatic ductal adenocarcinoma (spatial)
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE269679,GSE,CDK8 remodels the tumor microenvironment to resist the therapeutic efficacy of targeted KRASG12D inhibition in pancreatic ductal adenocarcinoma (scRNA)
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE310675,GSE,CRISPR-Cas9 Screening Identifies Resistance Mechanisms to KRAS Inhibition in Pancreatic Cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE307328,GSE,"KRAS inhibition activates an actionable CD24 ""Don't eat me"" signal in pancreatic cancer [RNA-seq]"
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE307209,GSE,"KRAS inhibition activates an actionable CD24 ""Don't eat me"" signal in pancreatic cancer"
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE303279,GSE,KRAS Inhibition Activates an Actionable CD24 “Don’t Eat Me” Signal in Pancreatic Cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE305316,GSE,KRAS Inhibition Activates an Actionable CD24 “Don’t Eat Me” Signal in Pancreatic Cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE263780,GSE,An Allele Agnostic Mutant KRAS Inhibitor Demonstrates Broad Spectrum Tumour Growth Inhibition in Pancreatic Ductal Adenocarcinoma
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE263536,GSE,An Allele Agnostic Mutant KRAS Inhibitor Demonstrates Broad Spectrum Tumour Growth Inhibition in Pancreatic Ductal Adenocarcinoma
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE298925,GSE,ZBTB11 Depletion Targets Metabolic Vulnerabilities in K-Ras Inhibitor Resistant PDAC [Degrader RNA-seq]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE278112,GSE,Regulation of pancreatic cancer migration by signal convergence in the epigenome [RNA-Seq]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE278111,GSE,Regulation of pancreatic cancer migration by signal convergence in the epigenome [ChIP-Seq]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE277055,GSE,Effect of depletion of PARP2 on gene expression in 3 month-old pancreas from Ela-myc mice
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE217121,GSE,Dissection of the T-cell infiltrate in mouse pancreatic tumors reveals an extensive and diverse tumor-reactive T-cell repertoire
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE293756,GSE,PANCREATIC DUCTAL ADENOCARCINOMAS RESISTANT TO KRAS INHIBITION ARE DRUGGABLE WITH AN ANTI-MUC1-C ADC
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE290526,GSE,VEGFR2 blockade overcomes acquired KRAS G12D inhibitor resistance driven by PI3Kγ activation [scRNA-Seq]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE290487,GSE,VEGFR2 blockade overcomes acquired KRAS G12D inhibitor resistance driven by PI3Kγ activation
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE283141,GSE,Multiplexed mosaic tumor models reveal natural phenotypic variations in drug response within and between populations [8 cancer cell lines]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE282350,GSE,Multiplexed mosaic tumor models reveal natural phenotypic variations in drug response within and between populations [11 cancer cell lines]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE252834,GSE,Determination of the tumor microenvironment remodeling by KRAS targeted therapy in pancreatic cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE278656,GSE,"Discovery of BBO-8520, a first-in-class direct and covalent dual inhibitor of GTP-bound (ON) and GDP-bound (OFF) KRASG12C"
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE248058,GSE,Stroma reprogramming by FAK synergizes with MAPK inhibition and renders PDAC responsive to cytotoxic- and immuno-therapies II
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE247547,GSE,Stroma reprogramming by FAK synergizes with MAPK inhibition and renders PDAC responsive to cytotoxic- and immuno-therapies
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE268242,GSE,Anti-tumor Efficacy of HRS-4642 and Its Potential Combination with Proteasome Inhibition in KRAS G12D-mutant Cancer [CRISPR]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE271300,GSE,A classical epithelial state drives acute resistance to KRAS inhibition in pancreas cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE234378,GSE,Mediator Kinase Inhibition Impedes Transcriptional Plasticity and Prevents Resistance to Sustained MAPK-Targeted Therapy in KRAS-Mutant Cancers
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE269985,GSE,Mechanisms of resistance to oncogenic KRAS inhibition in pancreatic cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE269313,GSE,Mechanisms of resistance to oncogenic KRAS inhibition in pancreatic cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE253929,GSE,ROR2 regulates cellular plasticity in pancreatic neoplasia and adenocarcinoma [RNA-seq siROR2 ]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE253927,GSE,ROR2 regulates cellular plasticity in pancreatic neoplasia and adenocarcinoma [RNA-seq isoAC]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE253599,GSE,ROR2 regulates cellular plasticity in pancreatic neoplasia and adenocarcinoma (RNA-Seq)
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE253597,GSE,ROR2 regulates cellular plasticity in pancreatic neoplasia and adenocarcinoma (snATAC-Seq)
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE237177,GSE,Mediator Kinase Inhibition Impedes Transcriptional Plasticity and Prevents Resistance to ERK/MAPK-Targeted Therapy in KRAS-Mutant Cancers
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE264527,GSE,Reshaping the Tumor Microenvironment of KRASG12D Pancreatic Ductal Adenocarcinoma with combined SOS1 and MEK Inhibition for Improved Immunotherapy Response
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE223154,GSE,PRMT1 promotes pancreatic cancer development and resistance to chemotherapy
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE223152,GSE,PRMT1 promotes pancreatic cancer development and resistance to chemotherapy
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE223146,GSE,PRMT1 promotes pancreatic cancer development and resistance to chemotherapy
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE223133,GSE,PRMT1 promotes pancreatic cancer development and resistance to chemotherapy
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE253204,GSE,Co-targeting CDK4/6 and BRD4 promotes senescence and ferroptosis sensitivity in cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE240232,GSE,Stromal-derived NRG1 enables oncogenic KRAS bypass in pancreas cancer
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE234449,GSE,Dual inhibition of KRASG12D and pan-ERBB is synergistic in pancreatic ductal adenocarcinoma
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE202532,GSE,Acquired anoikis resistance mediates enhancer-driven subtype plasticity in pancreatic cancer [RNA-seq]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE202527,GSE,Acquired anoikis resistance mediates enhancer-driven subtype plasticity in pancreatic cancer [ChIP-Seq]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE202526,GSE,Acquired anoikis resistance mediates enhancer-driven subtype plasticity in pancreatic cancer [ATAC-Seq]
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE149815,GSE,SHP2 Inhibition Abrogates Adaptive Resistance to KRAS-G12C-Inhibition and Remodels the Tumor Microenvironment of KRAS-Mutant Tumors
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE142046,GSE,SETD5-coordinated chromatin reprogramming regulates adaptive resistance to targeted pancreatic cancer therapy
GEO,substitute,KRAS inhibition resistance pancreatic,70,GSE113922,GSE,Cell cycle plasticity driven by MTOR signaling: integral mechanism for resistance to CDK4/6 inhibition
ENA,drug_direct,RMC-6236,error,,,Remote end closed connection without response
ArrayExpress,drug_direct,RMC-6236,0,,,
ENA,drug_direct,daraxonrasib,error,,,HTTP Error 400: 
ArrayExpress,drug_direct,daraxonrasib,0,,,
