gene,mean_parental,mean_resistant,log2FC,p_value,padj,n_parental,n_resistant
Efcab7,0.9103463137952281,1.3443104758353661,0.433964162040138,0.027106924085276037,0.15034449664486746,9,9
Cenpu,2.7764257639439913,3.5295801116409153,0.753154347696924,0.027096589621548033,0.15034449664486746,9,9
B3galnt2,4.832608837031828,4.292724021577835,-0.539884815453993,0.027113471802145097,0.15034449664486746,9,9
Arrdc1,5.28925017663624,4.8627928508842775,-0.4264573257519624,0.027288249927322466,0.15103372077090974,9,9
Xkr9,1.4240320574993919,0.7457875594790909,-0.678244498020301,0.027306437218944574,0.15107368639685964,9,9
Tmem120a,5.6472179649789584,6.049605933681274,0.40238796870231575,0.02732815506384368,0.15112942046022387,9,9
Adprm,3.618190335568725,3.2356925348093237,-0.3824978007594013,0.0273384520751218,0.15112942046022387,9,9
Rbmx2,3.4246271003865334,3.956264523341789,0.5316374229552556,0.02740294377317981,0.15130378894562127,9,9
Zfp687,5.971269723822598,5.577529090497745,-0.3937406333248532,0.02739846463355332,0.15130378894562127,9,9
Napepld,3.531922464515041,2.623342928883325,-0.9085795356317159,0.02738262980410387,0.15130378894562127,9,9
Rnf39,4.915494337336696,4.473782380821632,-0.44171195651506423,0.02743508694959627,0.1514004883493566,9,9
Ttyh2,5.854734783808449,5.39978996116804,-0.4549448226404085,0.027494239526172564,0.1514004883493566,9,9
Zfp455,1.0594974460543216,0.573090806676996,-0.48640663937732564,0.027469562424552167,0.1514004883493566,9,9
Gsta2,3.1767141396303593,1.061831911535315,-2.1148822280950443,0.027489933837010958,0.1514004883493566,9,9
Slc30a7,5.703042638647723,5.443758424307705,-0.2592842143400178,0.027494102041566684,0.1514004883493566,9,9
Sh3glb2,7.0742110340760265,6.894202391222327,-0.1800086428536991,0.027476368680757954,0.1514004883493566,9,9
Gm12565,1.1260915379216363,0.8342771098762383,-0.29181442804539803,0.027497388345680187,0.1514004883493566,9,9
Padi2,5.994730233563148,5.0901643097476,-0.9045659238155483,0.02752904867294685,0.15145374381729865,9,9
Cfi,1.5958043645284639,0.4044927608286036,-1.1913116036998603,0.02752218816246067,0.15145374381729865,9,9
Pcdh9,0.04535812947586842,1.2540173632968106,1.208659233820942,0.027544818048180195,0.1514800053619682,9,9
Dedd2,4.514201262720825,3.9784070559036078,-0.5357942068172168,0.027562475466086023,0.15151662490853993,9,9
Kcnh2,1.0379267255013596,3.306161244706649,2.2682345192052895,0.027615963024017268,0.15175010236093414,9,9
Irf7,3.104434323363395,1.867925555104709,-1.2365087682586862,0.027717926464661802,0.15224966306905144,9,9
Tmbim1,7.9149540677929275,7.229308746136811,-0.6856453216561169,0.02774358450931988,0.15232986058206083,9,9
Lsm11,4.217028569096302,4.456826861132657,0.2397982920363555,0.02780228541624012,0.15259134816498962,9,9
Ces2c,3.324966975851228,1.0431999771909082,-2.28176699866032,0.02783188609849049,0.1526321906420402,9,9
Ska1,3.991582198859635,4.77380977251546,0.7822275736558244,0.027826963370865435,0.1526321906420402,9,9
Isca1,5.336216603773843,5.090558985555958,-0.24565761821788445,0.027855355322852198,0.15269661094318523,9,9
Hint3,3.2480923359929177,2.8001572117068156,-0.44793512428610205,0.02787688563604173,0.15269661094318523,9,9
Gramd2a,3.171720201181439,2.261290788770575,-0.9104294124108643,0.02787457861467074,0.15269661094318523,9,9
Cxcl17,2.0632568824020323,0.8858836914062866,-1.1773731909957457,0.02793385287583687,0.15284286137904862,9,9
Gopc,5.3066546421304785,4.911866656680993,-0.39478798544948557,0.027936870278197187,0.15284286137904862,9,9
H2bc11,0.450848281300096,0.8367247905648489,0.3858765092647529,0.02791610635587423,0.15284286137904862,9,9
Elovl7,5.535918340290538,4.611914743595405,-0.9240035966951323,0.027951523796268956,0.15286232307161615,9,9
Mroh2a,3.170923623936693,3.6391331860588476,0.4682095621221545,0.027973346004222736,0.15292095815641762,9,9
Ctla2a,0.0,0.8251899355590011,0.8251899355590011,0.027988292311197226,0.15294197337526894,9,9
Dock1,5.729898145337879,5.156543363049099,-0.5733547822887797,0.028016410012799076,0.15303491845214912,9,9
Gins3,2.877758255929249,3.526861587988449,0.6491033320591999,0.02808993870177489,0.15337574140136778,9,9
Fbxo33,4.79368452945922,4.179269798104007,-0.6144147313552137,0.028257423641240672,0.15422910779783341,9,9
Cenpj,2.5594486566237813,2.9490767464051464,0.3896280897813651,0.028334671561493725,0.15450730201312482,9,9
Sec16b,3.4595430113106573,2.3228061141343215,-1.1367368971763359,0.02831999299671599,0.15450730201312482,9,9
Mrpl19,5.8640895506908395,6.234387700297576,0.3702981496067368,0.028344606657346533,0.15450730201312482,9,9
Cnih2,0.6395417729974642,1.089873620018073,0.4503318470206088,0.02835325635084056,0.15450730201312482,9,9
Lpar4,0.31323707088580904,0.8764003124658404,0.5631632415800314,0.02841734595180326,0.15479531745039213,9,9
Taf1a,2.8581749289411094,3.212621202872168,0.35444627393105854,0.028453799419778023,0.1548187765059626,9,9
Enox2,3.845190346283637,3.452450152322157,-0.3927401939614801,0.028455367458848524,0.1548187765059626,9,9
St6gal1,6.885291115420327,5.962304996437303,-0.9229861189830242,0.028444824603326476,0.1548187765059626,9,9
Rps12-ps3,2.5921999253341177,2.3632651336839414,-0.22893479165017627,0.028534211157743735,0.15518645594515504,9,9
Gm19557,0.8046658818838195,1.1672720203516813,0.3626061384678618,0.028550336697259086,0.1552128801663146,9,9
H3f3a-ps2,1.1293775824864758,0.8508142714898661,-0.2785633109966097,0.028628806909726114,0.15557808441356488,9,9
Vim,11.889785257531571,12.466505417902358,0.5767201603707868,0.028643207750842982,0.15559496450142465,9,9
Myzap,4.793340542640888,3.965139695431356,-0.8282008472095326,0.02868135322287333,0.15567548162887518,9,9
Lsm6,5.922113652991906,6.4662921923862005,0.5441785393942942,0.02869193146455532,0.15567548162887518,9,9
Smarca5,7.496645159452888,7.841478451662799,0.3448332922099109,0.028676225421492545,0.15567548162887518,9,9
Cachd1,4.295164617055802,3.8809912747482023,-0.4141733423075995,0.028784393382328303,0.1561156705649428,9,9
Ppm1k,2.909227272271197,2.1420482812515695,-0.7671789910196276,0.028846672035571036,0.15633035167664303,9,9
Rab1a,8.093521593070015,7.832446779279991,-0.2610748137900245,0.02883556860402071,0.15633035167664303,9,9
E230025N22Rik,1.9106178829933569,1.2531995300692125,-0.6574183529241444,0.02885932788469146,0.15633743646854487,9,9
Scnn1a,2.6931388401220917,1.681358265714928,-1.0117805744071637,0.028876236694853848,0.1563675458759067,9,9
Zfp109,1.3284098090745142,0.9776598989734544,-0.3507499101010598,0.02893298583660286,0.15661328600591004,9,9
Ccndbp1,5.7196137636261435,5.272087131998877,-0.4475266316272668,0.02895980181225918,0.15669686950733797,9,9
Mrps5,6.053927440703279,6.277553243352294,0.223625802649015,0.02902885246788907,0.15700882277096184,9,9
Ifitm1,0.24899033023876443,2.7181253346080823,2.469135004369318,0.029047618799646607,0.15704866427940803,9,9
Cyp1a1,0.5529956672997548,1.1452245489849808,0.592228881685226,0.02909122114477179,0.1570994364917194,9,9
Wdr26,7.659537817560846,7.35467314512549,-0.30486467243535564,0.029086310076340854,0.1570994364917194,9,9
Acer2,1.078641173480596,2.1486849215399966,1.0700437480594005,0.029089469220980917,0.1570994364917194,9,9
Ttll7,6.123374029517592,5.526852339637416,-0.5965216898801762,0.02916719595366695,0.15735600659738314,9,9
Dennd2d,3.701178665647371,2.6013897515211726,-1.0997889141261985,0.029166019369559662,0.15735600659738314,9,9
Ska3,4.172968514287992,4.812699056297024,0.6397305420090325,0.029184421955307342,0.15735600659738314,9,9
Sf3b6,5.9164114372312815,5.614092314635066,-0.30231912259621563,0.029184221026395778,0.15735600659738314,9,9
Ruvbl1,6.823705055825065,7.238538473400673,0.41483341757560765,0.029201648540909998,0.1573872888495994,9,9
Tubgcp2,4.995795878298806,5.455180689481546,0.45938481118273966,0.029243907469162823,0.1575534099707419,9,9
Smtnl2,4.386403232922977,3.2511612083881594,-1.135242024534818,0.02926220457849422,0.15759035585353262,9,9
Gcc2,4.329683931554167,3.6903765713864223,-0.639307360167745,0.029315579880677647,0.15775446423289657,9,9
Cdkn2c,5.340220401774196,6.068172310869908,0.7279519090957125,0.029305553147285737,0.15775446423289657,9,9
1810008I18Rik,1.8580344981227819,1.1966505111673629,-0.661383986955419,0.029414987919686903,0.15822759608809323,9,9
Otud1,3.3928395821012556,4.115069709489421,0.7222301273881655,0.02945425546267574,0.15837698019274823,9,9
Fcsk,5.357132722810099,5.006013611182052,-0.351119111628047,0.029560399043380103,0.15888570316878825,9,9
Gm6877,0.2239349957034507,0.815841844542357,0.5919068488389063,0.02959728564378191,0.15894906200459985,9,9
Nmnat3,3.9803505394478784,3.4046655976284175,-0.575684941819461,0.029606801183493264,0.15894906200459985,9,9
Pi4k2b,6.425418733342661,6.1781237815860655,-0.24729495175659544,0.02959446397925775,0.15894906200459985,9,9
Zfp874b,1.8171567476466934,1.2306935719909715,-0.5864631756557219,0.02967147445743078,0.15904833934846943,9,9
Amacr,3.713494061518427,3.292917790411616,-0.4205762711068113,0.0296452405292479,0.15904833934846943,9,9
Themis3,0.8106464233963115,0.11414629299609426,-0.6965001304002173,0.029668123530013885,0.15904833934846943,9,9
Htr2a,0.06246850232009281,0.8107968042042213,0.7483283018841285,0.029658853086529807,0.15904833934846943,9,9
Zbtb43,4.099397681481959,3.7388962037669953,-0.3605014777149633,0.02971611295672948,0.15911578306041813,9,9
Gatd3a,5.562820181888848,4.9702111963351845,-0.5926089855536638,0.029719417315490625,0.15911578306041813,9,9
Ndnf,1.432271886773548,0.5703573264654364,-0.8619145603081116,0.029774850977939867,0.15911578306041813,9,9
Hat1,5.9072904555181935,6.510393548494679,0.6031030929764851,0.029776247074742426,0.15911578306041813,9,9
Fut2,4.491067684383786,2.278356972589455,-2.2127107117943314,0.029783206317678904,0.15911578306041813,9,9
Gins2,4.9348130771895935,5.668579938638896,0.7337668614493023,0.029788008457666836,0.15911578306041813,9,9
Cda,3.7264991683596853,4.766910076054016,1.0404109076943304,0.02977178627990772,0.15911578306041813,9,9
Nt5c3,6.758537838155223,6.369186487197721,-0.38935135095750173,0.029754695231284628,0.15911578306041813,9,9
Eno2,0.6569268541739217,2.0856121085275063,1.4286852543535846,0.029715013346194,0.15911578306041813,9,9
Man2b2,6.17411322823364,5.645585399181235,-0.5285278290524049,0.02985183150318778,0.15939489565423054,9,9
Uba1,8.791977056109582,9.11728251171449,0.32530545560490864,0.029866868119494076,0.15941339605352592,9,9
E130008D07Rik,0.7661383422276464,0.2996960005140971,-0.4664423417135493,0.02998602310717203,0.1599873951682424,9,9
Zbed5,2.4799847788411995,2.2329549957604615,-0.24702978308073797,0.030004817063491163,0.1600256910052862,9,9
Ift74,3.4534838231481486,4.260869975531107,0.8073861523829584,0.030077036652527294,0.16034878363978947,9,9
Mef2c,0.3539243873887117,1.5999029485611114,1.2459785611723997,0.030110301205130086,0.16046402684791955,9,9
Mgp,0.06285086435265189,1.7612166446245272,1.6983657802718752,0.030174345717954246,0.1607431502747632,9,9
Sema4b,6.862345676981443,6.556568077844312,-0.305777599137131,0.030234774031976126,0.16100280133919717,9,9
Rpp25l,4.073838735604903,4.475993018208587,0.4021542826036848,0.03027459617175461,0.16115256447530585,9,9
Ces2a,1.7881185868861682,0.14852420879657294,-1.6395943780895952,0.030294777477140895,0.16119770356318772,9,9
Cd248,0.05050435415726709,1.1655703208564612,1.115065966699194,0.030347531888895673,0.16135376275624347,9,9
Gabarap,8.122798853589542,7.743310430805106,-0.3794884227844353,0.030342632819969764,0.16135376275624347,9,9
Tmem219,2.682164423160201,2.4141835323463954,-0.2679808908138055,0.030437646294368494,0.1617080660822292,9,9
Brd7,5.8988923336294565,6.230559565152003,0.3316672315225464,0.030426410624886307,0.1617080660822292,9,9
Tbc1d16,2.9597416831245087,4.463433108867919,1.5036914257434106,0.030502060685901177,0.16198781341903418,9,9
Kdm2a,6.726699160207543,6.307314324683448,-0.4193848355240952,0.03051791862828135,0.1620095749607722,9,9
Rcn3,0.4425351716177184,2.6586159631758064,2.2160807915580882,0.03061088036902096,0.16244048072559042,9,9
Tomm34,5.3730620824311055,5.677226473790139,0.3041643913590333,0.030630274824720007,0.16248081093005115,9,9
Cldn23,1.1022890449571052,0.7433666754926143,-0.35892236946449096,0.030644894150444992,0.16249578976771756,9,9
Scarb2,7.147967609321473,6.480748785437415,-0.667218823884058,0.030688983937878153,0.16266696526672159,9,9
Stmp1,5.595339436740239,5.751414994292155,0.15607555755191616,0.030718879288097342,0.16276280041262653,9,9
Asic1,2.283561185219613,3.13918567593366,0.8556244907140469,0.030762947779646048,0.16293362883983234,9,9
Adgrb2,0.22562721668316577,1.1447267286153227,0.9190995119321569,0.030779485459455212,0.1629585671366084,9,9
Mdm1,2.7164099853825845,3.415450728062522,0.6990407426799377,0.03081527567421902,0.16302274872812642,9,9
Emc1,5.276866682130515,5.7553468275538044,0.47848014542328965,0.03080536103326213,0.16302274872812642,9,9
Gstm2-ps1,1.6542023097728622,0.6614618530161734,-0.9927404567566888,0.030842014463161878,0.16310157053532362,9,9
Mcm5,6.8989980852103265,7.839907341404226,0.9409092561938994,0.0308605024331433,0.163136715855327,9,9
Memo1,6.403639532322679,6.855860697817805,0.4522211654951258,0.030902979956025586,0.16329860064219734,9,9
Tgfb2,1.0887549037242887,2.298994412962524,1.2102395092382354,0.030924056442608174,0.16334731654653767,9,9
Rad18,4.682596034090579,5.337112837081227,0.6545168029906483,0.030954598535021055,0.16339594067167548,9,9
Klc2,4.440075851685502,5.144858407859221,0.7047825561737193,0.030956983533178935,0.16339594067167548,9,9
Abhd11os,1.2105291621969139,0.6176291485424886,-0.5929000136544252,0.030980466220234343,0.1634572587705662,9,9
Cript,5.587367647379679,5.270631747233048,-0.31673590014663144,0.03105767752715228,0.1637392137826444,9,9
Slc44a1,7.330106723677637,6.79304120644079,-0.5370655172368464,0.03105102253062969,0.1637392137826444,9,9
Mettl1,4.675665245959149,5.123483322822163,0.44781807686301445,0.03111555439481114,0.16383620588385836,9,9
Fabp4,0.5419311870447703,2.6208780406447554,2.078946853599985,0.031135539126302354,0.16383620588385836,9,9
Pcyt1a,6.584030543395699,5.4063458249179,-1.1776847184777992,0.03113275944803841,0.16383620588385836,9,9
Afg1l,3.7343909149258963,3.196102635023548,-0.5382882799023481,0.031121610125522878,0.16383620588385836,9,9
Lzts3,3.2391205689495957,3.5599370059177735,0.32081643696817785,0.031131060212109478,0.16383620588385836,9,9
Tmtc4,5.322848121922601,4.758322482077471,-0.5645256398451304,0.03119846040429041,0.16385566197776388,9,9
Smim10l1,6.549815804098166,6.130229011392309,-0.4195867927058572,0.031210602281478837,0.16385566197776388,9,9
B3gat3,5.798996645770225,5.554759938232043,-0.24423670753818172,0.031167671461850937,0.16385566197776388,9,9
Msra,3.7503759673871064,3.093610551799854,-0.6567654155872527,0.031192043984845947,0.16385566197776388,9,9
Rbm10,5.904666357858913,6.2469626560229035,0.34229629816399054,0.03117022666655786,0.16385566197776388,9,9
Garem1,3.6212557252879645,2.7057730830045053,-0.9154826422834592,0.03120614891611286,0.16385566197776388,9,9
Uevld,5.097239093931877,4.643437795927116,-0.45380129800476077,0.031266887782898385,0.1640320948182661,9,9
Dtx3l,3.810150006413164,3.0848873052982544,-0.7252627011149095,0.03129183690348456,0.1640320948182661,9,9
Med7,4.507999179364419,4.7600100371514555,0.25201085778703636,0.03127488513250051,0.1640320948182661,9,9
Arfip1,2.8405406126694794,2.5002834676918475,-0.34025714497763193,0.0312905125383809,0.1640320948182661,9,9
Naxe,7.077156686279772,6.337166422776479,-0.7399902635032936,0.03143588471353764,0.1646618812979827,9,9
Dgka,4.410857975723224,3.6010196363361993,-0.8098383393870248,0.0314320262780894,0.1646618812979827,9,9
Mutyh,2.1566211205214048,2.772075383403196,0.6154542628817912,0.03152907501316453,0.16496404495952835,9,9
Lsm5,4.898443270154376,5.442407183613586,0.5439639134592102,0.031529495526890106,0.16496404495952835,9,9
Trnau1ap,5.121790286106964,5.448267927799047,0.32647764169208315,0.03150598167696459,0.16496404495952835,9,9
Slc22a4,3.8050021517030768,2.7458242957934833,-1.0591778559095935,0.03155440918910785,0.16503171639679187,9,9
Tmcc1,4.440715734676833,4.67055256702605,0.2298368323492168,0.03159774118849569,0.16513296001999872,9,9
Map2k3os,2.368084447676828,2.7483905302423404,0.38030608256551224,0.0315957018215435,0.16513296001999872,9,9
Sfxn1,7.245623610850021,6.761746826609747,-0.483876784240274,0.03164487143842782,0.16531655249745228,9,9
Gm6548,4.261731231821382,3.9940216253868805,-0.26770960643450126,0.031675434890418644,0.16541349167945688,9,9
Pold3,4.740868265045237,5.144565098566042,0.40369683352080443,0.03170834230371374,0.16550176820450238,9,9
Radil,0.39676524592961343,1.407615502187718,1.0108502562581045,0.03171636672908582,0.16550176820450238,9,9
Cst3,8.565758494376677,8.09532394605961,-0.4704345483170673,0.03180653377528298,0.16590551208145254,9,9
Asf1b,5.177077957166528,6.008580510290945,0.8315025531244169,0.031835476476792364,0.16590551208145254,9,9
Zfta,3.5238302736180454,4.512657186782752,0.9888269131647065,0.03183195425075796,0.16590551208145254,9,9
Mfn1,6.205220062302836,5.948435597219493,-0.25678446508334307,0.03184191158125439,0.16590551208145254,9,9
Supt7l,4.443054351924342,4.032515500662054,-0.41053885126228806,0.03193239446702101,0.16614955807232742,9,9
Bnip1,4.4470724086822155,4.904411290112975,0.4573388814307595,0.03193894777661841,0.16614955807232742,9,9
Slc2a4rg-ps,1.273959478440328,1.714425223920674,0.440465745480346,0.031930145885824705,0.16614955807232742,9,9
Bcdin3d,3.4564203587415956,3.742347883838166,0.28592752509657027,0.031963041762281964,0.16614955807232742,9,9
Ehbp1,4.175786808431167,3.694955749623462,-0.4808310588077047,0.03196529981796725,0.16614955807232742,9,9
Sod3,1.027813192104806,4.210000443229902,3.1821872511250957,0.03198523722472505,0.16614955807232742,9,9
Ppp1r8,5.58221006852145,6.18150022954236,0.5992901610209103,0.031907104858840275,0.16614955807232742,9,9
Ftl1-ps1,3.2978294529041507,2.72793994023535,-0.5698895126688006,0.03197964299913292,0.16614955807232742,9,9
L2hgdh,4.816140777916924,4.418056053772161,-0.3980847241447627,0.032008584121935996,0.16615496294962107,9,9
Trappc2b,4.1548465335748705,3.839814323003024,-0.3150322105718466,0.032010400092065495,0.16615496294962107,9,9
Svip,4.095407395150975,2.9490392108832775,-1.1463681842676974,0.03202269125527076,0.16615615620813937,9,9
Serinc3,7.67001825603761,7.187242300764508,-0.4827759552731017,0.03203887092366389,0.16617751726069044,9,9
Gm7846,1.8471097968660593,2.2824983046186,0.4353885077525408,0.03207903697065264,0.1663232266871324,9,9
Hrct1,2.846458287090031,2.136967808417986,-0.7094904786720448,0.0321016562002085,0.16636390739367715,9,9
Csgalnact1,0.6024227339603212,1.973942651796385,1.3715199178360638,0.03211975653330839,0.16636390739367715,9,9
Pde4b,1.1990226490543305,2.299302711807738,1.1002800627534075,0.03213518855796856,0.16636390739367715,9,9
Csgalnact2,6.219354311404924,5.793557126401971,-0.4257971850029527,0.0321270938953124,0.16636390739367715,9,9
Cpsf4,5.038296956367485,5.665400755418755,0.6271037990512704,0.03227945747945193,0.16698528210173855,9,9
B4galt6,7.85116277363608,6.96146959021316,-0.8896931834229198,0.03227941432704481,0.16698528210173855,9,9
Lrig1,5.479654757956719,6.213200006553622,0.7335452485969034,0.03231394880248741,0.1671009604741241,9,9
Zfp518a,2.966025824121778,2.1937972850982166,-0.7722285390235615,0.03235750534435763,0.16715988356708902,9,9
Drc1,1.4660761172892653,0.938592656761349,-0.5274834605279164,0.03236533598609059,0.16715988356708902,9,9
Coro7,4.784471165294362,4.165388815154607,-0.6190823501397551,0.03235313405070523,0.16715988356708902,9,9
Kif13b,4.7951877718102764,4.149679188060527,-0.6455085837497494,0.03237387988944494,0.16715988356708902,9,9
Mlycd,4.557023965004779,3.728310347112403,-0.8287136178923764,0.032388531061434696,0.16717287519757376,9,9
Ppcs,4.296499775722999,3.8575574212922397,-0.4389423544307589,0.03243842867953029,0.16717987036633344,9,9
P3h4,7.079270738338004,6.349952241903412,-0.7293184964345922,0.03242035408782057,0.16717987036633344,9,9
Ncoa4-ps,1.0917107044472671,0.7169082574187955,-0.37480244702847165,0.03243179260567193,0.16717987036633344,9,9
Hif1a,6.5804779935547355,7.279184860819631,0.6987068672648951,0.032415057327450744,0.16717987036633344,9,9
Kcnk3,0.31778787204477116,0.9927899893038727,0.6750021172591016,0.032483198801018576,0.16734799801153025,9,9
Rps19bp1,5.4938513441786805,5.949519881825179,0.4556685376464982,0.03250780367364482,0.16741215080677796,9,9
Cul1,7.207498387851356,7.52801127626645,0.3205128884150943,0.03256605538599611,0.16752426400204717,9,9
Cenpi,3.592137022395219,4.343582477332585,0.7514454549373655,0.032558625968162565,0.16752426400204717,9,9
Ibtk,6.261997040005601,5.931439708714989,-0.3305573312906116,0.032554569201530804,0.16752426400204717,9,9
Atg4a,2.903511098523378,2.5048205096868705,-0.3986905888365073,0.032627451252528854,0.16771483897568562,9,9
Fah,5.772555409157396,5.055173925814425,-0.7173814833429706,0.03262260761240579,0.16771483897568562,9,9
Ces1g,0.2311669098783307,1.159699235140286,0.9285323252619553,0.0326405781808418,0.1677197333156571,9,9
Ptgs2,5.2348004323277895,6.734103999040367,1.4993035667125776,0.032687665231661354,0.16782725787098784,9,9
Ube2h,7.465237881196101,6.899912201265851,-0.5653256799302504,0.032695044467353315,0.16782725787098784,9,9
Cntrob,3.830792783550432,4.260187025917948,0.4293942423675161,0.03271023427581318,0.16782725787098784,9,9
Leo1,5.202244758909894,5.537023440025212,0.33477868111531794,0.03271004658772667,0.16782725787098784,9,9
Panx1,4.503529152574313,4.050002938971922,-0.453526213602391,0.032728263353666916,0.1678572434698866,9,9
Exosc10,6.1299841131813935,6.606182511836313,0.47619839865491986,0.03275261867717745,0.16791964082500802,9,9
Polr1h,4.576286685556688,4.8948291324356115,0.3185424468789231,0.032787378603857824,0.16803531534477134,9,9
Fam204a,3.9254327329024536,4.190779956101924,0.26534722319947024,0.032813691446641466,0.16810762862362694,9,9
Golga5,4.987298720567597,4.567868167067487,-0.41943055350010994,0.032833560881565214,0.16814689022469978,9,9
Ppp1r37,5.82235864517826,5.508376134609707,-0.313982510568553,0.03287924475748625,0.16831827416541456,9,9
Slc5a5,0.4650825832729109,0.810251337839795,0.34516875456688406,0.03290739556388203,0.16834230955062376,9,9
Wnt5a,0.2530994204856214,1.4681669930457046,1.2150675725600832,0.03290837976334421,0.16834230955062376,9,9
Catsper2,0.6399862445767452,1.0504563115608925,0.41047006698414723,0.03299763475301697,0.16873623472812244,9,9
Prss12,1.0907731551469304,1.9478667359947492,0.8570935808478188,0.03306015500417969,0.1689932079174692,9,9
Marchf3,2.2598460855934794,1.5469619039044415,-0.7128841816890379,0.033085256607571105,0.16900310485794226,9,9
Tmem102,3.8981901917573136,2.8453063857785414,-1.0528838059787722,0.03308662701813809,0.16900310485794226,9,9
Bpnt1,6.800298888483831,6.087368602463595,-0.712930286020236,0.033110777884277735,0.16906377914522241,9,9
Rpap3,4.798393551258872,5.159292017384357,0.3608984661254846,0.03314215524134118,0.1691612932955599,9,9
Klhdc8a,1.022480533943152,2.661957471817035,1.639476937873883,0.03316424343740992,0.16918210706694747,9,9
Slc26a9,2.4932133152587124,1.6974903602319418,-0.7957229550267706,0.03317079494685142,0.16918210706694747,9,9
Nfkbie,2.589126380817214,3.530367195326305,0.9412408145090909,0.03323473209036291,0.16944547345552902,9,9
S100a14,5.839096936732793,4.57398368900448,-1.265113247728313,0.03325363830095551,0.16947914215092977,9,9
Mid1ip1,6.187875259860402,5.931163968941671,-0.256711290918731,0.03338699224185697,0.1699701423221809,9,9
Ncapg,4.885650111599467,5.620096709766861,0.734446598167394,0.033374269476840704,0.1699701423221809,9,9
Reep6,5.915289605483602,5.191606943707748,-0.7236826617758547,0.03337551958826201,0.1699701423221809,9,9
Spin4,1.3987743654582152,2.2271561469423373,0.8283817814841221,0.033414826888293885,0.17000547589939385,9,9
Wdr43,7.054090364477267,7.581344937657665,0.5272545731803984,0.03341861416489246,0.17000547589939385,9,9
Cenpt,4.862304851224167,5.249439756382279,0.38713490515811255,0.03344391827075463,0.1700584733357694,9,9
Pld1,5.19394924432406,4.674064650537867,-0.5198845937861929,0.03345372116288727,0.1700584733357694,9,9
Slc35a2,4.700296702147515,4.338700459006008,-0.3615962431415074,0.0335962823177993,0.17072017160088643,9,9
Ube2e2,3.6019103416503606,3.9720560106522544,0.37014566900189383,0.03361973816220236,0.1707717742548645,9,9
Myo10,5.942495083240428,6.4113857559108185,0.46889067267039053,0.033631229932741535,0.1707717742548645,9,9
Cic,6.797503511620035,6.413749515067633,-0.38375399655240194,0.03369621885409829,0.17093312213098416,9,9
Cacnb2,3.2935455571523624,3.6886671562868147,0.39512159913445233,0.03371263740054326,0.17093312213098416,9,9
Nfib,6.12041532546032,6.360424598980654,0.2400092735203332,0.03370922563418913,0.17093312213098416,9,9
Cpvl,0.7514928408171216,0.3396785508251752,-0.41181428999194647,0.03370568804502752,0.17093312213098416,9,9
Trim37,5.67112504511606,6.121642991914258,0.4505179467981977,0.033732364465072315,0.17097021812760715,9,9
Rab30,1.9181656852140208,2.370601716514225,0.45243603130020427,0.03379578257944267,0.17116569882882435,9,9
Mtfp1,2.295908616014904,2.762317926923902,0.4664093109089982,0.033793684350220794,0.17116569882882435,9,9
Pdlim1,7.672529683220249,7.1349123554558895,-0.5376173277643597,0.03381338030793764,0.1711918879537482,9,9
Slc12a2,8.074192748548034,7.302425886214828,-0.7717668623332061,0.0338360033941752,0.1712434910941064,9,9
Arglu1,5.166801962937519,5.6663585276151665,0.49955656467764786,0.03390505771142525,0.1713613660290806,9,9
Patj,5.604531784924554,4.754076539535126,-0.8504552453894281,0.03388482674096153,0.1713613660290806,9,9
Clasp2,4.105305823587015,4.6256311224051245,0.5203252988181095,0.033909050798147045,0.1713613660290806,9,9
Bud13,4.247912106237091,4.569013262048418,0.32110115581132703,0.03390296532977243,0.1713613660290806,9,9
Pbld2,1.3525234583187569,0.47705328699301447,-0.8754701713257425,0.034025986552040845,0.17157466718188677,9,9
Bcat1,4.124259205244372,5.162123350007516,1.0378641447631436,0.03397373032273316,0.17157466718188677,9,9
Tppp3,1.4461803874826433,2.542281705411178,1.0961013179285346,0.03402038497848369,0.17157466718188677,9,9
Cdk9,6.791764251326697,7.052430371689372,0.260666120362675,0.034013600149467985,0.17157466718188677,9,9
Smim31,3.3664531680878933,1.7805567650349134,-1.5858964030529799,0.03400374703853511,0.17157466718188677,9,9
Nudt21,6.751636164980393,7.0809386796838645,0.32930251470347116,0.03402211058933701,0.17157466718188677,9,9
Fem1c,5.232054841007954,4.934607052978609,-0.2974477880293449,0.034052218844662877,0.17158133387127864,9,9
Sowahc,4.449156953416168,4.048469875307802,-0.40068707810836557,0.03404641195834655,0.17158133387127864,9,9
Gpx4-ps2,5.263022439461675,4.885441049653112,-0.3775813898085634,0.034067675883987646,0.17159645447086427,9,9
Socs1,3.0197288855872984,3.5406400300502803,0.5209111444629819,0.034195753090397955,0.17211570864936873,9,9
Vps18,5.567486472108795,5.265365555200667,-0.3021209169081285,0.03418844977271278,0.17211570864936873,9,9
Zcchc24,1.204856532502629,3.740074622227399,2.53521808972477,0.0342749393357052,0.17235470289192678,9,9
Irak4,4.693101469515571,4.3904159073963855,-0.3026855621191853,0.034283651512702774,0.17235470289192678,9,9
Gm26770,1.0351041853378495,1.3633723544602114,0.3282681691223619,0.034262946889337544,0.17235470289192678,9,9
Erlec1,5.496556497116812,5.102244590208169,-0.3943119069086425,0.03429328111402231,0.17235470289192678,9,9
