gene,GSM8332065,GSM8332066,GSM8332067,GSM8332068,GSM8332069,GSM8332070,GSM8332071,GSM8332072,GSM8332073,GSM8332074,GSM8332075,GSM8332076
RIOK1,8.589957536665347,8.73491316716409,7.963122522722354,9.518201864342613,10.155222298365043,11.272727564039107,44.542369753968046,44.67049816410695,41.741690577937625,44.86142365197441,49.18944995042879,43.192130491323645
RIOK2,17.92686790260594,16.84590396524503,17.274838375905748,23.174752365355932,21.02405481229087,24.433780049973088,34.02378903370382,35.2209697063151,31.21656516000493,38.03148073015136,37.99109916209034,41.48589508816752
RIOK3,189.49259587676437,184.6030309524768,184.62884881311908,110.08007373544066,100.39946802005223,100.0812208604284,76.5682160810295,70.87146343343892,67.03787269035541,84.268720222493,81.11863195023675,78.1943310474979
RIOX1,15.545955759291088,16.533942780703452,17.01796345581793,19.615772537819126,16.797286612430824,14.305491832536937,20.390768211908856,19.060128423386985,23.920739586210676,16.706335204459254,18.13947731003583,20.08482817429497
RIOX2,19.79424997579406,18.249729295682116,19.394056466630246,22.926451447155685,21.463199560328277,23.461006605360577,38.95988277952614,35.27466020891619,38.572192582764714,45.40192273211868,45.02477403741036,40.80340092690507
RIPK1,18.627136180051483,19.809535218389986,19.265619006586338,37.493438648236555,35.13157984299258,33.76096072478717,57.88157547184502,60.294434421024164,64.28698763794118,62.452211896669745,58.90702708080512,68.10316737740308
RIPK2,63.350936832906925,64.06902827522589,66.08107319259113,61.74416165912688,57.03392415135826,61.74250274922942,43.308346317512466,45.04633168231459,38.69179628069576,39.50556913054483,35.35347108384534,36.074691381015235
RIPK2-DT,1.4472211067207923,1.8717671072494477,2.4403117408342694,2.193324777435472,2.964227049252499,2.517766562526501,2.5855729144783566,3.2751206586664954,2.4518758075865943,1.8180423604852718,3.1003698463581646,3.2662220574702983
RIPK3,2.1941739359960395,1.9887525514525382,1.0917184103732258,0.8690532137008474,1.7565789921496289,1.544993117913989,0.0,0.0,0.0,0.0,0.0,0.0
RIPK4,156.29987952584554,161.67388388867104,162.40916822552282,112.35616548560955,100.83861276808963,103.11398512892625,101.77755199719347,88.58932929179865,104.17482089794748,106.13436482832938,97.77733560231046,97.49916589463577
RIPOR1,46.544498174213864,50.537711895735086,48.485141166575616,48.50144602178063,51.16036314635794,47.0936791127116,50.418671832327945,50.20061993201923,51.07077901655979,43.927834331725215,38.315018399769556,40.16965634858994
RIPOR3,0.7002682774455445,1.2088495900986014,0.7064060302414991,0.9104367000675544,0.7136102155607867,0.8583295099522162,45.18876298258763,38.012875841571784,44.67198117724844,39.996931930675984,33.5025040113927,35.87969304922596
RIPPLY2,0.0,0.0,0.0,0.0,0.0,0.0,3.5257812470159404,4.134168700283937,2.750885052414228,4.717082881259084,3.701934144905271,5.508702873046921
RIPPLY3,2.801073109782178,2.1447331437233257,2.6329679309001324,0.8690532137008474,0.8782894960748144,1.0299954119426595,2.0567057274259652,1.5033340728305227,1.1362351303450071,0.9335893202491936,0.8792093594150018,1.0237412418936758
