gene,6419C5,6499C4,6694C2
9530018F02Rik,-0.07863687620826643,-0.4529832915604165,-0.17089703162547853
9530018H14Rik,-1.60168638368026,-0.30596689927449733,0.1640754017349433
9530026P05Rik,0.9080398085211048,-0.024071070595852454,1.5863597176195943
9530068E07Rik,0.1252079710559686,-0.19862119225849106,-0.06325536866805948
9530085L11Rik,-0.021972389776247936,-0.5534304987384663,0.429108520966773
9830132P13Rik,-1.0070148138046944,0.49524006153615807,-0.22173499843292932
9930012K11Rik,0.21320067109317709,0.6038648649041156,-0.06141702080914069
9930014A18Rik,0.1327322113212004,-0.5621595851216212,0.8704517870934417
9930017N22Rik,0.027960148677749125,0.33300555571339197,1.3101018031004201
9930021J03Rik,-0.29514660129865433,-0.2083472600221219,-0.8528816733798079
9930111J21Rik1,-0.06853275811623472,0.251906659873019,-0.5044755388220923
9930111J21Rik2,-0.03908776063192798,0.09860169742334257,-1.5076226220510591
A130010J15Rik,-0.11630704346120835,-0.09930612542990591,-0.720602569806486
A130014A01Rik,0.18618891527179648,0.03232771842948501,1.129030296270341
A130051J06Rik,-1.1592954003512965,-0.10507440654709121,-0.2942179391652844
A230056P14Rik,0.16378260288891988,-0.1577502419067186,-0.2945154450009766
A230083G16Rik,0.6122131474479159,0.13864954530236662,0.16455066237061466
A330035P11Rik,0.14768535396740778,-0.32892413977982826,-0.41054136284925336
A330074K22Rik,0.5785542855892678,-0.023393628948020443,1.7162666091990824
A430005L14Rik,-0.07137359778052144,0.021574391046688568,0.9955551140640768
A430033K04Rik,0.9382542290769664,-0.943734121863772,0.5803417861425086
A430103D13Rik,0.398634592727005,-0.27899740146921853,0.7434639211997109
A4galt,-1.646808588352692,-0.5203443952079092,4.847532506122223
A530017D24Rik,-0.018424666401908096,-0.2009317530458934,-0.46141301921187905
A530053M12Rik,0.24107915032882282,-0.19959531603481528,1.058060264669289
A630052C17Rik,0.07348727640860975,0.1072326016032219,0.5804699461126731
A630089N07Rik,-0.2827881771299232,-0.46171857437864294,0.08650998463865944
A730017L22Rik,-0.4637320433598662,-0.134309601032784,0.8779520089144257
A730020M07Rik,-1.2308423151174464,-0.7171389572129612,-0.4201995219277892
A730063M14Rik,-0.026921143415921445,-0.1713815150430117,0.3636448784932792
A830052D11Rik,-0.0365829202465604,-0.2796832218134742,-0.9823871126952568
A830082K12Rik,1.9203313139219353,-0.7982654574017387,0.8123302060619539
A930004D18Rik,0.17573670116323603,-0.007753082348638696,0.5800282694930208
A930004J17Rik,0.42829261723769285,-0.06409103927402615,0.5173798661761226
A930005H10Rik,-0.4362731122425323,-0.3174448145594275,0.7458429348191401
A930007A09Rik,-0.7294569979237218,-0.3020848054774299,-0.011511414594293612
A930033H14Rik,0.27441801678164535,-0.7091527454457695,0.32504472596586054
AA414768,-1.3766304791188655,-0.6463042251659141,-0.04546615426974909
AA465934,0.012968028228436346,-0.19327483091538944,0.6212324146631785
AA474408,-0.2363426105475494,-0.2394911805794092,0.24288573419873488
AA986860,-2.461190259908311,-0.3203012617759784,-1.568239016528243
AF357399,0.26878359607898505,-0.015692577068341373,0.2174591507358175
AI467606,-0.854708118483364,-0.27140679692998315,-0.30099113431754887
AI480526,-0.45964301975956723,-0.3185885401487996,0.8182197299027262
AI506816,0.1890470134231368,-0.40283727145843073,0.682759606675341
AI597479,0.22268694030077807,-0.42303018606982024,-0.02362205440588916
AI661453,-0.7705558551755125,0.6956328311004762,-1.2057031188884029
AI837181,0.13680889478551883,-0.25024641714272544,0.41624911273022747
AI987944,-0.5187321360598238,-0.34144477356909375,-0.5796033609454527
AU020206,0.36180398744541886,-0.2575142719028287,2.0612672294312184
AU021092,-1.0077076246623853,1.573205274830669,-0.18134323347402093
AU022252,-0.2690080920015574,-0.25529409212664733,-0.18875801168931972
AU040320,-0.44079320984401615,0.11808551697610081,-0.719022241173592
AU041133,-0.5804709998086903,-0.39434306620727244,0.13728843465096774
AV099323,-0.16369496009021878,-0.21160824757240398,0.8727368013448755
AV356131,0.18242926478666854,-0.07129788823698369,0.5935088103044716
AW112010,-1.9444083215444663,-0.35996141022765005,-2.8874008512040996
AW146154,-0.36314019138734666,-0.2933669169476363,0.43654365713219145
AW209491,-0.09506178843314927,-0.06923753713437542,-0.25325528455072277
AW554918,0.7188636006077056,-0.10922808138949991,0.006350150559533141
Aaas,0.48709946453996533,-0.11683941434606293,0.5399192337993384
Aacs,-0.6722806780720632,-1.340596712295965,-1.35550441348078
Aagab,0.2632425478538343,-0.06000757668318091,0.10289415169186089
Aak1,0.43646720168693776,0.39117020121813706,-0.15703155662336954
Aamdc,-0.48531478152977625,-0.6604407450513188,0.07681688015873123
Aamp,-0.19257094673204023,-0.38005077301804935,0.2520788621405643
Aar2,-0.10972620363425278,0.2980844788833972,-0.7388861634704549
Aars,0.12183221410419165,0.2801820609220709,0.9077147794141265
Aars2,0.13787438395575258,0.5191690045428485,-0.2980635422900795
Aasdh,-0.36389896607692584,-0.35097605713221025,0.758625545630033
Aasdhppt,0.21530382216325883,0.05117636146342708,0.11881331158889186
Aass,-1.3676556730300684,0.5385006784679549,-1.1507138476057854
Aatf,0.3745609818575488,0.6457382281830935,0.7505583082434306
Abca1,3.4652416270364856,-0.7612924209557681,3.856081966187975
Abca13,-4.102918293760021,-0.2611008180539618,0.870036303754249
Abca2,-0.20963481665342787,-0.7233772692209435,0.09305861408479554
Abca3,-0.5028852601659928,-0.04381921121163401,-1.9671175396621132
Abca4,-0.23360245086732012,-0.43423793619035267,-1.5858139866993788
Abca5,0.8833834064542923,-0.34947465707960745,-1.3497270130261727
Abca7,-1.0463650946412528,-1.2386884255112482,-0.31038501565042953
Abca8b,-0.8730759162370725,-1.165129667376599,-0.03392586681292775
Abcb10,0.06895774935539212,0.033051278710360954,-0.4670292397367377
Abcb1a,-0.18085517688187114,2.49980509328885,-0.2100166669108523
Abcb1b,3.765263033562272,3.5504881380317306,0.8614554443501676
Abcb4,1.5634236031421638,0.6392162755324925,-0.09970490967265389
Abcb7,-0.0716671879443469,-0.30502238377327373,-0.40122591511633576
Abcb8,-0.930121511520337,-0.8518433425661227,0.15996043311584174
Abcb9,-0.9044200329826497,-0.14866066546306822,-0.3327087395779412
