gene,PANC-1,Panc02.03
ACO1,-0.03647103476853708,-0.03499312881967853
ACO2,-0.09215053299182419,-0.03338426519541926
ACOT1,-0.022548826106909114,0.2701362257936939
ACOT11,0.3666453954751592,-0.99035916357031
ACOT12,0.47871048506309943,0.0
ACOT13,0.18383438597115553,0.4711816263453219
ACOT2,-0.1931310457650044,-0.01110404932457687
ACOT4,0.25235299471821726,-0.6631539261685355
ACOT7,0.08594128713317417,0.16868610902158387
ACOT8,-0.09279940072806125,-0.2244396383299181
ACOT9,0.39371943033004975,0.0536265107340288
ACOX1,0.23585252457407968,-0.48587612944918224
ACOX2,0.12321886339030907,1.061154691657542
ACOX3,0.2254761907556837,0.11634443013260487
ACOXL,-3.421084739548899,1.1744090414912063
ACP1,0.10671449978226022,-0.38103915353640616
ACP2,0.06213463004039799,0.11998455453856405
ACP3,0.0,0.6014321585625853
ACP6,-0.4776910698866792,-0.3999622351551002
ACP7,0.12581765611108597,0.22033118537668095
ACSF2,-0.16724152275409176,-0.523015910272953
ACSF3,-0.10337532762704615,-0.10472773081053699
ACSL1,-0.3036501336432007,0.10163494017581254
ACSL3,0.48055017586979076,0.10097577275510972
ACSL4,0.08253579301457137,1.2977653213497593
ACSL5,0.5373813229895755,0.002482737168199911
ACSM1,0.0,-0.2001468576680061
ACSM3,0.04464373241082215,0.13171537716434778
ACSS1,0.07308961765436894,0.42801926717644667
ACSS2,-0.3462304619953045,0.8132488402704476
ACTA2,-0.16841827762969097,0.4228368201490482
ACTB,-0.07998782546116523,0.4113335567502414
ACTBP11,0.1456965595986735,0.2014708989418431
ACTBP2,-0.24653350963228293,0.3421450913402291
ACTBP9,-0.12034886534743905,0.32378119746181505
ACTG1,-0.01887525602400686,-0.32509345078971386
ACTG1P1,0.0079945121924192,0.07654874363727526
ACTG1P11,-0.008600201348927916,-0.3332508064351153
ACTG1P14,-0.07542359080669137,0.06813607677498901
ACTG1P20,-0.21738391321397688,0.2887659789137442
ACTL6A,-0.07199715252541683,0.21906980651505048
ACTMAP,-0.15397088193967523,0.1613798090706453
ACTN1,-0.25411245431745044,0.4771979346309543
ACTN4,-0.08991964230043514,0.3968221067415758
ACTN4P1,0.1557333950314026,0.18883421215214952
ACTR10,0.2951200948453314,-0.03878444171973783
ACTR1A,-0.30669821665259445,0.05150896424275331
ACTR1B,0.25442680937392126,-0.03525469447765417
ACTR2,0.20439175294668566,0.09532493459730063
ACTR3,0.18505304890181762,0.03798350818142282
ACTR3B,0.030202538245734267,-0.7183695005965705
ACTR3C,0.07303694638112335,-0.17034814314239877
ACTR5,0.01639743174065078,-0.07694214078773953
ACTR6,0.23899448356189268,-0.1373119802340863
ACTR8,0.023527311094924563,0.19033881827976185
ACTRT3,0.1618081552945132,0.7682428518209858
ACVR1,-0.1048047061641153,0.24580217939486015
ACVR1B,-0.05468642895886955,0.31132020044887465
ACVR2A,0.176154414694067,-0.11299493578908848
ACVR2B,0.12921415884860687,0.2208260237459445
ACVR2B-AS1,0.19804757418694996,0.021408947097821596
ACVRL1,-0.1568434150525766,0.8116075424316267
ACY3,0.13247241801189505,1.0174370176054652
ACYP1,-0.10948594966113934,-0.42876056749155467
ACYP2,0.26712376748769806,0.011282400333378018
ADA,0.6231118400664819,0.8974124920839528
ADA2,0.0,-0.9261185410056532
ADAL,0.040832057140336886,0.19531937133975852
ADAM10,0.19878994903811176,0.1934863446788011
ADAM11,0.09461217687030654,-0.051699868967370666
ADAM15,0.21823339233596428,0.2335718379970304
ADAM17,0.23885707796174582,0.8010365982253616
ADAM19,-0.9312714608736687,0.8666443334227543
ADAM21,0.003559823505228127,0.6367972562148868
ADAM22,-1.1144670774173016,0.03127841005754162
ADAM23,0.2703964840402167,-1.75953054480393
ADAM28,0.023067364112480088,-0.7466305002014753
ADAM8,1.3537772266648116,0.2879271947347597
ADAM9,0.4063185853095721,0.2826544339512651
ADAMTS1,0.1852942913548934,0.0
