,H358_RMC-Resistant_Control_3,H358_RMC-Resistant_Control_2,H358_RMC-Resistant_MUC1_Silencing_1,H358_RMC-Resistant_MUC1_Silencing_2,H358_RMC-Resistant_Control_1,H358_RMC-Resistant_MUC1_Silencing_3
1-Dec,0.043268195,0.032652855,0.04694941,0.007819817,0.092772525,0.034544464
1-Mar,4.690263071,4.79335194,6.709036865,6.19471678,4.399036032,5.753499962
1-Mar,0.007618542,0.012637195,0.056653408,0.048269934,0.008907233,0.025552401
1-Sep,0.632849754,0.852185707,0.702225767,0.507739754,0.59080255,0.667494985
10-Mar,0.0156792,0.004729024,0.009716653,0.013243752,0.00611061,0.011685928
10-Sep,4.349158327,4.012564968,5.470760269,5.003055604,4.087298347,4.97394065
11-Mar,0.0,0.0,0.0,0.0,0.0,0.0
11-Sep,17.54824767,16.17536351,21.09394526,20.32226254,15.99786534,19.15870016
12-Sep,0.0,0.0,0.0,0.006088043,0.05906393,0.0
14-Sep,0.0,0.005369808,0.005516557,0.004296218,0.002312812,0.0
2-Mar,0.267608567,0.37461689,0.398089761,0.410542625,0.375496281,0.413691769
2-Mar,0.462915751,0.451313738,0.236513314,0.353242498,0.469945376,0.331433542
2-Sep,39.48303945,38.54655346,42.5257038,42.26739175,38.78290118,39.73004241
3-Mar,1.015870206,0.984854697,3.155441766,2.9983287,0.806999894,2.779640108
3-Sep,1.321977764,1.226223722,0.55188211,0.5588196,1.362365658,0.491551627
4-Mar,1.093376148,0.987808083,6.623372156,6.301720868,0.874251205,5.985509829
4-Sep,0.283081557,0.223326322,0.053982074,0.084067171,0.237630759,0.060279733
5-Mar,4.567030303,4.610788136,4.720908209,4.495023082,4.230437456,4.226977415
5-Sep,0.006384293,0.0,0.002967755,0.006930608,0.011197465,0.0
6-Mar,11.76474102,11.20168056,12.69586662,13.14713997,12.67150782,12.52916296
6-Sep,2.910290068,2.970928991,2.747846811,2.557582421,2.878182374,2.565416763
7-Mar,13.53086005,12.16779352,14.70714003,14.19253368,12.5983287,13.41946342
7-Sep,26.22484969,25.75123595,29.15366326,31.05949413,26.83955514,28.7965809
8-Mar,0.753285178,0.689261996,0.643619845,0.678154975,0.757120878,0.627666652
8-Sep,7.77659948,7.087214505,8.103960483,8.191218184,7.540449906,7.631474137
9-Mar,0.631238448,0.645545605,0.412689314,0.507064233,0.642056393,0.528647967
9-Sep,39.24425363,37.59862759,46.85314572,48.69176291,36.56995448,45.04156377
A1BG,0.136003894,0.08915343,0.135183386,0.122136193,0.186458739,0.13480572
A1BG-AS1,0.609188949,0.663704944,0.807640515,0.775499089,0.690343929,0.810716506
A1CF,0.034402331,0.031123645,0.048659793,0.03899614,0.038471709,0.035834444
A2M,0.01878611,0.047070096,0.024178958,0.017264471,0.069271143,0.026310913
A2M-AS1,0.127349459,0.115260182,0.11520029,0.05977837,0.136834542,0.039575966
A2ML1,0.0,0.0,0.0,0.001457341,0.0,0.0
A2MP1,0.0,0.0,0.0,0.0,0.0,0.014578593
A3GALT2,0.0,0.008573699,0.052825675,0.041025585,0.055349774,0.02719933
A4GALT,2.040256333,1.841065708,2.266767376,2.582531128,1.788321865,2.148512401
A4GNT,0.0,0.0,0.0,0.0,0.0,0.0
AA06,0.0,0.0,0.0,0.0,0.0,0.0
AAAS,17.23426506,15.20378757,15.22187291,14.3278566,14.57059047,13.66236661
AACS,4.922378972,4.751656886,4.681288809,4.8281779,4.912686457,4.632132128
AACSP1,1.208579296,1.120887136,0.991685123,1.013004618,1.432262439,0.96463898
AADAC,0.0,0.0,0.0,0.0,0.006152636,0.005041056
AADACL2,0.0,0.0,0.0,0.0,0.0,0.0
AADACL2-AS1,0.0,0.007126446,0.0,0.0,0.018405601,0.0
AADACL3,0.0,0.0,0.0,0.0,0.0,0.0
AADACL4,0.0,0.004878514,0.0,0.0,0.006301476,0.0
AADACP1,0.006936186,0.018843314,0.051607606,0.052653914,0.048671504,0.073098597
AADAT,2.28143967,2.08387274,3.070578383,2.811393959,1.809021246,2.750728176
AAED1,18.813123,18.17879085,20.41412338,21.09860045,15.15390463,19.82059205
AAGAB,6.421686337,5.991699706,9.57752748,10.06444248,5.995749746,9.419545518
AAK1,2.335485215,2.22420158,3.149074431,2.851145003,2.315313844,2.726406285
AAMDC,2.61867639,2.587758545,2.727045239,3.551309902,3.019018521,3.06632866
AAMP,8.807506803,9.574517188,11.42601313,15.32358979,11.80779986,14.32824799
AANAT,0.033497337,0.043793736,0.027683771,0.052517786,0.087041372,0.082024909
AAR2,8.536868293,8.241585165,12.33723802,12.53888046,8.308834439,12.57155085
AARD,0.781955999,0.766492537,0.520578966,0.441840553,0.762893199,0.292600008
AARS,41.52739093,40.23974477,46.84682435,49.3135805,44.19981419,45.9286532
AARS2,3.309887385,3.195293888,3.766163481,3.880528913,3.454229593,3.64656644
AARSD1,0.019351146,0.011681491,0.0,0.013992175,0.007543569,0.006180011
AASDH,2.192646551,2.237043246,1.898808359,1.984963802,2.290799318,1.907687718
AASDHPPT,24.52132952,22.85065077,28.36057638,27.14026571,24.14858859,26.15183825
AASS,4.399830026,4.174638048,3.477396887,3.271116706,4.18126849,3.196911324
AATBC,0.0,0.0,0.0,0.001742601,0.0,0.001537574
AATF,9.892923756,9.283611604,18.99120222,21.20925419,10.92278887,20.07013268
AATK,0.019092778,0.03454958,0.035495006,0.059248571,0.035078165,0.040512866
ABALON,0.051488139,0.027187094,0.111705728,0.083815795,0.100345324,0.123335386
ABAT,0.321049738,0.324842668,0.141239123,0.138419633,0.297991747,0.133865421
ABCA1,2.444544543,2.187672875,4.312872823,4.155704556,2.504367217,4.021921758
ABCA10,0.006863985,0.007245229,0.025520854,0.013668499,0.005349991,0.015347832
ABCA11P,3.492806779,3.399757404,5.164137183,5.250579713,3.711154626,4.834098948
ABCA12,0.003804887,0.006884545,0.007780494,0.002479944,0.000889674,0.0051047
ABCA13,0.157440226,0.146867425,0.082098766,0.075525696,0.191234324,0.077593716
ABCA17P,0.117047299,0.062582516,0.057699346,0.052000689,0.109894499,0.076473892
ABCA2,6.31916103,5.539615914,2.50862656,2.485289147,6.051466754,2.500197451
ABCA3,0.875161668,0.673323499,0.411809725,0.397070911,0.72592698,0.386910439
ABCA4,0.013751993,0.018662727,0.006391278,0.009602901,0.00803896,0.021650209
ABCA5,0.513094471,0.457318338,0.455717781,0.459110518,0.506556004,0.426137598
ABCA6,0.0,0.0,0.001283391,0.001499564,0.0,0.002646123
ABCA7,0.580119312,0.443446324,0.567763997,0.614032365,0.608930687,0.624903324
ABCA8,0.0,0.0,0.0,0.001313717,0.0,0.001159043
ABCA9,0.00574855,0.001040202,0.002137359,0.0,0.006720885,0.003305243
ABCA9-AS1,0.0,0.054624772,0.028014174,0.0,0.0,0.028767537
ABCB1,0.002988973,0.001352211,0.005556811,0.003246259,0.001747303,0.002864244
ABCB10,3.570085457,3.760068044,4.835749847,5.131341267,3.566811604,4.83255389
ABCB11,0.0,0.002874624,0.0,0.001150402,0.001238233,0.0
ABCB4,0.0,0.0,0.003475609,0.0,0.0,0.0
ABCB5,0.0,0.000840523,0.0,0.0,0.00108617,0.000890292
ABCB6,2.974422892,3.071009233,1.831767916,2.207543731,3.55115393,1.979497325
ABCB7,5.693182476,5.628740337,6.896310322,7.311960288,5.684757111,6.905397591
ABCB8,0.870827348,0.668334744,0.747327155,0.960970942,0.823606524,0.855348022
ABCB9,1.025822564,1.002549983,0.953593764,1.161709467,1.340093252,1.037915317
ABCC1,5.022013463,4.715610482,5.898392518,5.837537075,5.161504155,5.863243629
ABCC10,0.873390122,0.953225069,1.362785765,1.374009356,1.030285692,1.372397607
ABCC11,0.035922082,0.02437672,0.029217516,0.034137402,0.027999252,0.024382998
ABCC12,0.036840018,0.044870584,0.025024791,0.044628772,0.038102078,0.020366998
ABCC13,0.0,0.0,0.0,0.0,0.0,0.0
ABCC2,0.124664586,0.135837684,0.169459612,0.117930122,0.134781769,0.11946307
ABCC3,3.638300717,3.143731625,2.455850816,2.524379635,3.301444235,2.412086959
ABCC4,19.26616676,18.11550829,14.96785477,14.37229384,17.88255807,13.65646137
ABCC5,3.243454819,2.92281134,4.16628969,4.419503774,3.2518023,3.935937275
ABCC5-AS1,0.0,0.0,0.0,0.126679449,0.0,0.0
ABCC6,0.05594557,0.054063729,0.030136351,0.021409596,0.045338696,0.014012428
ABCC6P1,0.028415243,0.012857708,0.00264169,0.0,0.013289812,0.005445609
ABCC6P2,0.222251327,0.218007215,0.206687964,0.140625458,0.259913822,0.147873519
ABCC8,0.0,0.005078055,0.00130425,0.0,0.0,0.001344561
ABCC9,0.004227816,0.002294967,0.007073509,0.002755536,0.004942847,0.001620597
ABCD1,1.651597272,1.646536703,1.175306895,1.346230581,1.655526745,1.297923567
ABCD2,0.217569678,0.209233828,0.120835119,0.101061655,0.262372488,0.144239441
ABCD3,16.70913188,16.09347802,20.48611576,19.4123762,16.00284994,18.5976694
ABCD4,3.461642899,3.245694163,2.540751146,2.780918513,3.634555745,2.687509233
ABCE1,31.0495072,30.00460586,47.63901299,44.55376762,29.00685444,41.90601972
ABCF1,2.274917953,2.185261914,3.429264182,3.861510705,2.525021953,3.691133806
ABCF2,10.03761955,9.746580073,14.64823835,16.21289608,10.24967143,14.55276077
ABCF3,7.131176755,6.41331859,9.127680604,9.86650281,7.568458778,9.130909924
ABCG1,0.517237031,0.471812787,0.079491434,0.043031069,0.499898322,0.061955169
ABCG2,0.957683054,1.001727524,0.887742138,0.866327785,0.99905154,0.84927612
ABCG4,0.039226388,0.015211736,0.022573128,0.018256526,0.028391426,0.016109541
ABCG5,0.0,0.0,0.0,0.0,0.0,0.0
ABCG8,0.0,0.0,0.0,0.0,0.0,0.0
ABHD1,0.07789042,0.075948812,0.078006696,0.038995676,0.07707511,0.057405344
ABHD10,7.386020752,6.977690569,7.878487822,7.663890822,7.430807394,7.493622218
ABHD11,4.575606423,3.522218577,6.426655562,5.989937635,4.32291375,5.9439285
ABHD11-AS1,0.614559312,0.279610874,0.25082662,0.247782298,0.26997958,0.330786739
ABHD12,24.23606624,22.62544852,26.82012494,28.93299982,22.99584794,26.69515219
ABHD12B,0.0,0.0,0.0,0.005297349,0.0,0.0
ABHD13,2.695978567,2.4530017,3.236680467,2.544708438,2.582888348,2.579523007
ABHD14A,7.722489601,8.230985183,5.01491982,4.419897732,6.494098493,4.109215504
ABHD14A-ACY1,0.0,0.0,0.0,0.0,0.0,0.0
ABHD14B,8.589655902,8.258028959,8.737727044,8.59361189,8.039450449,8.347971251
ABHD15,0.990351609,1.059486364,1.423968506,1.366876769,0.949557443,1.2732545
ABHD16A,0.766710581,0.731993679,0.752823299,0.812121653,0.69981887,0.748042113
ABHD16B,0.0,0.004216751,0.004331333,0.015164197,0.005447087,0.004463226
ABHD17A,6.825559746,5.836163346,7.163827288,7.195546479,5.955013584,7.702721719
ABHD17B,6.608633911,6.649377673,6.835274969,6.79832499,6.488344755,6.683602989
ABHD17C,3.575896881,2.936946082,6.20794948,5.267547452,2.37978444,4.944303293
ABHD18,1.405867925,1.298680436,1.476112055,1.545083629,1.325737195,1.34229558
ABHD2,6.394810407,5.861734859,11.20073038,10.72720932,6.239392404,10.44192658
ABHD3,4.727042907,4.159338914,5.222550069,4.785686466,3.733494935,4.583382481
ABHD4,10.48014368,10.05466888,9.786842509,9.712228198,9.287158156,9.098291343
ABHD5,2.852616488,2.655100104,6.246969537,5.896316923,2.817208389,5.516277404
ABHD6,2.084601487,2.211021071,3.648104311,3.87750246,2.378637783,3.431572622
ABHD8,0.526646913,0.424490357,0.307376082,0.304580808,0.368590071,0.272570449
ABI1,7.496443657,7.082498021,9.389236345,9.153978499,6.739560878,8.526399777
ABI2,12.05730333,11.48049419,10.98092552,11.62087357,12.36925856,10.71821412
ABI3,0.053254807,0.148049033,0.099028399,0.152762938,0.124542815,0.116635167
ABI3BP,0.025678262,0.046464661,0.019717375,0.025466157,0.024800402,0.006419237
ABL1,10.036394,9.735414453,13.78264187,13.75942731,10.01105636,13.5820432
ABL2,6.209130861,5.968192951,14.3648326,14.31236002,6.472248612,13.56068097
ABLIM1,15.63087077,14.81731013,13.07722917,12.89876283,15.54373508,12.29488713
ABLIM2,0.213559884,0.197144123,0.178394339,0.214706834,0.194012958,0.157634635
ABLIM3,3.393410097,3.183730607,10.55951094,10.38272009,3.365469033,9.910594234
ABO,0.059090151,0.053496579,0.014985826,0.034968104,0.006281867,0.015440658
ABR,1.84613825,1.765074599,2.51566587,2.567611973,1.781068355,2.387632771
ABRA,0.0,0.0,0.007828428,0.0,0.0,0.0
ABRACL,6.846805404,6.54582283,11.8107344,13.58048627,7.262982388,10.91045694
ABRAXAS1,5.091453955,5.198429469,3.676751594,3.41300798,4.941572866,3.274820024
ABRAXAS2,5.891633944,5.630393496,8.451268451,8.939547677,6.071743175,8.463408015
ABT1,6.336294739,6.547310763,9.865169647,10.81738488,6.027226345,10.27804466
ABTB1,0.715165748,0.531606296,0.624082454,0.724157115,0.481199561,0.692911483
ABTB2,1.79505547,1.922427213,3.853931707,3.892628473,1.856962552,3.694440994
ACAA1,3.91885805,3.890463696,4.299636037,4.766555481,4.806543977,4.645817082
ACAA2,13.00350072,13.3175076,15.5545799,15.95341634,11.68590632,14.80301956
ACACA,4.211537374,4.022120332,3.013664419,2.960180559,4.244681789,2.778749205
ACACB,0.995695092,0.907084251,0.58138543,0.665224425,1.055884289,0.606058034
ACAD10,3.461029666,3.22346131,3.245926194,3.186273346,3.601906619,3.026730126
ACAD11,0.101660534,0.112965856,0.092843472,0.100718106,0.07298413,0.083744571
ACAD8,4.30837258,4.184574428,4.692370372,5.529269772,4.682168281,5.165505883
ACAD9,5.943804224,5.702034201,7.613296613,8.286821426,6.433888955,7.95481783
ACADL,0.009432586,0.031301457,0.020462124,0.017066472,0.04411693,0.015063971
ACADM,10.41823662,9.997125196,10.74622007,11.17870034,10.47676841,9.993814658
ACADS,0.404309533,0.390348178,0.196906606,0.275834478,0.387216707,0.232441247
ACADSB,1.47126186,1.439580342,0.91512923,0.984319678,1.489916351,0.992659555
ACADVL,14.37726488,12.96681948,15.79572335,17.13065846,13.66857243,16.48533763
ACAN,0.003232666,0.0,0.007511828,0.003511592,0.0,0.004646776
ACAP1,0.087321985,0.084673491,0.084082504,0.098181769,0.08751666,0.0986143
ACAP2,8.140867687,7.718797113,11.95875288,11.25617458,8.580676271,10.6927379
ACAP3,2.174319994,1.962064115,1.778543862,1.962942889,2.178703101,1.762706098
ACAT1,19.63929982,17.92861904,21.60190248,24.28152271,20.06421391,21.48944366
ACAT2,11.72135309,11.88691751,14.22534433,14.73398105,11.95172793,13.82781314
ACBD3,12.91167875,12.64066258,15.81990145,16.77396952,12.94646522,15.51629723
ACBD3-AS1,0.046724363,0.170286966,0.0,0.150368921,0.0,0.0
ACBD4,0.440665177,0.349980477,0.161247144,0.226516922,0.619377209,0.170701766
ACBD5,2.857181606,2.996513664,4.10795654,4.141652327,3.068513891,3.933431833
ACBD6,10.44315985,10.10672666,16.67859131,17.66421703,9.678187968,15.99945113
ACBD7,2.785955951,2.807455598,2.308143713,2.086641371,2.664171024,1.897344834
ACBD7-DCLRE1CP1,0.0,0.008890895,0.0,0.06380553,0.022958204,0.0
ACCS,0.489145518,0.455456242,0.431873099,0.324684609,0.76123412,0.387770451
ACCSL,0.0,0.0,0.0,0.0,0.0,0.004334628
ACD,7.441701409,6.584088866,9.436728004,8.859258813,6.095747953,8.694719044
ACE,0.253807891,0.248673112,0.035193306,0.068534818,0.26887126,0.065843385
ACE2,0.008596923,0.003889637,0.009989742,0.023338131,0.015077373,0.008237964
ACER1,0.0,0.0,0.008083671,0.0,0.0,0.0
ACER2,0.418404387,0.410399197,0.790495659,0.732692712,0.353497806,0.664760431
ACER3,3.394785463,3.300203092,6.058884762,5.691083066,3.22288419,5.531248977
ACHE,0.060117171,0.044042478,0.093149081,0.108779014,0.087028312,0.096009016
ACIN1,17.95951219,17.06914928,19.96153178,21.82609505,19.9868225,20.55659807
ACKR1,0.576557134,0.639250996,0.251273178,0.15645584,0.455062792,0.196811007
ACKR2,0.124323111,0.07266039,0.125208489,0.104050157,0.087823402,0.099275021
ACKR3,0.535200744,0.491342827,0.600685466,0.452270654,0.496183091,0.538461235
ACKR4,0.009014058,0.008157807,0.005586842,0.00326197,0.0,0.005758262
ACLY,43.43656309,42.22218367,43.52010979,47.87045314,47.33944938,44.44120098
ACMSD,0.0,0.0,0.0,0.0,0.0,0.0
ACO1,6.627324548,6.383955822,7.069853618,7.63403306,6.323721763,6.639106673
ACO2,17.70108958,16.72146152,20.63517785,21.88918869,17.14685381,20.11428962
ACOD1,0.0,0.0,0.0,0.0,0.0,0.0
ACOT1,0.94393929,1.117149347,1.392650862,1.207212314,0.888009448,1.076203626
ACOT11,0.093647821,0.147289782,0.161676761,0.184007438,0.192918264,0.147425617
ACOT12,0.04887704,0.047928219,0.003787093,0.004420557,0.038102175,0.042929964
ACOT13,2.67035735,2.835424615,1.716454611,1.913860451,2.791197247,1.754908143
ACOT2,0.930967884,0.949092432,0.997471749,1.405013391,1.112850943,1.253512876
ACOT4,0.221844663,0.191496621,0.355009778,0.425420014,0.235291664,0.311420239
ACOT6,0.019434359,0.0,0.018079667,0.0,0.0,0.018617382
ACOT7,15.09438388,14.92587036,19.86746477,20.31381307,14.75162573,19.41201014
ACOT8,7.073840095,6.627595235,5.701318174,6.389664687,6.285512681,5.81205473
ACOT9,4.280014501,4.289051194,6.24455621,7.113423732,4.722098973,6.556955194
ACOX1,5.6361185,5.518829513,7.861517313,7.53372288,5.750320034,7.188951605
ACOX2,1.089630325,1.066821297,0.815543388,1.000540981,1.045715764,0.843801607
ACOX3,3.310672845,3.100185577,3.520679093,3.617728714,3.191908045,3.305730013
ACOXL,0.006642141,0.009017238,0.024701238,0.010815398,0.003883263,0.019093535
ACOXL-AS1,0.009465796,0.004282897,0.002199923,0.002569533,0.016601405,0.00453524
ACP1,23.21505896,22.6905883,28.81714825,32.71395247,22.84059781,29.45014792
ACP2,2.489282052,2.157160129,2.219107289,2.338879752,2.483463462,1.989324006
ACP4,0.0,0.011870123,0.0,0.0,0.0,0.0
ACP5,0.374381739,0.327940717,0.134745571,0.10922719,0.296556389,0.142717894
ACP6,4.293908309,4.18469264,4.557611448,4.594331699,4.442810433,4.114546225
ACP7,0.01294547,0.014058028,0.084243347,0.067466713,0.003027258,0.114123484
ACPP,0.031353626,0.010639039,0.0,0.0,0.016038095,0.0
ACR,0.032072205,0.005808169,0.029827015,0.006957174,0.007501523,0.0
ACRBP,0.160449461,0.090283052,0.092738009,0.070591067,0.121699849,0.07894595
ACRV1,0.086161605,0.028376327,0.094712046,0.016984628,0.045805194,0.022512448
ACSBG1,0.100260619,0.095383608,0.021509349,0.016747489,0.048093561,0.007390209
ACSBG2,0.058117946,0.047586285,0.020582979,0.027042241,0.032359121,0.042430417
ACSF2,2.214001274,2.033102335,1.500837792,1.682045236,2.20216613,1.624490418
ACSF3,1.755528302,1.804915454,1.816685537,2.073043873,1.924488151,1.900208726
ACSL1,6.811286759,6.761216496,7.142394176,7.06030576,7.228535706,6.457126726
ACSL3,15.60773155,15.49105207,12.74748699,12.04042793,15.33941707,11.48871901
ACSL4,11.90580053,11.19102528,25.15509368,24.30178921,10.6018817,22.65055092
ACSL5,3.330701575,3.095356189,2.913863219,3.045237503,3.374703285,2.867496809
ACSL6,0.042767296,0.037749413,0.057205076,0.045321369,0.043903189,0.040983346
ACSM1,0.0,0.0,0.0,0.007604802,0.0,0.003356529
ACSM2A,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2B,0.0,0.0,0.0,0.0,0.0,0.0
ACSM3,1.756350333,1.699145213,0.851823573,0.866934469,1.952613873,0.781833144
ACSM4,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5,0.053529016,0.063852737,0.07916766,0.052837917,0.105260706,0.051293376
ACSM6,0.077837629,0.092483873,0.117613893,0.031672313,0.056888459,0.027967369
ACSS1,1.380774174,1.252746708,1.033728263,1.171406691,1.319678556,1.097581363
ACSS2,4.175565908,4.052311304,2.765711617,2.894134694,4.252744057,2.506159233
ACSS3,0.0,0.0,0.0,0.0,0.0,0.0
ACTA1,0.069140037,0.057382302,0.107159781,0.093754377,0.074116768,0.1435282
ACTA2,0.209074372,0.150628288,0.142822845,0.194484176,0.184606541,0.106296501
ACTA2-AS1,0.067105641,0.060740021,0.091754445,0.055695722,0.133857069,0.124816031
ACTB,1274.91521,1193.009454,1481.104187,1540.938693,1186.856531,1456.469341
ACTBL2,0.071811689,0.007498595,0.097573624,0.092959408,0.006458883,0.129683379
ACTC1,0.006094948,0.0,0.0,0.004412409,0.0,0.003893656
ACTG1,979.3831399,924.5313154,1282.91063,1381.068151,968.046938,1251.934628
ACTG1P17,0.264328616,0.248499924,0.051994618,0.099276441,0.19616179,0.08279742
ACTG1P20,0.550512484,0.567114884,0.770424006,0.855168339,0.742982441,0.833353748
ACTG1P4,0.012262646,0.014799539,0.011401634,0.004436236,0.0,0.003916579
ACTG2,0.019966457,0.0,0.0,0.007218136,0.0,0.0
ACTL10,0.15527933,0.090096358,0.129567333,0.146923838,0.167604449,0.118265066
ACTL6A,26.86294646,27.25102486,28.93649267,31.14480094,28.7680491,29.29102024
ACTL6B,0.011009081,0.009967146,0.0,0.005971778,0.0,0.0
ACTL7A,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7B,0.0,0.0,0.0,0.0,0.014504498,0.0
ACTL8,0.008811239,0.0,0.0,0.038248172,0.005151704,0.033770347
ACTL9,0.0,0.0,0.0,0.0,0.0,0.0
ACTN1,61.21854034,56.41310194,102.7274727,101.969612,55.95021467,95.89544333
ACTN1-AS1,0.158097106,0.307523107,0.525931329,0.390207667,0.52871664,0.302749894
ACTN2,0.0,0.001297457,0.0,0.001557446,0.001676561,0.0
ACTN3,0.002273749,0.004115066,0.004227455,0.0,0.023926505,0.002178799
ACTN4,104.2112967,97.33908463,139.7844038,146.7140416,98.45821026,136.9585059
ACTR10,8.724807528,8.981918581,8.912800953,9.907729171,9.773014147,9.620501196
ACTR1A,13.36830799,13.05732711,16.18149044,15.58115403,12.8978033,14.88539899
ACTR1B,6.995746459,6.334893947,4.569271338,5.288885201,6.712593153,5.207678061
ACTR2,49.19853362,47.05611764,61.11778019,60.38135115,48.98076894,57.82197668
ACTR3,19.2674977,19.44900999,25.51042121,26.83236633,19.82692483,25.20613974
ACTR3B,4.491575887,4.463531064,4.37898972,4.538023063,4.276609003,4.142086968
ACTR3BP2,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP5,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,0.371264347,0.357620627,0.320044156,0.32078685,0.412118845,0.282508543
ACTR5,3.438099796,3.134465834,4.248168072,4.867817928,3.524949047,4.554042783
ACTR6,6.984982379,7.100869488,6.905219499,7.041508094,7.313021062,6.459765761
ACTR8,6.911755833,6.467904682,8.475174553,8.924328526,6.986954595,8.149011618
ACTRT1,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT3,0.517086265,0.43878962,1.036675897,1.008412514,0.52433804,1.037367365
ACVR1,4.615663091,4.680297407,4.544543353,4.410017893,4.693927398,3.976797092
ACVR1B,2.938069031,2.784374071,3.184857481,3.069619754,2.708716843,2.806661595
ACVR1C,0.040890779,0.04979953,0.067244021,0.076025241,0.040451477,0.06329965
ACVR2A,3.726021135,3.522915722,4.329971482,3.889589958,3.426392284,3.746641951
ACVR2B,2.251128866,2.032600115,1.452660539,1.459437034,2.117263321,1.386001177
ACVR2B-AS1,0.413100786,0.354188722,0.271439954,0.182081966,0.46486621,0.18750184
ACVRL1,0.010081559,0.007601708,0.007809584,0.001824801,0.011787132,0.004830393
ACY1,0.009975611,0.018061541,0.009275991,0.027059748,0.011665327,0.004779012
ACY3,0.178370556,0.205009493,0.114847646,0.133919315,0.096279108,0.131454874
ACYP1,3.752902499,3.244322996,4.159610435,5.556921427,3.904667603,4.942027811
ACYP2,1.564807296,1.451185791,1.981075121,2.079397815,1.314066335,1.982032963
ADA,2.921645972,2.966483374,3.128205731,2.891221858,2.963194891,2.945797121
ADA2,0.1087085,0.120217325,0.037893878,0.055753133,0.09179327,0.047745522
ADAD1,0.0,0.0,0.006546868,0.0,0.0,0.003373635
ADAD2,0.003435031,0.0,0.0,0.0,0.0,0.0
ADAL,0.917241985,0.887663954,0.953337553,0.930108642,1.020348833,0.999859342
ADAM10,18.81535276,17.55660154,21.02051429,19.89239516,17.77028623,18.65989269
ADAM11,0.421477438,0.391956421,0.396456104,0.430489006,0.410651451,0.379845577
ADAM12,0.04395036,0.029640779,0.093586807,0.07465217,0.045777891,0.068919485
ADAM15,28.18430874,27.88762975,28.78065195,29.19574069,26.32143861,27.62897122
ADAM17,12.96686334,12.27552206,14.79291243,14.37588476,12.81951484,13.39555797
ADAM18,0.001106254,0.005004393,0.005141409,0.003604821,0.0,0.0
ADAM19,4.3398641,3.997627363,8.203862308,9.081361664,4.772174609,8.636090076
ADAM1A,0.572253508,0.7117665,0.428627341,0.397516894,0.618365261,0.415808422
ADAM2,0.0,0.0,0.001271697,0.0,0.0,0.0
ADAM20,0.035934583,0.025015332,0.030837392,0.009003266,0.064640533,0.021189741
ADAM20P1,0.088140421,0.045578254,0.032775693,0.010937196,0.08244514,0.045849146
ADAM21,0.113624022,0.139742459,0.167930919,0.224572038,0.102196484,0.214961235
ADAM21P1,0.027537312,0.028485805,0.010972894,0.046966281,0.0,0.003769381
ADAM22,1.263027369,1.199088662,0.848582093,0.963851695,1.402839828,0.820736254
ADAM23,0.004656977,0.002106708,0.0,0.0,0.008167023,0.0
ADAM28,0.490234453,0.482610763,0.655576689,0.625347344,0.514955124,0.611083401
ADAM29,0.0,0.0,0.0,0.0,0.005132809,0.0
ADAM30,0.0,0.0,0.004758597,0.002778846,0.0,0.0
ADAM32,0.604488954,0.677610063,0.321970969,0.341348303,0.647325558,0.334488405
ADAM33,0.001802131,0.0,0.001675224,0.0,0.002107025,0.005180723
ADAM3A,0.0,0.0,0.0,0.0,0.0,0.0
ADAM3B,0.0,0.0,0.0,0.0,0.0,0.0
ADAM5,0.04119331,0.034413478,0.017675787,0.010319672,0.02593561,0.021254012
ADAM6,0.0,0.0,0.0,0.0,0.0,0.0
ADAM7,0.0,0.002014416,0.0,0.002417251,0.0,0.0
ADAM8,0.493731844,0.496656819,0.640444291,0.75803926,0.582649268,0.668960706
ADAM9,50.51692568,50.45511549,53.34400346,53.86588804,52.02052082,50.83212647
ADAMDEC1,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS1,1.069890802,1.160226012,0.981267377,0.963993456,1.169346664,0.982712282
ADAMTS10,0.218883341,0.1873047,0.097790541,0.106877928,0.265832844,0.099183027
ADAMTS12,6.858737331,6.466495425,9.484327436,9.206497991,7.083188229,9.077674508
ADAMTS13,0.166982251,0.153601123,0.08019551,0.066499017,0.187094338,0.084007744
ADAMTS14,0.039314089,0.054541224,0.053597621,0.03558362,0.076607063,0.045208546
ADAMTS15,0.534996182,0.547891907,0.870567022,0.891827889,0.697491298,0.888882742
ADAMTS16,0.004424112,0.001334307,0.028787035,0.040041321,0.01034503,0.022610654
ADAMTS17,0.01252795,0.003091272,0.027524494,0.029689455,0.007989258,0.025102049
ADAMTS18,0.0,0.001111241,0.004566634,0.005336134,0.0,0.005884862
ADAMTS19,0.0,0.001264888,0.001299498,0.003036748,0.0,0.001339663
ADAMTS19-AS1,0.070077538,0.025411288,0.0,0.045509143,0.032794904,0.040272218
ADAMTS2,0.021765035,0.015216133,0.007356632,0.01182091,0.011566476,0.014220815
ADAMTS20,0.018947269,0.010714165,0.011007462,0.006431243,0.0166141,0.005674007
