,H358_RMC-Resistant_Control_3,H358_RMC-Resistant_Control_2,H358_RMC-Resistant_MUC1_Silencing_1,H358_RMC-Resistant_MUC1_Silencing_2,H358_RMC-Resistant_Control_1,H358_RMC-Resistant_MUC1_Silencing_3
ADAMTS3,1.652846693,1.531609461,1.099729853,1.084201427,1.581873009,1.042756738
ADAMTS4,0.032357862,0.030819279,0.003166202,0.005548604,0.00398233,0.009791785
ADAMTS5,0.0,0.000666924,0.0,0.0,0.0,0.0
ADAMTS6,0.177187569,0.173374584,0.612241511,0.593093479,0.162121901,0.526924652
ADAMTS7,0.157198503,0.113544432,0.034381578,0.055956167,0.103478076,0.043039901
ADAMTS7P1,0.0,0.0,0.0,0.0,0.0,0.000684311
ADAMTS8,0.005572126,0.010083875,0.010359524,0.002017054,0.002171622,0.0
ADAMTS9,1.014611796,0.928632519,2.97927871,3.063652952,1.223034665,2.95365399
ADAMTS9-AS1,0.0,0.0,0.0,0.002062509,0.004441181,0.0
ADAMTS9-AS2,0.188914877,0.148401569,0.115989637,0.077381005,0.191722206,0.078554478
ADAMTSL1,1.314587876,1.229893103,1.324426923,1.227322719,1.468777512,1.156641627
ADAMTSL2,0.077350375,0.037436432,0.0501651,0.04102401,0.063095508,0.034475197
ADAMTSL3,0.022506143,0.026559046,0.019100487,0.031887267,0.037752987,0.015003409
ADAMTSL4,0.50188038,0.454113564,0.66714066,0.743091258,0.565271504,0.620404385
ADAMTSL4-AS1,0.660199026,0.673875135,1.193708214,0.896885103,0.783081144,0.997677219
ADAMTSL5,0.66544734,0.470550661,0.641181359,0.482634813,0.437860316,0.498243503
ADAP1,0.653135016,0.608603535,0.313890427,0.453708703,0.588936005,0.352702839
ADAP2,0.083763992,0.042956007,0.098638855,0.033345333,0.114264279,0.048158677
ADAR,50.90817393,48.48673499,59.22196788,59.53184848,51.67921237,56.52556305
ADARB1,7.522159334,6.806387055,10.48556086,10.58634765,7.870361736,9.694741545
ADARB2,0.0,0.0,0.0,0.0,0.0,0.0
ADARB2-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ADAT1,5.379657017,5.054848991,3.59512757,3.542720729,5.439978493,3.309062446
ADAT2,0.735832706,0.693501159,0.774915933,0.797205438,0.761582897,0.793398841
ADAT3,0.491115575,0.436187107,0.491121096,0.643538244,0.547202887,0.652574139
ADCK1,0.498249079,0.463842954,0.744494701,0.710805908,0.553470244,0.712717907
ADCK2,1.634397155,1.657329903,1.780018923,1.998674157,1.185643351,1.761042449
ADCK5,0.982193069,1.029220616,0.863966818,0.871363051,0.891163964,1.038737013
ADCY1,2.057672888,2.020178842,2.119230014,2.101230526,2.174401043,2.082359286
ADCY10,0.046708294,0.0289787,0.047138576,0.037685962,0.035886096,0.042201761
ADCY10P1,0.308545277,0.29964002,0.31984817,0.214038606,0.389073547,0.25077628
ADCY2,0.0,0.0,0.0,0.0,0.0,0.0
ADCY3,3.437424506,3.279166046,6.070894054,6.579239376,3.493142072,6.41795442
ADCY4,0.006046926,0.001823898,0.001873739,0.01313299,0.007070057,0.005794471
ADCY5,0.001158192,0.0,0.004306259,0.0,0.0,0.0
ADCY6,1.183151557,1.071540621,1.088715231,1.166279674,1.176133692,1.115560513
ADCY7,2.602877788,2.671048542,1.41294753,1.545531573,2.759114385,1.481055755
ADCY8,0.007255852,0.001641353,0.030352049,0.017729397,0.012725159,0.015644204
ADCY9,5.75711294,5.376708241,5.366787596,5.188832421,5.265375423,5.001442952
ADCYAP1,0.0,0.0,0.0,0.0,0.0,0.0
ADCYAP1R1,0.0,0.003979292,0.001022061,0.00119434,0.005142173,0.0
ADD1,27.5863138,26.46735053,27.1047542,28.9717849,28.36061406,27.26206413
ADD2,0.0,0.0,0.0,0.0,0.0,0.0
ADD3,9.804022702,9.656747572,6.419508048,6.417079601,9.924147394,6.159734838
ADD3-AS1,0.083993343,0.063384506,0.0,0.037952286,0.090045194,0.026823666
ADGB,0.0,0.0,0.0,0.0,0.003232971,0.001324915
ADGRA1,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA1-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA2,0.731534577,0.632470614,0.279597092,0.253529783,0.810257611,0.253657007
ADGRA3,10.94636179,10.28904401,12.58207591,12.87289673,10.52123968,12.03050429
ADGRB1,0.013194817,0.009550675,0.009812047,0.008598778,0.020054821,0.005057714
ADGRB2,0.850854695,0.812333675,0.460319869,0.466439706,0.939865162,0.447544199
ADGRB3,0.324434517,0.271319005,0.138170809,0.096869648,0.293174706,0.116432057
ADGRD1,0.00133041,0.003611172,0.008656658,0.018784932,0.0,0.007649402
ADGRD1-AS1,0.041792122,0.0,0.012964957,0.015078281,0.032596332,0.040028685
ADGRE1,0.016385504,0.014827523,0.030464854,0.043208664,0.030105808,0.056075787
ADGRE2,0.012306767,0.023281258,0.021838781,0.021874083,0.015696396,0.022514636
ADGRE3,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE4P,0.073637288,0.038446538,0.105320868,0.073796736,0.056296399,0.111268836
ADGRE5,5.901391635,5.924349659,5.321403368,5.524231861,6.003689974,5.222528625
ADGRF1,0.131297944,0.109073417,0.389433509,0.360418567,0.114432195,0.353440886
ADGRF2,0.118626725,0.109918649,0.049156059,0.062091681,0.157074945,0.030131184
ADGRF3,0.05224251,0.058796034,0.139761174,0.206212003,0.06107944,0.145304424
ADGRF4,0.05522295,0.03259086,0.002232048,0.005214044,0.042109516,0.027608676
ADGRF5,0.006029563,0.01309273,0.019055759,0.023576753,0.022558242,0.01502284
ADGRG1,3.60652484,3.454960916,7.582741318,7.632362332,3.450892842,7.534060234
ADGRG2,0.254487582,0.285084997,0.147849924,0.139841155,0.212527516,0.148062507
ADGRG3,0.005812164,0.0,0.002701724,0.009465025,0.010193846,0.002784658
ADGRG4,0.0,0.000648376,0.003330716,0.003892699,0.001675771,0.000686796
ADGRG5,0.007851772,0.010657185,0.0,0.008526542,0.006885191,0.0
ADGRG6,0.879486418,0.743218352,1.99028944,1.901621609,0.80660543,1.732258182
ADGRG7,0.0,0.006275931,0.010745538,0.0,0.0,0.0
ADGRL1,1.662930703,1.466480102,1.735827897,1.732956731,1.752005228,1.644329365
ADGRL2,7.173694259,7.05898838,4.27199267,3.867585118,6.894209893,3.709690738
ADGRL3,0.653361363,0.575140757,0.067532142,0.047837299,0.519957996,0.04219847
ADGRL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,0.004153708,0.0,0.0,0.00902106,0.0,0.015921133
ADGRV1,0.00943227,0.019034778,0.019556757,0.019312359,0.020357945,0.017382814
ADH1A,0.0,0.0,0.0,0.0,0.0,0.0
ADH1B,0.0,0.0,0.0,0.0,0.0,0.0
ADH1C,0.014146207,0.004268604,0.013153743,0.0,0.022056155,0.00451806
ADH4,0.0,0.0,0.0,0.0,0.0,0.0
ADH5,23.70551258,23.6486505,27.7443071,30.42381806,24.65213294,27.50672171
ADH6,0.0,0.0,0.0,0.0,0.0,0.0
ADH7,0.0,0.0,0.0,0.0,0.0,0.0
ADHFE1,0.297535392,0.183454188,0.23254655,0.299498308,0.262201142,0.252034219
ADI1,4.152523685,4.3446313,4.293666643,4.90469604,4.736678349,4.469686937
ADIG,0.0,0.02615591,0.0,0.031222985,0.01687725,0.0
ADIPOQ,0.0,0.0,0.0,0.0,0.0,0.001526582
ADIPOQ-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1,39.81560152,38.39173265,38.91648893,32.41744377,33.05179618,31.90840986
ADIPOR2,39.13544214,38.59317637,45.45025415,50.51582033,43.07127758,47.44682761
ADIRF,0.401129205,0.512734969,0.271619555,0.709628509,0.405397389,0.611129931
ADK,10.06879264,9.878835946,10.87531568,10.95128197,8.980434475,10.67815949
ADM,4.005352631,3.375427848,10.07911588,11.97337353,4.104626302,10.436122
ADM2,0.312217291,0.330987297,0.190625823,0.278871473,0.300240582,0.201816684
ADM5,0.197477309,0.216551067,0.144766608,0.181364708,0.159862308,0.120081654
ADNP,20.52947854,19.05368796,19.04458808,18.65774542,19.46225706,17.27467799
ADNP-AS1,0.954882266,1.093997895,0.870873104,1.176875196,0.810290191,1.129990088
ADNP2,6.991565446,7.017794967,8.051823149,8.265267359,7.177032711,7.734188466
ADO,6.144567165,6.031882783,8.753256023,8.955007525,5.698883262,8.461640029
ADORA1,3.230261836,3.087503313,0.902375359,0.936782474,3.189485862,0.925068939
ADORA2A,0.033696113,0.0,0.0,0.002814275,0.027275997,0.007451214
ADORA2A-AS1,0.057393432,0.073710496,0.030978593,0.022116264,0.038963454,0.030159999
ADORA2B,10.63103051,10.40478896,15.51311926,15.40321754,11.21356945,15.25445386
ADORA3,0.010279531,0.003101225,0.0,0.0,0.0,0.0
ADPGK,9.515531172,9.777498086,5.107507545,4.95547304,9.114926289,4.795012097
ADPGK-AS1,0.017007167,0.01795645,0.00790555,0.009232157,0.009942814,0.024444911
ADPRH,0.089682738,0.099595233,0.113685213,0.14608189,0.123921971,0.154298606
ADPRHL1,1.597792098,1.509184132,1.063049418,1.14956555,1.478357615,1.056942585
ADPRHL2,3.948193123,3.864982695,4.530513314,5.554706764,4.512933969,5.075465078
ADPRM,1.438037895,1.378550473,1.861687608,1.5294549,1.259609989,1.512884543
ADRA1A,0.0,0.0,0.0,0.0,0.0,0.0
ADRA1B,1.676767993,1.610070833,2.963969268,3.49869582,1.486950623,3.152582285
ADRA1D,2.168680696,1.981088965,2.002646892,1.769780644,1.660994729,1.723819265
ADRA2A,0.017365451,0.017459223,0.032285538,0.004190664,0.022559518,0.007395782
ADRA2B,0.426397783,0.517849854,0.06258753,0.034116231,0.307001697,0.064514573
ADRA2C,4.725630886,4.825791436,3.224986032,4.142554469,4.463358753,3.617598507
ADRB1,0.137132621,0.136266975,0.439953959,0.446663657,0.154053158,0.386482242
ADRB2,5.537406222,5.408954863,14.22272974,14.45057843,5.786856336,13.6543548
ADRB3,0.0,0.0,0.002729291,0.0,0.0,0.0
ADRM1,64.54879736,62.73178583,105.2996488,113.6599108,58.29369673,109.7770436
ADSL,37.46616104,36.55607764,42.1561397,45.47894103,36.72830382,41.45136374
ADSS,17.02649674,17.0361047,26.30422833,26.56081015,16.72156069,25.11498528
ADSSL1,2.86862916,2.603199587,1.884718915,1.863308862,2.763913871,1.616238426
ADTRP,0.128007908,0.131855962,0.488407614,0.546080093,0.180655385,0.528673103
AEBP1,0.0,0.003295693,0.006771579,0.009888599,0.01277549,0.003490238
AEBP2,4.544853324,4.343245084,4.763712276,4.929592132,4.846406853,4.398454679
AEN,4.881621928,4.716465928,12.33145762,14.13981022,5.126931803,12.91008909
AES,20.01219222,17.89849764,12.56961258,12.53598016,18.1283908,11.80189369
AFAP1,5.31105462,5.135995868,8.538845743,9.119816849,5.54723203,8.722773351
AFAP1-AS1,26.73194331,25.03331582,28.11475441,25.48290878,25.13162616,24.88069826
AFAP1L1,2.052056023,2.079314119,4.275727041,4.749231066,2.092267646,4.403549467
AFAP1L2,1.147171361,1.194714721,1.424864423,1.483685913,1.069937957,1.315394611
AFDN,4.009996397,3.914157688,5.028656446,5.166805371,4.049568134,4.82122777
AFDN-DT,0.041077371,0.055766687,0.041373251,0.037158001,0.128083261,0.055760355
AFF1,6.782850485,6.488322418,8.76467318,8.277843108,6.979284241,8.0963886
AFF1-AS1,0.623055716,0.681309818,0.987554784,0.839562005,0.738339697,0.793319544
AFF2,0.190544053,0.159047498,0.168130385,0.113161054,0.177618626,0.158740021
AFF3,0.01308387,0.014204578,0.037294965,0.044532626,0.040791211,0.035942801
AFF4,12.27368725,11.45451978,14.49149509,14.83331895,12.68333162,13.7996146
AFG1L,0.411405409,0.439796829,0.44366343,0.450002507,0.580281604,0.404058866
AFG3L1P,1.406392542,1.234494149,1.828536437,1.666497799,1.498924991,1.765738349
AFG3L2,15.30772738,14.46536821,18.43230726,20.44879309,17.14196983,19.43306836
AFM,0.0,0.0,0.011307913,0.0,0.0,0.0
AFMID,10.67078698,10.41169233,11.80977345,13.3493497,11.01073805,12.61768565
AFP,0.027584442,0.0,0.003663894,0.0,0.018431438,0.0
AFTPH,5.425056938,5.305378841,5.732079787,6.04235061,5.309645415,5.545987652
AGA,3.360399298,3.729382938,2.016638795,1.894122904,3.652512638,1.719707473
AGAP1,3.783646196,3.583242134,4.721530825,4.487066117,3.790532852,4.10048256
AGAP1-IT1,0.633300778,0.354851243,0.156088053,0.382564709,0.305164524,0.428094434
AGAP11,0.156882857,0.161624609,0.15706251,0.102206423,0.090304549,0.131828511
AGAP12P,0.456535019,0.277734822,0.528842313,0.430539506,0.420062514,0.315534422
AGAP2,0.017879548,0.020490429,0.03767082,0.032367011,0.013935879,0.037694006
AGAP2-AS1,2.416199876,2.187548367,3.196476249,3.311355958,2.062069241,3.346862758
AGAP3,3.634146158,3.337235143,4.178619167,4.490817395,3.384930586,4.168140798
AGAP4,0.994392518,0.863890288,0.668064303,0.820529997,1.004557151,0.820724537
AGAP5,0.96508594,0.873443119,0.873162038,0.780469029,0.920179833,0.772693797
AGAP6,1.655181665,1.48025256,1.784869707,1.630628089,1.707248359,1.618072113
AGAP7P,0.075156015,0.118295025,0.130632944,0.148982308,0.09934057,0.140898472
AGAP9,1.148005031,0.874792053,1.189997197,1.160260033,1.188046339,1.024157825
AGBL1,0.066593919,0.031042509,0.001875929,0.008765553,0.070783202,0.0
AGBL1-AS1,0.0,0.0,0.0,0.0,0.0,0.0
AGBL2,0.087915143,0.083341123,0.073942964,0.031822342,0.085658903,0.088256128
AGBL3,0.315533488,0.368478344,0.22395599,0.233824593,0.421270855,0.204296478
AGBL4,0.055648511,0.109473687,0.049483568,0.047287784,0.073552378,0.044050574
AGBL4-IT1,0.0,0.0,0.0,0.0,0.0,0.0
AGBL5,9.134451044,8.085079223,6.2122073,6.694126011,8.456175602,6.043535134
AGBL5-AS1,0.0,0.055407063,0.0,0.0,0.213513729,0.116028224
AGER,0.082131999,0.074800908,0.048160155,0.058684856,0.071532482,0.052823856
AGFG1,5.465394626,4.960112585,4.125912443,3.849867028,5.162841302,3.810916668
AGFG2,0.765973609,0.753923422,2.249738708,2.18020779,0.67032325,1.989588332
AGGF1,12.94324084,12.54315844,9.97198508,9.187299178,12.57691041,8.753432282
AGK,4.800717512,4.516823024,7.338498566,7.539719961,4.411513798,6.892317273
AGL,4.443520817,4.305938725,3.377227856,2.991058881,4.444735291,2.843420557
AGMAT,0.494957347,0.59865714,0.724984687,0.736667624,0.52225569,0.712585488
AGMO,0.487534976,0.329493374,0.167766008,0.178710494,0.336853814,0.15470873
AGO1,6.298585521,5.874949345,7.182650456,7.585415957,6.419590012,7.130173033
AGO2,8.88628496,8.178363128,13.40547325,13.33569491,9.336679617,12.65359788
AGO3,5.40739148,5.252921834,5.99605784,5.972637142,5.799484351,5.839204063
AGO4,0.473773294,0.483241229,0.341268014,0.362749891,0.511568381,0.389428102
AGPAT1,2.291482392,2.329556744,2.197318897,2.130309758,2.216079815,2.012170374
AGPAT2,6.038480942,6.279302149,10.2374947,10.13410763,6.301924633,9.946783222
AGPAT3,3.469035245,3.350334169,3.635212403,3.756180525,3.454837993,3.421791023
AGPAT4,0.81858268,0.757886413,0.843814632,0.728955928,0.815444069,0.712017864
AGPAT4-IT1,0.172922103,0.144489656,0.107190611,0.129915208,0.139989091,0.131699965
AGPAT5,9.293253537,9.536033413,14.55298599,13.93390324,9.391004308,13.42475816
AGPS,7.91561311,7.76414986,9.357219153,9.62320981,8.651889164,9.001449679
AGR2,0.0,0.0,0.0,0.010849483,0.0,0.0
AGR3,0.0,0.0,0.0,0.0,0.0,0.0
AGRN,14.43643684,13.51250807,10.15288778,10.64654038,13.6346441,10.13731476
AGRP,0.0,0.0,0.0,0.0,0.0,0.0
AGT,3.370970152,3.105339667,1.023160296,1.178406799,3.084840204,1.080554935
AGTPBP1,11.49033182,11.43882605,13.73422234,12.86764465,11.31911645,12.21428578
AGTR1,0.0,0.0,0.0,0.0,0.0,0.0
AGTR2,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP,12.91397651,12.75930114,11.68513434,10.96821079,11.5912722,11.0446445
AGXT,0.015880833,0.004792451,0.024612502,0.063176051,0.0,0.015215869
AGXT2,0.0,0.005917552,0.006078828,0.0,0.0,0.0
AHCTF1,10.41907552,9.80707056,14.44087259,14.27811458,10.30125612,13.45347332
AHCTF1P1,0.41478359,0.411831187,0.642562021,0.672784656,0.445230886,0.660151173
AHCY,17.29482351,17.41859689,16.95295589,18.80215947,17.60127011,17.12520748
AHCYL1,26.27514804,24.60922738,29.56077874,30.00533711,24.43536525,28.14782029
AHCYL2,3.422884514,3.415946868,4.278523326,4.134949507,3.345197663,4.115182723
AHDC1,6.25030825,5.924938332,6.01833637,6.534154249,6.063846813,6.082335493
AHI1,1.961261086,1.912961717,2.485560955,2.647235569,2.007775686,2.406599852
AHNAK,62.14351421,56.72199417,76.93803176,76.03507721,72.53507974,72.77296554
AHNAK2,1.611773537,1.409630262,2.486938128,2.419380343,1.753270375,2.332087235
AHR,14.52144344,13.75445831,16.4710722,13.5601122,12.51386142,13.2152515
AHRR,3.581800007,3.366469999,2.156993064,2.436528392,3.506027801,2.22986224
AHSA1,75.90511081,74.45187335,101.6587599,107.2977709,75.53204822,98.98831118
AHSA2,1.681317916,1.441464014,1.137997764,1.332829027,1.919342795,1.246394336
AHSG,0.0,0.004400892,0.004520426,0.0,0.0,0.013973845
AHSP,0.0,0.0,0.0,0.0,0.0,0.0
AICDA,0.0,0.0,0.0,0.0,0.0,0.0
AIDA,17.82557155,17.06664688,17.40230722,16.94647928,17.13283832,15.76108136
AIF1,0.0,0.002795783,0.0,0.001677927,0.0,0.002960976
AIF1L,4.371563879,3.938432937,3.865899039,4.506559424,4.426602667,4.146185848
AIFM1,7.327719657,6.941402172,9.903506105,11.01006718,7.814620103,10.29328236
AIFM2,1.116625409,1.240869684,1.350762789,1.638599566,1.360205938,1.432627413
AIFM3,0.009272199,0.002797179,0.017240649,0.013421223,0.032524996,0.03850044
AIG1,3.036634859,3.174283458,3.449195425,3.808467772,3.504847795,3.604946809
AIM2,0.022356675,0.025301289,0.088357281,0.036380695,0.019608298,0.074971072
AIMP1,19.49370524,19.16757515,24.44386345,26.55651048,19.54489217,24.33504984
AIMP2,15.3465543,15.45561267,7.985106336,7.847230459,14.44817781,6.936131
AIP,17.32527104,17.93649633,16.54017188,18.08309777,16.9019429,15.93163895
AIPL1,0.0,0.0,0.0,0.002272336,0.0,0.0
AIRE,0.0,0.0,0.0,0.0,0.0,0.0
AIRN,0.0,0.0,0.0,0.0,0.0,0.0
AJAP1,0.0,0.0,0.0,0.0,0.0,0.0
AJM1,0.349602969,0.33818339,0.372072397,0.324623941,0.276268039,0.378898912
AJUBA,13.63052224,13.56740096,16.40354592,19.12198558,15.48677927,17.86597043
AK1,7.717197596,7.448350371,7.27229896,8.894294148,7.686914516,8.235409487
AK2,22.84839029,22.09512992,28.51813828,27.2669109,20.88997723,25.96723773
AK3,8.200003777,7.445462305,12.51415073,11.89146215,7.08733916,11.37613172
AK4,13.02652537,12.57645742,14.55892393,13.60231165,13.05635281,13.12910692
AK5,0.023925221,0.046389088,0.084195031,0.046398454,0.083918621,0.063867049
AK6,4.249786901,3.865005567,6.072220574,6.27697885,4.019281512,5.628974038
AK7,0.245458465,0.320207842,0.117892264,0.142158273,0.341996577,0.105844704
AK8,0.303605367,0.247561209,0.145321121,0.205593487,0.196828236,0.132497658
AK9,0.210596814,0.196650335,0.165088967,0.12035452,0.189851801,0.155615427
AKAIN1,0.0,0.0,0.0,0.0,0.0,0.0
AKAP1,4.79781853,4.488398895,6.869004557,7.062571054,4.833457686,6.411791712
AKAP10,5.650492001,5.2329833,7.185530911,7.380981107,5.959867897,6.840632481
AKAP11,8.793695335,8.263264097,8.533708327,8.346906765,9.001624973,7.878302083
AKAP12,9.503569026,9.261227152,17.15773587,18.08123377,10.8609155,16.69243248
AKAP13,4.823679121,4.525275116,6.110049458,6.165257321,5.137743583,5.87404226
AKAP14,0.011161809,0.0,0.041540884,0.04836185,0.065283844,0.021383977
AKAP17A,0.0,0.0,0.0,0.0,0.0,0.0
AKAP2,0.002030106,0.002755055,0.005661003,0.015436014,0.009493878,0.006808992
AKAP3,0.194964793,0.166167706,0.233930531,0.228933652,0.161689451,0.221581123
AKAP4,0.0,0.002304974,0.0,0.0,0.0,0.0
AKAP5,0.244225383,0.18262168,0.140975372,0.109017364,0.198178977,0.13358297
AKAP6,0.753420267,0.695848419,0.568626376,0.520362469,0.808832178,0.501008449
AKAP7,0.139548146,0.126276391,0.127698909,0.132590195,0.178457265,0.081486379
AKAP8,3.772625357,3.481114583,5.455215962,5.99150413,3.578480277,5.737324547
AKAP8L,6.477982866,6.258071668,9.503955222,10.5498136,6.467265103,9.505487194
AKAP9,3.79535826,3.73957577,4.490427132,4.502307686,4.607716345,4.289799442
AKIP1,3.294686438,3.403249403,4.920806747,4.878954922,3.578142523,4.24465458
AKIRIN1,12.30788146,11.57269734,21.88951622,22.43709181,11.09782827,20.98917004
AKIRIN2,18.33417266,17.82032686,22.38455788,20.19935949,15.11559558,18.16491187
AKNA,0.960696541,0.717162174,0.403450142,0.418238713,0.849364493,0.423532692
AKNAD1,0.06779091,0.08672931,0.12821376,0.086300419,0.049197351,0.091839808
AKR1A1,8.115897987,8.562514609,5.645263861,6.755254313,9.735602682,6.382323089
AKR1B1,17.77900236,17.88746996,20.05899068,21.45408214,16.97568004,19.00553973
AKR1B10,7.533768882,7.382114662,2.119926212,2.15127835,7.687845054,2.417956605
AKR1B15,0.088167006,0.136161305,0.028935942,0.016881032,0.103102247,0.009938308
AKR1C1,0.26081225,0.293759026,0.207057472,0.172490251,0.223179737,0.255975719
AKR1C2,0.032194769,0.042078294,0.014963781,0.027193613,0.060644831,0.02570911
AKR1C3,2.063788488,2.116393881,1.785626818,2.173172963,2.394094509,1.946077562
AKR1C4,0.0,0.0,0.014295289,0.0,0.0,0.007362262
AKR1C6P,0.0,0.0,0.0,0.0,0.0,0.0059953
AKR1C8P,0.043882801,0.02316902,0.0,0.023815921,0.021380091,0.021024012
AKR1D1,0.0,0.0,0.018598974,0.003102832,0.0,0.0
AKR1E2,2.400269231,2.358381855,2.739984043,2.847963368,2.829641437,2.421336402
AKR7A2,6.209863161,6.514953686,5.55233763,5.713164992,6.219193126,5.512143735
AKR7A2P1,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A3,0.145748975,0.184787357,0.271114835,0.142238774,0.102274577,0.174544093
AKR7L,0.113516784,0.102739015,0.117954931,0.144971345,0.101501755,0.121568599
AKT1,21.03855827,20.0598548,20.02307777,21.59033412,20.04245428,19.98299832
AKT1S1,16.26880342,15.54833577,21.87920584,20.65919296,14.30439965,19.66260339
AKT2,10.57438891,9.994421176,12.47870122,11.25722691,9.55663359,11.06650211
AKT3,3.69249367,3.609697077,4.721936877,4.641441001,3.705173398,4.425483599
AKTIP,3.569129692,3.413360965,2.846250518,3.025997301,3.2701515,2.787308561
ALAD,3.361156871,3.006776237,2.783989012,3.062351751,2.876435818,2.561549071
ALAS1,11.90868725,11.41774492,19.01681165,18.67605685,11.05879369,16.88653204
ALAS2,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.010148635,0.033678856,0.003145137,0.022032987,0.031644369,0.022690305
ALCAM,16.48927831,15.6988323,24.68768799,23.12657278,16.10645226,22.09082946
ALDH16A1,1.721394845,1.788853592,1.219039758,1.231830311,1.622218779,1.157708512
ALDH18A1,13.82115866,13.10117587,19.06259517,19.35684456,14.1394059,18.28944882
ALDH1A1,10.8941376,10.71807368,5.243662782,5.454230523,11.29483782,4.763450136
ALDH1A2,0.007880887,0.007131144,0.003663016,0.008558142,0.002303575,0.009439848
ALDH1A3,0.166749956,0.18106673,2.282545905,2.532774823,0.270513272,2.137162097
ALDH1B1,9.708569056,9.677043144,14.45280571,14.87624199,10.35685471,13.67215328
