gene,mean_DOXminus,mean_DOXplus_MUC1kd,log2FC,p_value,padj,n_DOXminus,n_DOXplus_MUC1kd
AMIGO1,0.2381595699071691,0.19643490228839908,-0.04172466761877003,0.12175814155318858,0.2688790516928891,3,3
ZNF440,1.3380791790000561,1.2414513282745718,-0.0966278507254843,0.1218485754613015,0.26904836378641767,3,3
SCART1,0.0839081767187692,0.05006605250244722,-0.033842124216321975,0.12185589086879353,0.26904836378641767,3,3
TOPAZ1,0.004155194587675331,0.0006310476286941893,-0.003524146958981142,0.1218886812472069,0.2690974880981318,3,3
KCP,0.00845082790195601,0.005772086212363573,-0.002678741689592436,0.12196553049245645,0.2692011702787373,3,3
KIAA0232,2.4142622348561873,2.338096467765189,-0.07616576709099832,0.12195795804429782,0.2692011702787373,3,3
TMEM171,0.2238571463447432,0.33860956376709184,0.11475241742234862,0.12196728045455484,0.2692011702787373,3,3
AAED1,4.194545092780172,4.422104333737781,0.22755924095760882,0.12198765398568116,0.269216944130457,3,3
INTU,1.3426137777575737,1.2151314403639832,-0.1274823373935905,0.12199551902621147,0.269216944130457,3,3
CSF3,0.010087633775815187,0.04354274409069489,0.0334551103148797,0.12201665316550973,0.26924030789256914,3,3
CDC42BPA,2.3855877387713,2.2826684059752993,-0.10291933279600052,0.12219265648708129,0.2696053703372698,3,3
JMY,1.935216029868495,2.0049012628961185,0.06968523302762342,0.12220755605658448,0.2696107253668322,3,3
CCL28,0.6963974916403499,0.778393675834757,0.08199618419440713,0.1222162062811416,0.2696107253668322,3,3
S100PBP,2.410975996585298,2.3061014299155964,-0.10487456666970152,0.12224272889849451,0.2696459330615025,3,3
OSTM1,1.9892236477901617,2.156436571838831,0.1672129240486695,0.12231873685005006,0.26979028117401743,3,3
LINC00597,0.05692996672347251,0.018741836883483146,-0.038188129839989364,0.12250481782764437,0.2701773641040264,3,3
SIX4,2.8878264387900607,3.013307709696166,0.12548127090610528,0.12258725270175143,0.2703358143547262,3,3
STX17-AS1,0.6670086946668264,0.3534632909665698,-0.31354540370025663,0.12264947861548436,0.27044967522640445,3,3
RBM27,3.864034537772619,3.782661266516241,-0.08137327125637794,0.1226907539148808,0.27051732302116743,3,3
GMFB,3.7933607088795047,3.7114733734338405,-0.08188733544566418,0.12274864701851847,0.27062159608677255,3,3
PPP1R9B,3.2994956423543136,3.2198074862792168,-0.07968815607509683,0.12277719411458055,0.2706506368398619,3,3
CTNNA3,0.020596276249839448,0.01061147169080219,-0.009984804559037257,0.12278780472664774,0.2706506368398619,3,3
NCR3LG1,1.5638551443346724,1.461736556870428,-0.10211858746424451,0.12279362566120655,0.2706506368398619,3,3
RIPPLY3,0.01781716656719206,0.004692741548272364,-0.013124425018919694,0.12298463289771679,0.27104823522515015,3,3
C1ORF167,0.01581222716555976,0.0,-0.01581222716555976,0.1230455877422992,0.271159164700053,3,3
SYPL1,4.9813959797994665,5.132981330248437,0.15158535044897015,0.12309429652080019,0.27124309033948957,3,3
NHLRC3,1.2631344559664324,1.4362674473696948,0.17313299140326244,0.12313819670988291,0.27129299090445247,3,3
FER1L6-AS2,0.016016325500389197,0.00682671028443788,-0.009189615215951318,0.12313221996276943,0.27129299090445247,3,3
LINC01444,0.6338099120971604,0.9632523630925743,0.3294424509954139,0.12315547227209414,0.27130763687970477,3,3
BMS1P21,0.14759147949079757,0.26006918305592636,0.11247770356512879,0.123194399574996,0.27136997431620485,3,3
CDC14A,1.2398739638354912,1.1169780327699639,-0.12289593106552732,0.12326645663464803,0.27150527221477955,3,3
ZKSCAN5,2.181355113470975,2.1105540405266865,-0.07080107294428872,0.1232944740477985,0.2715435539204728,3,3
ALG3,4.842812647346755,5.122899049616902,0.2800864022701468,0.1233541666332381,0.27158129933706787,3,3
CETN4P,0.25280959896566363,0.5550025968494988,0.3021929978838352,0.12334401961592173,0.27158129933706787,3,3
UPK1A,0.2509044306555208,0.20639034141996507,-0.04451408923555575,0.12335039250463616,0.27158129933706787,3,3
CLUHP3,0.9551306634536744,0.847895652458719,-0.10723501099495536,0.12333767771975748,0.27158129933706787,3,3
DLG3-AS1,0.1302928167991327,0.031420685230530536,-0.09887213156860217,0.1233901895425932,0.2716371816698275,3,3
LOC286297,0.0006141102092531252,0.006004513577787036,0.00539040336853391,0.12343626481893112,0.27171518222796187,3,3
ARL8A,2.4718291822155334,2.2918555818146777,-0.17997360040085564,0.12346243105453802,0.2717259194723896,3,3
ARMC12,0.10066132446113192,0.07239526298567099,-0.02826606147546093,0.12346080126265122,0.2717259194723896,3,3
PDZD11,4.9807529489760975,4.827033652924199,-0.15371929605189827,0.12348068848502092,0.27174267376255296,3,3
LRRC6,0.0033525166956346625,0.011606172407257781,0.008253655711623118,0.12351331417321544,0.2717910425147697,3,3
OAS3,0.5197165048252905,0.4578101046441659,-0.06190640018112464,0.12356377931471427,0.27187865526168126,3,3
NMRAL2P,0.3803061092692839,0.12920816909768187,-0.25109794017160203,0.12360303632041011,0.2719415936557295,3,3
LOC100506082,0.4462415240581094,0.11105768010790562,-0.3351838439502038,0.12370769293903354,0.2721483958417484,3,3
SPDYE18,0.039214771913499535,0.1009933697584912,0.061778597844991665,0.12374086457953551,0.2721979139152419,3,3
ZNF396,0.1300291098337292,0.06542641229105843,-0.06460269754267077,0.12385058762764038,0.272415802253869,3,3
RFLNB,2.713731439516524,2.6578837429677757,-0.05584769654874844,0.12400297819953422,0.2727039996104161,3,3
ANKRD20A11P,0.016536283258658833,0.04771999899501373,0.031183715736354898,0.12399829540294784,0.2727039996104161,3,3
GPR153,0.677909585492276,0.8162619073110267,0.13835232181875068,0.12403564679297895,0.2727413712611235,3,3
RTL10,1.5171085509026943,1.681334690956569,0.1642261400538747,0.12404133971880461,0.2727413712611235,3,3
DHRS7,2.243375639687391,2.158788452366121,-0.08458718732127002,0.12407671347901493,0.27277216170274654,3,3
WHAMM,1.4405477460097156,1.5595609188806359,0.11901317287092028,0.12406859936880875,0.27277216170274654,3,3
DLK2,0.5594105625626438,0.6484493266085601,0.08903876404591637,0.12415927410145636,0.2728831639485129,3,3
CCNC,3.5729755983678424,3.6604045956549407,0.0874289972870983,0.12415173972692009,0.2728831639485129,3,3
TMEM17,1.1535478626503388,1.008269964398288,-0.14527789825205084,0.12413860877572223,0.2728831639485129,3,3
TMEM204,0.02792950509837463,0.04974858270778696,0.02181907760941233,0.12426162465439056,0.27308460349322333,3,3
B4GALT2,2.4956091091209243,2.3384274568312695,-0.15718165228965475,0.12431825067204334,0.2731620161091343,3,3
KIAA1551,4.516603970965767,4.64003597724209,0.12343200627632278,0.12431398633571847,0.2731620161091343,3,3
LRRTM2,0.015128629463599552,0.002024559294242104,-0.013104070169357447,0.12435664476717587,0.273222861486915,3,3
ZBTB7B,1.9992468894044124,1.8891225187369425,-0.11012437066746994,0.12439025960150608,0.27327319682506435,3,3
C6ORF163,0.5078585281436342,0.4040870351623309,-0.10377149298130328,0.12444699018038484,0.2733272619224696,3,3
CXXC5,4.347894862362037,4.167549756782693,-0.18034510557934436,0.12444524353277288,0.2733272619224696,3,3
TULP3,4.616690415002947,4.426555353900182,-0.19013506110276523,0.12444152423197592,0.2733272619224696,3,3
MCTS1,1.993056825560523,2.1061265581955877,0.1130697326350647,0.12461801239280777,0.27367933760870583,3,3
FAM89A,2.753833930492957,2.635620199032326,-0.11821373146063108,0.12463877915453717,0.2736984743700011,3,3
SLC35G2,0.4846429854629428,0.6343345618258152,0.14969157636287234,0.12464974392266474,0.2736984743700011,3,3
PLSCR1,2.873167051578434,3.0318806200176804,0.15871356843924644,0.12465889068865571,0.2736984743700011,3,3
SQLE,4.9444457640684645,4.862131358031043,-0.08231440603742168,0.12478240747631003,0.27394610406391834,3,3
BAMBI,1.2176506782262049,1.475906142106851,0.258255463880646,0.12487024783908461,0.27411537422273213,3,3
DNAJC14,2.6942874021012106,2.835606805581398,0.14131940348018723,0.1248883158644226,0.27413146409174377,3,3
EEF2K,1.9139409751613756,1.7642186507706796,-0.149722324390696,0.12494985743546544,0.27421939138691215,3,3
AMN1,1.7295841722743288,1.8985743445487844,0.16899017227445556,0.1249441004766373,0.27421939138691215,3,3
IL17RB,0.5681048318307357,0.4631560447842648,-0.10494878704647087,0.12509054706672246,0.2745045547596743,3,3
SNX17,3.391689413578099,3.650324210471661,0.25863479689356206,0.125300311066132,0.2749412361093534,3,3
PPP4R1,4.078166626206609,4.1960358502673705,0.11786922406076172,0.12532084240982375,0.27496265277507353,3,3
FAM41C,0.0021236782703355785,0.01582429415050488,0.0137006158801693,0.12539440942456218,0.27502951145203397,3,3
KRT84,0.022613318420165136,0.007823705689038587,-0.014789612731126549,0.1253930919256895,0.27502951145203397,3,3
KRT36,0.02915530277322873,0.0,-0.02915530277322873,0.12538328878107802,0.27502951145203397,3,3
AQP6,0.010773031715271194,0.0,-0.010773031715271194,0.12539219137730118,0.27502951145203397,3,3
C11ORF80,1.4196318085722854,1.309966290242379,-0.10966551832990645,0.12551495532508092,0.27514866269635346,3,3
SYN1,0.2116632679434373,0.30924602247690536,0.09758275453346807,0.12548753444770655,0.27514866269635346,3,3
DIS3L2,1.651823710013754,1.7339082007012958,0.08208449068754176,0.1255099631380901,0.27514866269635346,3,3
TAPT1-AS1,1.1455524033114737,0.9825146881267163,-0.1630377151847574,0.12549429095421408,0.27514866269635346,3,3
P3H2-AS1,0.7892361161198931,0.5701012815659238,-0.21913483455396932,0.12547290963105912,0.27514866269635346,3,3
ST8SIA6,0.00529161253756667,0.008944072882465166,0.0036524603448984958,0.1254694156359294,0.27514866269635346,3,3
SERPINB9P1,0.8824348580170461,0.7775922054950225,-0.10484265252202363,0.12552418230028722,0.27514866269635346,3,3
FLG-AS1,0.0509888831270072,0.015435413790005575,-0.035553469337001625,0.1255547769060389,0.275192096235714,3,3
ALMS1P1,0.14737651064561505,0.07087673367095806,-0.07649977697465699,0.12572169156279073,0.2755198987932346,3,3
RDH5,0.1472153806149946,0.07014766521312162,-0.07706771540187297,0.12572592059865206,0.2755198987932346,3,3
ID2-AS1,0.266566814887564,0.14232973714443575,-0.12423707774312825,0.12579446001366626,0.2756464356419633,3,3
C4ORF33,0.9176011068649874,0.8136429309032017,-0.10395817596178569,0.12582690239792563,0.27569386013340014,3,3
LINC02102,0.06281520325350907,0.00891032198965048,-0.053904881263858596,0.12586391120452214,0.27575128091564033,3,3
PCDHAC1,0.49483297219388883,0.6222865944858816,0.1274536222919928,0.12592664864174066,0.2758413837760731,3,3
LOC101927895,0.46748665406265294,0.6285282423287973,0.1610415882661444,0.12591991828120488,0.2758413837760731,3,3
CFAP221,0.056473454481380504,0.029688145039779942,-0.026785309441600562,0.1259533828359469,0.2758762725899659,3,3
IRF2BP1,2.608939654091726,2.6762723448475385,0.0673326907558125,0.12609872147335008,0.27617091298658897,3,3
METRN,2.6756290199742825,2.4450908898356403,-0.23053813013864222,0.12622293149836314,0.27641923267480606,3,3
SLC24A3,0.12617633255799696,0.07431593273314839,-0.051860399824848566,0.12623789310967712,0.27642828403704217,3,3
GPR75,1.2939859419397663,1.0966242847018493,-0.1973616572379171,0.12631692471136777,0.27657761849487916,3,3
RAC3,2.801946167382333,2.595070950704764,-0.20687521667756892,0.12633067895797775,0.27658401135842675,3,3
TCEAL7,0.4486861963284136,0.3012382968577813,-0.1474478994706323,0.12639770943930065,0.27670703426519744,3,3
CDK10,2.392440463937768,2.3003780093364354,-0.09206245460133244,0.1264934162622504,0.27689280829555213,3,3
OR7E47P,0.0017480881912044792,0.01333591098177376,0.011587822790569281,0.12652849320261916,0.27692210000655537,3,3
COPS7A,3.2865553495105146,3.429308987456833,0.14275363794631835,0.12652812998296506,0.27692210000655537,3,3
IMPG2,0.058018845863106926,0.022511350241902397,-0.03550749562120453,0.12661544066385536,0.2770011936768139,3,3
C3ORF35,0.12340250309741634,0.0860259526117058,-0.037376550485710536,0.12657780404696298,0.2770011936768139,3,3
SDF4,4.742897527751463,4.607892895466769,-0.13500463228469428,0.1265964051802076,0.2770011936768139,3,3
KLHDC7A,0.04948914746467162,0.03519095674406273,-0.014298190720608887,0.1266226527563757,0.2770011936768139,3,3
LOC105378828,0.2937983230327143,0.3665518337879856,0.07275351075527131,0.1266058874969495,0.2770011936768139,3,3
KCNC4,0.3503793165007843,0.45408254431014,0.1037032278093557,0.12664058803674771,0.2770011936768139,3,3
GDF11,1.437219276272349,1.32407180361692,-0.11314747265542913,0.12663596495065516,0.2770011936768139,3,3
ACO1,2.8960493308699675,3.0186603528709917,0.12261102200102414,0.12666408821451566,0.27702885914497566,3,3
RHOA,7.218463654857929,7.3501569611079445,0.13169330625001585,0.12669430718441765,0.277071213381634,3,3
HEXB,5.261729297459459,5.10750959104792,-0.15421970641153848,0.12678848940521104,0.27725343134625896,3,3
LOC105371592,1.0739624382952913,0.8090831969919879,-0.2648792413033033,0.12701072985862327,0.27770174692152166,3,3
PTGER2,0.6571512742229885,0.7743762353810668,0.11722496115807834,0.12702613987788344,0.27770174692152166,3,3
C2ORF72,0.2227763494495245,0.13672013596931906,-0.08605621348020545,0.12701648909202615,0.27770174692152166,3,3
SCOC,3.664271890579901,3.451357670041286,-0.21291422053861542,0.1271070697384651,0.2778548789419025,3,3
MRC1,0.0020179520740424943,0.004761932700487668,0.0027439806264451735,0.12713416778240902,0.27786652698196385,3,3
FAM95C,0.1493959133361128,0.1831760279984064,0.03378011466229361,0.1271311233395306,0.27786652698196385,3,3
EP300-AS1,0.28587165330493064,0.17160314702611498,-0.11426850627881566,0.1271603950222964,0.27790005685550745,3,3
HIPK1-AS1,0.21265120836615714,0.14777421276131467,-0.06487699560484247,0.12720546159873453,0.27797474950286727,3,3
SF3B6,6.925449803072861,7.035573669476416,0.11012386640355487,0.12723077922245735,0.2780062768116829,3,3
FBXW10,0.12571712501441926,0.1561094877578643,0.030392362743445034,0.12725019236995863,0.2780248982215255,3,3
LINC00504,0.08738534108558972,0.05480300972678664,-0.032582331358803084,0.12730812505512426,0.2781276693544897,3,3
LINC00933,0.00962857080091213,0.01845157370619098,0.00882300290527885,0.12734951825368596,0.27819429248503297,3,3
ZWILCH,3.86939797255496,3.949978441394198,0.08058046883923797,0.12737633426567377,0.2782290631585625,3,3
EEF1AKMT2,1.4591271958655803,1.6291773311236177,0.17005013525803747,0.1274218877219055,0.2782809436020877,3,3
MUC5B,0.009430691507412277,0.004448301852564586,-0.004982389654847691,0.12741806234197506,0.2782809436020877,3,3
BST1,0.16858945969487504,0.24039225329453115,0.0718027935996561,0.12745602490540117,0.27833168552481447,3,3
LIFR-AS1,0.32183490893845085,0.2637485159206105,-0.058086393017840354,0.12754044146631818,0.2784922068045651,3,3
TMEM45B,0.8150516352106445,0.7058509639790621,-0.10920067123158239,0.12755336321221722,0.27849660075962035,3,3
HINT2,4.09594782142235,4.213286965607236,0.11733914418488567,0.12765522560796402,0.2786951679911148,3,3
SMARCA1,3.1293741926964613,3.0192429009072868,-0.11013129178917458,0.127687645772985,0.2787421088842792,3,3
TBX18,0.27653668422075334,0.34694340873067503,0.07040672450992169,0.12770754741436033,0.2787430387618264,3,3
C1ORF50,2.7739904989836877,2.9696831175939367,0.195692618610249,0.12770990995606085,0.2787430387618264,3,3
CERS6,4.758724038650098,4.946103219884584,0.18737918123448605,0.12778262087843267,0.27885405588858175,3,3
TAOK1,3.6283001660304754,3.5360470627099,-0.09225310332057557,0.12778238012915583,0.27885405588858175,3,3
UCP3,0.33747997165352434,0.40926416017934025,0.07178418852581592,0.127796510596501,0.2788605284646104,3,3
ANXA8,0.1010582713023122,0.14114914755022998,0.04009087624791778,0.1278868778107527,0.2790178022341733,3,3
LRRN4,0.1054132412274208,0.05340726386712629,-0.052005977360294504,0.12789044593944146,0.2790178022341733,3,3
HTR2B,0.008952462993975462,0.04539927691893985,0.03644681392496439,0.1279023851957626,0.27902000421102613,3,3
DYDC2,0.028169946273737683,0.05244856615115068,0.024278619877412994,0.1279373913255302,0.27907252206768646,3,3
LOC100996664,0.011553973442990776,0.05625232700965916,0.04469835356666838,0.12801499784818599,0.2792000591384034,3,3
MPC1,3.070980515452746,3.3447340186753958,0.2737535032226499,0.12801773316417314,0.2792000591384034,3,3
OSGEPL1,2.149646403956857,2.045441324520446,-0.10420507943641111,0.12802979637482184,0.2792025151081883,3,3
HEY2,0.2927700864279777,0.4145387268883851,0.12176864046040742,0.12806608684097948,0.27925780002362044,3,3
LOC100506747,0.02676828014705129,0.062038059425794045,0.03526977927874275,0.12814388659929865,0.279355861409641,3,3
NFKBIA,4.700603881378238,4.519198509214369,-0.18140537216386932,0.12813110584956394,0.279355861409641,3,3
KDM4A-AS1,1.3863905982801115,1.2962288425508466,-0.09016175572926488,0.12813815876878426,0.279355861409641,3,3
ERI2,2.651847371114501,2.7890312923016496,0.13718392118714862,0.12816495805359454,0.27937793947503725,3,3
FAM83A,0.021955474178625378,0.014024250059802457,-0.00793122411882292,0.12821416827532123,0.27946134628862707,3,3
PSMA1,5.31949355233341,5.407149675931749,0.08765612359833952,0.12824887474042232,0.27951312852160004,3,3
LOC101928098,0.004815054312288358,0.06944327898440682,0.06462822467211846,0.12828910770483068,0.2795578044197875,3,3
CCDC116,0.12991729822487105,0.09477875491746458,-0.03513854330740647,0.12829825337214282,0.2795578044197875,3,3
LINC01039,0.043747808734637274,0.02266190261539637,-0.021085906119240903,0.12830222644085829,0.2795578044197875,3,3
TNFRSF10B,4.091854191452936,4.158995683293591,0.06714149184065477,0.12838991917456344,0.2797250027044683,3,3
TP53,1.0247070024201859,0.9200224851780798,-0.10468451724210603,0.12843923729977647,0.27980857226392675,3,3
ROBO2,0.057653272230888675,0.033625791841614634,-0.02402748038927404,0.12847101824330276,0.27985392556660404,3,3
LOC100287015,0.4002849711126328,0.550069405972944,0.14978443486031118,0.128483256789594,0.2798567047205423,3,3
GRASP,0.20775248875456173,0.09894577044929954,-0.10880671830526219,0.12855145490725245,0.279981361732987,3,3
TF,0.08840985196562245,0.12228286933968346,0.03387301737406101,0.12859644281127422,0.2800315612118236,3,3
DYNAP,0.1600423950785278,0.2514938534907947,0.09145145841226693,0.1285903990869523,0.2800315612118236,3,3
ZNF322,1.5009260625641325,1.3893352872609732,-0.1115907753031593,0.1286950995328679,0.28019859282516435,3,3
C8ORF87,0.27822156814889243,0.012011642591712605,-0.2662099255571798,0.12869497107272754,0.28019859282516435,3,3
NLRX1,0.6016247386545006,0.672561298464708,0.07093655981020741,0.12872452429136225,0.28023875627749406,3,3
TBX20,0.020701350278786484,0.040373734283005384,0.0196723840042189,0.1288423331260112,0.2804713123595816,3,3
ZNF302,2.406181541652748,2.3741744121997033,-0.03200712945304485,0.12897186141609626,0.28070540354933116,3,3
LOC100128885,0.5340476228314414,0.4453636147091875,-0.08868400812225385,0.1289618556930009,0.28070540354933116,3,3
FZD8,0.03417304457407741,0.06292469235867108,0.028751647784593673,0.12906358700442527,0.2808810954005941,3,3
LOC101928143,0.17483797602907739,0.38328697049563537,0.20844899446655799,0.12914228490598464,0.2810284075594558,3,3
NXN,3.8885726400363474,3.7664154541547687,-0.12215718588157864,0.12916588925129205,0.2810558149341104,3,3
NFYC-AS1,0.5917334306844948,0.49153909197408474,-0.10019433871041006,0.1292095141706365,0.28112677727333235,3,3
FNDC4,0.30632657047372763,0.1714085517486814,-0.13491801872504625,0.1292521554281715,0.28119558750386586,3,3
TRIM2,2.4938465596695236,2.4103074663907837,-0.08353909327873987,0.1292886926875389,0.2812511075353637,3,3
GEMIN2,3.740836841862503,3.8800693224973855,0.13923248063488236,0.12931611305617785,0.2812867871590072,3,3
CAMK2N2,0.9188112178945832,1.1106628541227979,0.19185163622821466,0.12935493715322538,0.2813472638363753,3,3
WDR19,1.8544269896304089,1.7429337992922302,-0.11149319033817862,0.12938388123681074,0.28138624298971754,3,3
MICB-DT,0.004044843239782818,0.008590310458836455,0.004545467219053637,0.12966733259242744,0.28195465642414713,3,3
LYPD2,0.08918852129929156,0.010176857445644082,-0.07901166385364747,0.12966702048738418,0.28195465642414713,3,3
MYADM,4.322921349623774,4.573667243305983,0.25074589368220845,0.12981611156855227,0.2822541262347332,3,3
A2M-AS1,0.17177913695160388,0.09902020485204643,-0.07275893209955744,0.12984657879056072,0.2822963262958128,3,3
UPF3B,3.0555746714884715,3.22602059734294,0.1704459258544686,0.12993320786395757,0.2824606089032708,3,3
RIC8B,1.8180884875481065,1.9112136547614498,0.0931251672133433,0.13002210684084653,0.2826297976356548,3,3
PKN2-AS1,0.11604293186774316,0.15773899715330808,0.04169606528556492,0.13006307144144316,0.2826713023761412,3,3
DKKL1,0.20912980327699435,0.1056567414096452,-0.10347306186734914,0.130063346823494,0.2826713023761412,3,3
FTSJ1,3.9379885444589413,4.0611513612596815,0.12316281680074015,0.1301038369606726,0.2827111635965313,3,3
KIAA2026,2.326263738739137,2.1872260122380243,-0.13903772650111268,0.13009878687521467,0.2827111635965313,3,3
HSPB1,7.8553222176043365,7.687829450584694,-0.16749276701964266,0.13012254020302966,0.28272773906740495,3,3
SECISBP2,3.50286500067207,3.6349695374662865,0.13210453679421663,0.13017123599698208,0.2828094734068901,3,3
VPS8,1.8067487516857554,1.8846963203445781,0.07794756865882269,0.1302333077287185,0.28290512136103196,3,3
CTDSPL2,3.28923623286545,3.1866199322877997,-0.10261630057765014,0.13023742503270322,0.28290512136103196,3,3
ADNP,4.369643509552363,4.271313635384713,-0.09832987416764993,0.13028871972814313,0.2829924646660459,3,3
SGSM1,0.10553493340551613,0.12995885496875467,0.02442392156323854,0.13036807229378897,0.28314073077385105,3,3
LRRC2,0.003537786011972859,0.011384765158868396,0.007846979146895536,0.130386578854007,0.28315683411187503,3,3
LOC101928100,0.2645687896686047,0.08263787088250756,-0.18193091878609713,0.13047043760388066,0.2833148461340478,3,3
FRG1HP,0.573152200539972,0.4511737295804794,-0.12197847095949255,0.13050657647703123,0.28336921700311757,3,3
ANKRD27,3.07478591100779,2.994447768403031,-0.08033814260475891,0.1305770704910454,0.283498167672683,3,3
FUT3,0.00168802639116287,0.015846654899995236,0.014158628508832366,0.13064082526129875,0.2836124659639795,3,3
FAM167B,0.045019113503585395,0.06283488243721859,0.017815768933633194,0.13078393076486775,0.28389899528618573,3,3
KDM4D,1.3892780204457627,1.2452187638690095,-0.14405925657675311,0.1308794715941968,0.2840822337264396,3,3
PTK6,0.050481191443105235,0.1052148062016811,0.05473361475857586,0.13098494121247067,0.28428699024587245,3,3
HIST1H4K,7.44997807764467,7.078959913339424,-0.37101816430524615,0.13103709466111438,0.28437600548405406,3,3
GBAT2,2.4541171589522714,2.0533133737334284,-0.4008037852188431,0.13109746334572767,0.28448283273459163,3,3
TMEM147-AS1,1.9992822372299877,2.1765412340066845,0.17725899677669688,0.1311395454234679,0.28454996307439767,3,3
DUSP15,0.04855086889840646,0.018816126498529522,-0.029734742399876935,0.13120964623192716,0.28464279180276303,3,3
MLYCD,0.8907522466207141,0.7427916549386833,-0.1479605916820308,0.13121577773170304,0.28464279180276303,3,3
SNX2,2.6323817920774872,2.529479066614762,-0.10290272546272528,0.13120170582580906,0.28464279180276303,3,3
PLB1,0.06947443392937536,0.11292403349349789,0.04344959956412253,0.1314137188648631,0.28503655228004815,3,3
CBLL1,3.5159921883533447,3.745732634731882,0.2297404463785373,0.13141962630586676,0.28503655228004815,3,3
SORBS1,0.6522974315529331,0.6138025430385848,-0.038494888514348236,0.13143535715213786,0.28504645292496605,3,3
FSIP1,0.10878474544976692,0.1743585723095964,0.06557382685982947,0.13152645860934514,0.28519556913100846,3,3
SENP3-EIF4A1,0.026573545802751952,0.010427257457972414,-0.01614628834477954,0.13152083529915123,0.28519556913100846,3,3
LINC01715,0.9469001435803674,1.156230405717048,0.2093302621366806,0.1315902017056694,0.2853095523307566,3,3
PLK4,3.0078518306271946,2.886926717726652,-0.12092511290054242,0.13167037803362588,0.28545914313735893,3,3
GOLPH3,5.292177625505765,5.11221869662779,-0.1799589288779755,0.13170031416394423,0.2854997978920829,3,3
RGPD4,0.06077587277860033,0.08671512393706461,0.02593925115846428,0.13174292335461918,0.2855679160564421,3,3
OCIAD1,5.021755163967211,4.863129909727667,-0.15862525423954388,0.13176131122153203,0.285583524610568,3,3
FOXP3,0.23501278138458845,0.16554906714188836,-0.06946371424270009,0.1318257248051173,0.2856988796014122,3,3
LMOD1,0.0,0.01100783225913527,0.01100783225913527,0.13184292632775393,0.28571190350550957,3,3
GACAT2,0.06509184976414628,0.1338974354882416,0.06880558572409531,0.13187817504787533,0.2857524049018959,3,3
EGFLAM,0.004649639654328016,0.0006160270213861625,-0.004033612632941853,0.13188400323386626,0.2857524049018959,3,3
PCDH15,0.0007800274722659849,0.0025848944423812847,0.0018048669701152997,0.13190852079628587,0.2857812712286842,3,3
RASD2,0.3580033533876974,0.20185900718231312,-0.15614434620538428,0.13197419978633398,0.2858993017774554,3,3
MCAM,4.700608399575586,4.773836216452423,0.07322781687683744,0.13200689627400303,0.2859458674656554,3,3
SIRT5,1.3390157346781286,1.280775673410303,-0.05824006126782555,0.13207088236248887,0.28601166312772447,3,3
HSF5,0.011812665578836758,0.0,-0.011812665578836758,0.1320533456798162,0.28601166312772447,3,3
KCNAB3,0.26026477659069874,0.16215325301155245,-0.09811152357914629,0.13206001047335036,0.28601166312772447,3,3
MYCBPAP,0.035648896175801324,0.023223283233344067,-0.012425612942457257,0.13211231504585472,0.2860745639390819,3,3
TGFB1I1,2.77537775709229,2.629686158687313,-0.14569159840497692,0.13212234052184957,0.2860745639390819,3,3
TEX15,2.7963685016129047,2.676139483715462,-0.12022901789744278,0.13213546977750348,0.2860787272055049,3,3
RNF5P1,0.47481198362678606,0.32796802134139785,-0.1468439622853882,0.13218271259011904,0.28615674075649244,3,3
LINC00898,0.04389237361874928,0.01362737123928197,-0.03026500237946731,0.13219794123835818,0.28616544084904666,3,3
NEBL-AS1,0.2516874850394238,0.13487863519869556,-0.11680884984072823,0.13243792523434017,0.28666062026303507,3,3
CHRAC1,4.677017641530699,4.461073176166565,-0.21594446536413425,0.13247381968931599,0.2867140033089325,3,3
HAPLN3,0.4333881741887167,0.5369821171215655,0.10359394293284879,0.13252420125264094,0.2867983694680793,3,3
LOC441666,1.2972407062082405,1.440630192118068,0.14338948590982747,0.13253526968877044,0.2867983694680793,3,3
NAIF1,1.4818630949451925,1.611549650459849,0.12968655551465647,0.1325681728947531,0.2868452549294166,3,3
HMGN3,4.629522785630599,4.525501432963704,-0.10402135266689516,0.1326156712741438,0.28692371016919593,3,3
CNOT4,2.7963857451997227,3.0180753565649296,0.22168961136520693,0.13283927659270292,0.28738314007275595,3,3
MMP13,0.11950008050148908,0.22469243270467124,0.10519235220318215,0.132909479047935,0.28751065004115617,3,3
SURF4,5.935657675788389,6.029745358266601,0.09408768247821264,0.13293233778065763,0.287535732830421,3,3
HELB,1.5332502578102032,1.4328624095411138,-0.10038784826908942,0.13295452761459664,0.2875593646484303,3,3
NTHL1,2.35481527637028,2.5491273914845936,0.19431211511431368,0.13317802412036175,0.28799843562274363,3,3
TANK,3.2307853174515784,3.3445916484802574,0.11380633102867899,0.13318411300604124,0.28799843562274363,3,3
TGIF2,2.8996733752397668,2.950182736686029,0.05050936144626217,0.13319137930750985,0.28799843562274363,3,3
MED20,3.420270509428807,3.5735314436803587,0.15326093425155163,0.1332384072436696,0.2880574924992188,3,3
CCNB1,6.7195842155473775,6.6496705954872555,-0.06991362006012203,0.13324125945748885,0.2880574924992188,3,3
NEIL3,3.051354325028619,3.1566848525953746,0.10533052756675554,0.13325889351011477,0.28807121970752897,3,3
GRIN2B,0.0034915098351991918,0.0011845163860083276,-0.0023069934491908644,0.13337350043794982,0.2882945570855193,3,3
ANKS6,2.0819438527827283,2.1674932245326697,0.08554937174994137,0.13346316420230314,0.28846394511526496,3,3
