gene,jq1_log2FC,reversed
B3GALT5,0.0,0
CCDC152,-0.19555540761127488,0
MAGEA12,0.19474880347821572,1
ISPD,-1.742271673013549,0
RBMS3-AS3,-1.498025195363859,0
SLIT3,-1.3978288308143467,0
FRMD6,-0.04696682636861382,0
FAM107B,0.06041338712756872,1
MICALCL,-0.9694573158206524,0
ZNF214,-1.4324327685837996,0
LAT2,-1.7663318225640747,0
LINC00638,0.1529772583237854,1
ELOVL2,-0.7914107551577487,0
LOC284950,-0.8621412708080005,0
LOC389332,-0.19542782549533888,0
LIF,-2.6869223476903077,0
LOC100507002,-1.150568272298091,0
KL,-1.4408838518479337,0
LOC101927692,-1.000228411164881,0
MANSC1,-1.1028935297918707,0
S100A4,-0.15179547133883098,0
ZEB2,-2.1259310486407874,0
ABCG2,-1.5955413683966082,0
ADGRF1,0.0,0
GALNT5,-0.33354057686600574,0
PPARG,-0.5625230839129394,0
BMP4,0.0,0
SCG2,-2.6049493774847745,0
MAGEA9,1.1944075526235554,1
MOSPD1,-0.25550162084465455,0
SLC25A42,-0.7293440497564916,0
ACTR3C,-0.7578122719423024,0
HMX2,-1.3145216005462235,0
RGS3,-1.4707146269187774,0
LONRF3,-0.7930230753293008,0
ADAM22,0.46770870676877685,1
TXNIP,1.761008867899431,1
LINC00704,0.0,0
GPR173,-2.1080714636651066,0
SLC18B1,-1.6452861913064374,0
AMIGO2,-1.3466286747580565,0
PLEK2,-0.29871902619113655,0
HPSE,-0.9595483081094534,0
FAM27B,-1.1228341623245806,0
CLMP,-3.0518184042163217,0
LINC00341,-2.892329754722413,0
ZNF519,-0.275476706610263,0
ZNF619,0.5098568272174147,1
AQP3,-0.3190581926032916,0
LINC01305,-1.0004636551561836,0
THRB,-2.161314805527244,0
FAM196B,-3.4562273769819054,0
XIRP2,0.0,0
FGFBP1,0.0,0
FEZ2,-0.5584070033971873,0
CYP39A1,1.364824984384505e-05,1
SSTR5,-2.916235318938935,0
CCDC80,1.4216427652351138,1
KAT2B,0.48085443600622213,1
HOXA3,-0.7865677161549671,0
SNCB,-0.2348204354513559,0
LOC102724312,-1.2939790175531325,0
XKRX,-0.862012070039271,0
NRP1,-1.2834300882523504,0
CD34,-1.3904236331599085,0
BEST4,-1.1953110258111632,0
MGST1,0.07413566631982027,1
ETV4,-2.2873532359883795,0
ZNF22,0.6940292630739648,1
CD69,-0.6670093897959031,0
CIRBP,1.8565340592747628,1
VGLL3,-0.19568550738477475,0
SOX4,-0.8339622462263812,0
SHC3,1.302301109681698,1
SIGLEC15,-0.5283690492484358,0
WNT16,0.0,0
CPEB2,-0.6607721030910527,0
CTSH,-1.421758809787005,0
TM4SF4,-0.5281807780128723,0
HPGD,-1.0791480032952514,0
KPNA7,-1.8772049616827118,0
LINC00959,0.6904601479224,1
ABCA10,-0.6668446039817439,0
DAB2,-1.1701040972264884,0
TRDMT1,-0.2868848177654364,0
CLVS2,-1.3884987636730641,0
CAV1,-0.5402114840561154,0
CDC42EP3,-0.16998367854139573,0
PRKG1,5.13701221930285e-05,1
GPX7,-0.4104498190135599,0
SUCLG2-AS1,-0.7973987785676684,0
LINC01444,-0.5274073474475052,0
TCF4,-2.633186569969854,0
MAN1B1-AS1,1.1427000433521592,1
SOCS6,-0.8686110180385711,0
CARD6,-2.88509677539587,0
CREB3L3,-1.0449558647945603,0
PPP2R2B,-1.2860035733112585,0
BDH2,-1.4513112626873816,0
MACROD1,0.11131808060333537,1
PALM3,-1.5979803779251318,0
SLC22A18AS,-2.105854992929058,0
GSTO2,-2.50034867387852,0
ELMOD1,-0.43620661209327816,0
AGMAT,-0.8478139544968908,0
ZMIZ1-AS1,-1.2502621268872842,0
MRGPRF,-2.0768079659437984,0
L3MBTL3,-0.48957211187463034,0
FBXO4,-0.6867338843372988,0
GJB6,-0.9092107914726149,0
UACA,-0.11050558589240111,0
SCEL,0.0,0
RGS2,0.9732267290654386,1
FAM46A,2.1134546806902934,1
SBK3,-1.7900041468628816,0
TCEAL1,-0.40801168802887755,0
HMGB3,-0.16195554378477617,0
RBP4,-1.213726465772684,0
ANXA1,-0.5208054658430754,0
SORBS2,-2.643707172246202,0
CSGALNACT1,-3.8830485215974915,0
PTGER2,-0.8615567029078054,0
GNG2,-2.906888609012937,0
MUC5AC,-1.3339775878046893,0
PLA2G4A,0.13814842125015525,1
HEIH,-0.5157270818987989,0
CADPS2,-0.08465196773476702,0
VIPR1,-0.9925763319404537,0
MORF4L2,0.02497858783945972,1
OSBPL7,-2.3163086640826354,0
PAPSS2,-0.6642380121206335,0
NIPAL4,-0.6682303842475505,0
HCG4B,-0.03154395857494441,0
CAPN2,-1.0098907568055981,0
TMEM100,-0.00017659627094879227,0
LIPG,-4.698869689941637,0
LENG9,-0.13844497319007498,0
SLC22A1,0.07723539502509547,1
ETV1,-1.7725238160559549,0
PRSS33,-2.543406038026696,0
RUNX2,-1.7721454181648637,0
SDPR,-0.7238607871386737,0
PTHLH,0.7743127429147609,1
PRSS3,-0.27034416807310024,0
LRP8,0.05310520143937225,1
HOOK1,-2.071981559039749,0
PRR16,-0.7383749125930015,0
CA13,-0.16950470323558964,0
CCDC88B,-1.26634950415251,0
CPT1C,-2.0156460316140032,0
DHRS9,-2.9481902655576224,0
TNFSF15,-0.5332594800935886,0
USP2-AS1,-0.3671539106391828,0
FAM101A,0.0,0
MRVI1,-0.31821705890822954,0
PAX5,-3.9693182384362284,0
DAW1,-0.24622999060492112,0
RGS11,-3.6380329325281524,0
LOC101928841,-1.2732643680545213,0
SLC51B,-2.1309316348235887,0
DGUOK-AS1,-0.10602744138069742,0
PKP1,-0.9694649566909546,0
BCAN,-2.3407261796811056,0
PRSS22,-4.035048377652091,0
CXCL5,-2.2036273205877634,0
TNNI3,-2.578585240722327,0
TNFSF9,1.35013046990517,1
LINC00941,-1.4362286777966111,0
NRG1,-1.3322448087324386,0
NR4A2,0.16498755623037065,1
FBLIM1,-3.442114006133033,0
GATA6,-0.035596377116974054,0
GGT7,-0.03234428379854393,0
KRT7,-2.9571582952224293,0
ZNF426,-0.12164424378111072,0
ICA1,-0.8464517145621144,0
ANK3,-0.8584032635775898,0
B3GALT5-AS1,-0.8624352482050112,0
CCDC141,0.0,0
LINC00669,-0.396147257466716,0
PAGE1,-1.5296382473044443,0
SENCR,-0.666403781644994,0
PDK4,-1.2054505655047685,0
KIAA1024,-0.9633997614188035,0
MARCH4,-2.2649046786307703,0
NMB,-0.5201766029846695,0
PCDHGB2,-1.8740281178657021,0
PPP1R1C,-2.0192101517456638,0
KLF3-AS1,-0.3905298398397279,0
TENM4,-1.9052608469378423,0
FLG-AS1,-1.132796263889503,0
FAM24B,-0.4773522187785737,0
APOBEC3B,-0.9728188502480615,0
CALB2,-2.035534731722921,0
LDLRAD1,-1.0120552667069962,0
SHANK2,-2.1824436027358645,0
FAS,-0.6546763107528522,0
B3GNT6,-1.6030622312244047,0
FAR2,-2.4168962268747336,0
HECW2,-1.0576695883096257,0
KIAA1683,-0.4758569467592082,0
NCMAP,-2.3092345629887636,0
ARHGAP22,-1.5554162244758718,0
HHIP,0.0,0
CYP2A7,0.0,0
SLCO2A1,0.2748259405960143,1
PHYHIP,-1.00027117314351,0
BGN,-0.08838530820732515,0
DPYD,0.7736797516447851,1
ARL14,-1.8771636642704135,0
GPM6B,-0.2166630850002944,0
CCDC116,1.5849253826743523,1
LOC101928794,0.0,0
ZNHIT6,0.0409754792281678,1
RP1L1,0.24497148782658007,1
SH3BGRL2,-1.5687931006303684,0
SH3TC2,-1.1076692454590862,0
LOC100049716,-0.06925044291685545,0
ADAM12,0.0,0
FAM127C,0.21397514622576352,1
SPTB,-0.947154025840974,0
MYO1B,0.12058703215720712,1
NAGS,-1.0007566653248947,0
RAC2,-2.2055650474671493,0
BDNF,-1.2897164122749176,0
ANKLE1,-1.3828570745546473,0
OR7E14P,-1.3552753659820413,0
ALOXE3,-0.11085838867852793,0
NCAM1,0.8003710518647149,1
SHROOM4,-2.1028047254554183,0
CHST7,-0.06005849419046427,0
LOC389602,-0.13876274594520854,0
DOCK2,-1.4645512915677061,0
KCNJ2,0.026653920391138453,1
PLSCR4,-0.12669036110524612,0
CORO2B,-2.092340117477953,0
NOS1,0.4626817416629685,1
RGMB,-0.11192069644138058,0
ESPNL,-3.065191467003179,0
ABCA4,-1.6869387202983122,0
C4orf22,0.0,0
UNC5CL,-1.529200444297068,0
AVPR2,-4.1713652614470975,0
C1QTNF3-AMACR,-1.431052238387418,0
ZNF385D,-0.7711658670513266,0
ITGA11,-1.2521554000724409,0
ZNF717,-0.949423817177836,0
MAPK13,-3.6168052654824083,0
TMEM92,-3.046683130438761,0
GPRASP1,-0.5566072830351141,0
SLC12A8,-2.3306699766938666,0
CCDC169,0.28825561249866816,1
C10orf90,-1.0569400194307403,0
PID1,-1.7109070609609063,0
POM121L9P,0.0,0
ISM2,-1.0649597206986097,0
HOXC13-AS,0.13352413879648317,1
MAGEA6,0.12030252618066628,1
LOC101929555,-1.3339294450852388,0
AMOT,-1.2985690958703602,0
ENOX1,-1.4467473657876533,0
BRSK1,-3.110422726485398,0
SLC44A4,-1.5285422597098783,0
PLCXD3,0.0,0
LVCAT1,-1.88694242428963,0
SLC6A2,-0.5498001760408274,0
TLL1,-0.3143883516871267,0
CSAG1,-0.3327238547922975,0
MEG9,0.1298977576247946,1
PTCHD1,-2.446168242360914,0
CNRIP1,-1.501899978709536,0
ATP6V1B1-AS1,-0.696986274087301,0
CDH11,-0.3332652507279429,0
SLC16A14,-2.1003438833326866,0
KLF1,-0.0001809607296412996,0
C7orf57,-0.8200186936131639,0
SNURF,0.23188426266393414,1
PKI55,-1.053274535899713,0
HCAR1,-0.5286382322757582,0
TENM1,0.33330669384696715,1
RGN,-3.4313695217518316,0
GLRX,-0.3780699671869918,0
FAM13A,-0.13530747108097696,0
ZNF503,-1.250917156237322,0
LOC100129617,1.3899325204935111,1
TMEM139,0.6125491859219907,1
MATN3,-2.7603729597486755,0
TBXAS1,-0.7872750970625775,0
EPHA3,-1.390621972700735,0
KCNF1,-3.1745105941119602,0
PCDHB9,-1.7893747924670316,0
LY6K,-1.5504190526482826,0
FRK,-2.2141888237225844,0
LINC00607,0.0,0
LOC103091866,-0.31097601674030084,0
LINC01391,-0.7745851857546522,0
LPAR3,0.028985088619794652,1
KLHL14,-1.677332858752859,0
CA3,-0.00025783590352973507,0
PCDHGA6,-1.8725259258915616,0
HPDL,-0.45647048561484294,0
SYT13,-1.0006803182397321,0
SLC8A1,-0.6715741408579441,0
MUC12,-2.85088127279096,0
DIO3OS,-2.3029750321778324,0
MAGED4B,-4.357409032568547,0
HMGN5,-0.5275041987368523,0
RPS10-NUDT3,0.0,0
NOTCH4,-1.8857022343289471,0
GJB3,-0.19782441065850048,0
POC1B-GALNT4,-1.7880298812530682,0
CXCL1,-4.775914543984163,0
LOC644172,-0.7846459819066636,0
LOC100507642,-1.1647893943849588,0
ZG16B,-2.658390889987597,0
LINC00460,-0.5293861818219425,0
CPB2-AS1,1.1980066619174103,1
LOC728673,-0.05813651750545645,0
ZIC4,-0.8802775039042631,0
PTBP2,-0.8937580122222526,0
HK2,-1.480411804436181,0
ZNF582,-0.22945103703898617,0
C17orf104,-2.1194213417672687,0
CDH6,-1.7240484893456884,0
PER2,-0.9862689833881584,0
NHLRC4,-0.9422635262652235,0
LOC100288798,-0.27419662070744,0
KIAA1324,-0.7556545941000186,0
FSTL4,-0.9893098216019518,0
