gene,otx_log2FC,reversed
MAGEA12,2.0027103833142323e-05,1
ISPD,-2.20807014843153,0
RBMS3-AS3,-0.96861487062492,0
SLIT3,-1.3582240976713598,0
FRMD6,-0.15768791810988603,0
FAM107B,-0.24825100023373636,0
MICALCL,-0.636303481494233,0
ZNF214,-1.215984391019683,0
LAT2,-1.6298901094889362,0
LINC00638,-0.38573535980876095,0
ELOVL2,-0.8111682634299004,0
LOC284950,-1.1952592426355195,0
LOC389332,-0.7235911999141669,0
LIF,-2.317388187879894,0
LOC100507002,-1.000391453855035,0
KL,-0.5793479119752468,0
LOC101927692,-0.3336525463742017,0
MANSC1,-0.7584116114937265,0
S100A4,-0.38888201914314635,0
ZEB2,-1.5458757096649731,0
ABCG2,-1.4018654868461873,0
ADGRF1,0.0,0
GALNT5,-0.33354057686600574,0
PPARG,-0.5295441640958742,0
BMP4,0.0,0
SCG2,-2.9948918849967945,0
MAGEA9,-0.00019241268966108116,0
MOSPD1,-0.3744973065232955,0
SLC25A42,-0.3292139500200584,0
ACTR3C,-1.1195093558801075,0
HMX2,-1.6394781403208802,0
RGS3,-1.1604899876436727,0
LONRF3,-1.0502186123837323,0
ADAM22,0.3493218606649737,1
TXNIP,0.7902832491707983,1
LINC00704,0.0,0
GPR173,-2.1080714636651066,0
SLC18B1,-1.7796291523087784,0
AMIGO2,-0.9158844112682054,0
PLEK2,-0.6122804831656472,0
HPSE,-1.277001903772935,0
FAM27B,-0.49438324994931016,0
CLMP,-3.5236045207437394,0
LINC00341,-2.3369004096696617,0
ZNF519,-0.1879281810174218,0
ZNF619,0.27469416691142357,1
AQP3,-0.6845482331009585,0
LINC01305,-0.3339099398877907,0
THRB,-1.2972477259931967,0
FAM196B,-3.4562273769819054,0
XIRP2,0.0,0
FGFBP1,0.0,0
FEZ2,-0.5812569632692242,0
CYP39A1,-5.435972215672713e-05,0
SSTR5,-2.5518902807081765,0
CCDC80,1.3028574357242722,1
KAT2B,0.45049246411501365,1
HOXA3,-0.6179456273604202,0
SNCB,-0.8412421311306666,0
LOC102724312,-2.469758500568908,0
XKRX,-1.1953315564304772,0
NRP1,-0.9460239678620468,0
CD34,-1.3903857448751695,0
BEST4,-0.3337164034876112,0
MGST1,0.03028792534838365,1
ETV4,-2.796685404547084,0
ZNF22,0.44034658008933114,1
CD69,-0.6669581341069645,0
CIRBP,1.4831716362681568,1
VGLL3,0.10597060638173872,1
SOX4,-0.5469319076165782,0
SHC3,0.09558958712300236,1
SIGLEC15,-0.5283690492484358,0
WNT16,0.0,0
CPEB2,-0.49198388398833703,0
CTSH,-1.5429674779749227,0
TM4SF4,-0.5281807780128723,0
HPGD,-1.0791480032952514,0
KPNA7,-2.0715391539916697,0
LINC00959,0.8468607948664357,1
ABCA10,-0.6668446039817439,0
DAB2,-1.9577875214790725,0
TRDMT1,-0.13711752173841152,0
CLVS2,-1.7791822613400265,0
CAV1,-0.4708268767668802,0
CDC42EP3,-0.16899435274069052,0
PRKG1,-0.0004207811433203368,0
GPX7,-0.6122068802693654,0
SUCLG2-AS1,-1.5053201757390373,0
LINC01444,-0.5274073474475052,0
TCF4,-1.6384405756981653,0
MAN1B1-AS1,0.8420076620714725,1
SOCS6,-0.7550365458752815,0
CARD6,-3.608564564815436,0
CREB3L3,-1.6604394379540734,0
PPP2R2B,-0.7398935055301804,0
BDH2,-1.938014920657949,0
MACROD1,-0.14194880538821852,0
PALM3,-1.7004130605966798,0
SLC22A18AS,-1.2283619454282373,0
GSTO2,-2.6173558048686987,0
ELMOD1,-0.341395275355417,0
AGMAT,-1.0649034917303872,0
ZMIZ1-AS1,-2.1867403380101593,0
MRGPRF,-2.410238039660137,0
L3MBTL3,-0.6276509638931458,0
FBXO4,-0.6659472621500884,0
GJB6,-1.251615876923573,0
UACA,-0.016207707353236955,0
SCEL,0.0,0
RGS2,0.910873620530932,1
FAM46A,1.8299826751645971,1
SBK3,-2.9925720368346607,0
TCEAL1,-0.32261322108398804,0
HMGB3,-0.20338813982295356,0
RBP4,-0.9348036093056857,0
ANXA1,-0.5816242534731835,0
SORBS2,-2.453286732341091,0
CSGALNACT1,-2.809339457318738,0
PTGER2,-0.8615567029078054,0
GNG2,-2.906888609012937,0
MUC5AC,-1.334555661035116,0
PLA2G4A,-0.8637107465659065,0
HEIH,-0.4218558492382769,0
CADPS2,-0.07817458265251975,0
VIPR1,-0.7057670497552431,0
MORF4L2,-0.10626832025409527,0
OSBPL7,-2.258689718968193,0
PAPSS2,-0.7747499617345701,0
NIPAL4,-0.6682303842475505,0
HCG4B,0.5844573572475265,1
CAPN2,-0.8776635779242614,0
TMEM100,-0.33336918253073106,0
LIPG,-3.788360592008952,0
LENG9,-0.31239178532228884,0
SLC22A1,0.6710988058055987,1
ETV1,-2.126334616488588,0
PRSS33,-2.0150134746345985,0
RUNX2,-1.1962924844713694,0
SDPR,-0.7239349937833779,0
PTHLH,0.15427985320151016,1
PRSS3,-1.3066339432676826,0
LRP8,-0.1664487031850843,0
HOOK1,-3.0724687735412,0
PRR16,-0.48181202411440527,0
CA13,-0.3691512735231095,0
CCDC88B,-1.357560572022467,0
CPT1C,-1.575046256520205,0
DHRS9,-3.1534521732015484,0
TNFSF15,-0.5332594800935886,0
USP2-AS1,-0.44613719334180235,0
FAM101A,0.0,0
MRVI1,-0.6564477005085914,0
PAX5,-3.9704982451734177,0
DAW1,-0.774066901102106,0
RGS11,-3.542758886515061,0
LOC101928841,-1.9564685712313796,0
SLC51B,-1.7976294445282999,0
DGUOK-AS1,-0.7906053349276134,0
PKP1,-1.108471352424081,0
BCAN,-2.3406680907083364,0
PRSS22,-4.368263283579869,0
CXCL5,-1.6008403944636298,0
TNNI3,-2.3106359267858485,0
TNFSF9,1.1780440832422654,1
LINC00941,-1.0067109764382307,0
NRG1,-1.1712388836195453,0
NR4A2,-0.8010698707468742,0
FBLIM1,-3.3323304958666866,0
GATA6,-0.4396115931723812,0
GGT7,-0.23114211645778937,0
KRT7,-2.280007750564522,0
ZNF426,-0.21698239973048583,0
ICA1,-0.9857470972507447,0
ANK3,-0.7922577334378164,0
B3GALT5-AS1,-0.8624352482050112,0
CCDC141,0.333253092183251,1
LINC00669,-0.8168937094625903,0
PAGE1,-1.862385544293322,0
SENCR,-0.33299292699473154,0
PDK4,-0.7417830067419395,0
KIAA1024,-0.9481944263479183,0
MARCH4,-1.7954014069318376,0
NMB,-0.969905737215977,0
PCDHGB2,-1.858241985149581,0
PPP1R1C,-1.3339488864181512,0
KLF3-AS1,-0.35734708744078203,0
TENM4,-1.3775350923672458,0
FLG-AS1,-1.073077392004322,0
FAM24B,-0.5913514233225765,0
APOBEC3B,-0.8479532966862902,0
CALB2,-2.283738901003092,0
LDLRAD1,-1.0120552667069962,0
SHANK2,-2.3129954104594144,0
FAS,-0.6758618855307592,0
B3GNT6,-0.7413101203532682,0
FAR2,-1.8426392095264625,0
HECW2,-0.9224134076823232,0
KIAA1683,-0.45645868069951856,0
NCMAP,-2.6424095640115564,0
ARHGAP22,-0.9374787787232246,0
HHIP,0.0,0
CYP2A7,0.0,0
SLCO2A1,-0.5185739613533853,0
PHYHIP,-1.0004305843164645,0
BGN,-1.1078637281233985,0
DPYD,0.5528725590682413,1
ARL14,-2.5431668960159017,0
GPM6B,-0.6144436585469223,0
CCDC116,1.9926706397338956,1
LOC101928794,0.0,0
ZNHIT6,-0.046854546436245315,0
RP1L1,0.27532852129075414,1
SH3BGRL2,-1.2760587810794428,0
SH3TC2,-0.7746100695887908,0
LOC100049716,-0.2400246380923301,0
ADAM12,0.0,0
FAM127C,0.12623473648604744,1
SPTB,-1.9095528548290492,0
MYO1B,0.1025173161892603,1
NAGS,-0.8235214124044727,0
RAC2,-1.8717207889797367,0
BDNF,-1.6306513275085681,0
ANKLE1,-0.9681491754311837,0
OR7E14P,-1.5493586419253822,0
ALOXE3,-0.4953489988907913,0
NCAM1,-0.5846208045595254,0
SHROOM4,-2.261053514025072,0
CHST7,-0.4372838691314014,0
LOC389602,-0.33356781351997133,0
DOCK2,-1.2700603120110143,0
KCNJ2,0.016984886042524572,1
PLSCR4,-0.3720055115627803,0
CORO2B,-1.757058431052028,0
NOS1,-0.15872500783878696,0
RGMB,-0.06725846096528265,0
ESPNL,-3.3859009521016246,0
ABCA4,-0.6308498540535927,0
C4orf22,0.0,0
UNC5CL,-1.1958688355335105,0
AVPR2,-4.171103800317265,0
C1QTNF3-AMACR,-3.4216054248382703,0
ZNF385D,-0.4039931746165992,0
ITGA11,-2.1648681768010842,0
ZNF717,-0.9001549851726751,0
MAPK13,-3.4230782434477764,0
TMEM92,-2.939486110510854,0
GPRASP1,-0.5631979560469009,0
SLC12A8,-1.9964121428386776,0
CCDC169,-0.0075301955131683584,0
C10orf90,-0.3338852536293717,0
PID1,-1.8742502155442766,0
POM121L9P,0.0,0
ISM2,-1.5843140643382077,0
HOXC13-AS,0.2224363070728561,1
MAGEA6,-0.6354260201200862,0
LOC101929555,-1.8620201418091609,0
AMOT,-1.1995520354778746,0
ENOX1,-0.44214211407300774,0
BRSK1,-2.3671823478719833,0
SLC44A4,-0.8618928555162171,0
PLCXD3,0.3332919054344461,1
LVCAT1,-1.1590388086302288,0
SLC6A2,-0.5498001760408274,0
TLL1,-0.0003303828842372014,0
CSAG1,0.0006078429935021945,1
MEG9,-0.2269786680918271,0
PTCHD1,-3.1699269937036005,0
CNRIP1,-1.4121278575030929,0
ATP6V1B1-AS1,-0.3819382432744942,0
CDH11,-0.3332652507279429,0
SLC16A14,-1.969513045094767,0
KLF1,0.00011234306661944693,1
C7orf57,-0.4763927027043109,0
SNURF,0.16538583525212935,1
PKI55,-0.9917867693121805,0
HCAR1,-0.5286382322757582,0
TENM1,0.0,0
RGN,-3.09250176424403,0
GLRX,-0.6324117755199126,0
FAM13A,-0.23514654507227162,0
ZNF503,-1.7108499522466194,0
LOC100129617,1.0002198954635377,1
TMEM139,-0.0105905698684019,0
MATN3,-2.5592136238317584,0
TBXAS1,0.07548830912401794,1
EPHA3,-1.586161064935206,0
KCNF1,-3.369495711138288,0
PCDHB9,-1.078298973551663,0
LY6K,-1.48661298955235,0
FRK,-1.383726015935547,0
LINC00607,0.0,0
LOC103091866,-0.20387376483374453,0
LINC01391,-0.0008663595728932716,0
LPAR3,-0.007761165918772406,0
KLHL14,-2.821946744162918,0
CA3,-2.6941226425991616e-05,0
PCDHGA6,-1.7499254167331246,0
HPDL,-0.552106903031099,0
SYT13,-0.6673786991619752,0
SLC8A1,-1.705614051455163,0
MUC12,-2.6568670897710165,0
DIO3OS,-2.3029750321778324,0
MAGED4B,-1.3920496266288858,0
HMGN5,-0.28410672135502946,0
RPS10-NUDT3,1.782276509626427,1
NOTCH4,-1.0999690621252887,0
GJB3,-0.5390245760494323,0
POC1B-GALNT4,-5.009717303132176,0
CXCL1,-4.418254100853215,0
LOC644172,-0.6467908280100543,0
LOC100507642,-1.8314005524978276,0
ZG16B,-2.1297982055257054,0
LINC00460,-1.3901512279134653,0
CPB2-AS1,1.1612129573689132,1
LOC728673,0.4394232094012125,1
ZIC4,-0.8802775039042631,0
PTBP2,-0.6583698082220835,0
HK2,-1.1379128287203182,0
ZNF582,-0.6239292966786127,0
C17orf104,-1.9754404154225031,0
CDH6,-1.3907633532933859,0
PER2,-0.8373026145151323,0
NHLRC4,-1.2556723542432073,0
LOC100288798,0.024408791083252446,1
KIAA1324,-1.6773372545276328,0
FSTL4,-1.4614692178196442,0
