gene,otx_log2FC,reversed
MED14OS,0.4419753542546898,0
OCA2,-2.1278719554345598,1
C2,-1.5866020935348404,1
IRF4,-0.8619911905313181,1
FLJ26850,-1.3035864716002472,1
TLL2,-0.11022957652330323,1
HUNK,-2.8877601974664717,1
PCDH15,-1.9244750503501606,1
HCG4,-2.63621458500252,1
ADGRG2,-0.9662826132422264,1
FOXO1,0.289266170745373,0
DLEU1-AS1,0.0,0
ADGRL3,-0.48471595524090105,1
TAT-AS1,-0.7725310855959433,1
PAPPA-AS1,0.47130700177359663,0
LRRC70,-0.2831049481989292,1
FOXCUT,0.13835930828792353,0
CXCL14,-1.3904920273895836,1
MAPT,-0.0074359399012244864,1
GRAMD1B,-1.0399527288104804,1
GPR157,-0.8912841999165977,1
BRINP3,-1.2677793549548184,1
TXNDC16,0.14996067155207182,0
FRMPD1,-2.1911368709420094,1
CDYL2,-0.21034247138409068,1
RASSF5,-1.5582489530225576,1
OAS2,-2.4036417785470583,1
FAM117A,-0.7962886909756071,1
C6orf165,-0.22103102581762712,1
NTRK2,-2.7509821354259314,1
FAM189A1,-1.5214554427779179,1
PCDHA13,-3.3906608926719377,1
SLC5A10,-1.1158259040584928,1
NGFR,1.297395838269284,0
FNDC5,-1.569117243246093,1
TMEM52B,-3.7943894850483235,1
DLGAP3,-1.7597875960201739,1
C15orf59,-1.604956332567678,1
LOC101928979,1.4022848511751387,0
CCL2,-3.1770538043440837,1
HTRA3,-0.9093507878150087,1
LOC101927814,0.15825330226840784,0
ETV7,-2.5693488938040128,1
LINC01021,-0.8621727556709056,1
NKD2,-0.25967436693916746,1
UBD,-2.64177988799243,1
DGKB,-1.0678451137350464,1
TNFRSF18,-4.472952920397631,1
TMEM121,-3.0533093569054497,1
CCDC63,-1.460044793926307,1
RND2,-1.755122459694495,1
RBBP8,-0.3581582455272869,1
ERICH2,-0.257587716533763,1
FOXD2,-1.1500905460228523,1
GYG2,-2.622921929802068,1
OGDHL,-3.3479612762597246,1
NCF2,-0.5305965023191079,1
CPAMD8,-2.3030211662150193,1
LY6G5C,-1.302487476575169,1
EMX1,-1.8860399140546131,1
CNFN,0.6197585197153073,0
KRT17,-3.360055882930432,1
PPP1R1A,-1.1500141890059625,1
MCC,-0.5459088492669419,1
WNT5B,-2.1309973682116636,1
FLJ33534,-0.19499547388382493,1
FAM167A,-2.608178441568951,1
TMEM191B,-1.6752881235774382,1
CLEC2L,-1.0814203369202324,1
ADCY2,-1.1080373518423483,1
GCNT4,-1.3471512139199096,1
CHRD,-1.8980955010624232,1
MYBPC2,-2.303250326416817,1
SIX3,-1.6598663087681087,1
TRABD2A,-1.1194846812714698,1
CSF3,0.00013077386750104392,0
LRRC3-AS1,-2.6932765675915373,1
DOCK10,-2.0178205334268524,1
FAHD2CP,-0.026713354979920112,1
PDCD1,-3.918264990369721,1
APOBEC3G,-0.4522115856511135,1
CCDC108,-1.8014409209683735,1
TMEM150C,-0.17634450857026618,1
LOC653712,-0.4500376942106161,1
LOC100270804,0.5399826027613539,0
MFAP4,-1.3895190582450172,1
SULF2,-0.5923370617588901,1
CRIP3,-0.6719085562491891,1
PPFIA4,-1.0140380952968657,1
SLC26A6,0.03953726805230673,0
PHOSPHO1,0.20771089660427666,0
GPR132,-1.2915101997552145,1
ZSCAN10,-0.8512601525120809,1
RHBDL3,-0.6671065017625644,1
IRX4,-2.8994724504847103,1
PSMB8-AS1,-1.119688246102028,1
TERT,-1.1516161688853757,1
SLITRK1,-2.8166476887167007,1
LINC01265,-0.9107424155962518,1
DLC1,-0.22605602572347472,1
CD36,-1.5053889195037833,1
CRMP1,-1.7402609369398245,1
CXCL10,0.039967884927984976,0
ANGPTL7,-2.2524665276414013,1
NEBL-AS1,0.6258071891391372,0
COL4A2,-0.5516454547341567,1
TC2N,-1.867613018856167,1
SYN2,0.20964528485770906,0
SPP1,-1.212731127511952,1
ARMC12,-1.046248418540788,1
ANKRD23,-0.6389208218392097,1
ALS2CL,-1.5050253212821758,1
PDE9A,-1.40522224906654,1
PTGDS,-2.1270790964216335,1
EPN3,-4.062204118607705,1
TCHH,-1.060977468102184,1
ADAMTS7,0.3594788881649773,0
CCDC64B,-1.1953590348881793,1
HOXA4,-2.127379335424218,1
PAX6,-1.8250572631851703,1
LHX2,-2.1187779107142397,1
LOC100133669,-2.678140991506596,1
ADGRD1,-1.196237922597436,1
MEGF11,0.038203219088868146,0
ZBTB7C,-0.0007733402414396018,1
FAM209B,-0.7735428279692369,1
HMGA1P7,-2.1316176548659307,1
CCK,-1.0008745214906811,1
NCR3,-0.4480174613566085,1
DCST2,-1.3906518376605577,1
SPATA4,-0.6353782920450938,1
TRIM72,-0.7550864741433162,1
ATCAY,-1.6092467168964355,1
ADGRG5,-1.5290157142814984,1
ATP6V1B1,0.017061916118282783,0
GSG1L,-2.224409710895695,1
EIF4E3,-1.6094550951704791,1
SLC2A9,-1.6062969143231163,1
FXYD6,-2.9934980331033514,1
SCG3,-0.7999121830238609,1
PCAT7,-0.7730050210677648,1
OVOL1,-0.87142356986877,1
TLX1,-1.5290809236624348,1
SESN3,0.7730736431193943,0
FGF22,-1.9476962320984963,1
NOL4,-0.4631053314204925,1
MIOX,1.1675939520771783,0
NEURL3,-3.8984348087545957,1
LYPD5,-2.2972808376445766,1
CALCRL,-0.01129427896536317,1
ADAP1,-1.98870299276264,1
TRIM2,-0.26785375452942173,1
FLT3,0.21632168211231306,0
VWA5B2,0.33008736932853733,0
PDGFRL,0.12046909464154121,0
PRRT4,-1.9261996578703293,1
DNAH10,-3.412265249499963,1
BREA2,-1.5147842950237258,1
MTRNR2L1,-0.11730696072781299,1
UPK1A,-1.2464775244525397,1
PIANP,-3.6972771635074495,1
IGF2-AS,-2.5609471917232516,1
LOC283352,0.46651706025257633,0
SEMA5B,-2.3802150169968823,1
SMOC1,-1.6727316777425152,1
FAM124A,-0.38911605553745154,1
COL15A1,-1.0009883468677725,1
DMGDH,-1.1753716626019317,1
CCDC89,-1.1120690737073837,1
GLI3,-1.3862082748821836,1
MRO,-0.5007292417573651,1
GALNT9,-0.08878878217986497,1
FGF18,0.09019960942924676,0
POU3F3,-1.8109832923594111,1
TNNT3,-2.8527917664188553,1
NR2E1,-1.7924861170931776,1
FAM45B,-1.3382996875314994,1
ITGA9,-1.4649547403728378,1
LRRC75B,-0.7947384792190606,1
DOC2B,-2.396519303183574,1
PTPRG,-0.6133181397110317,1
NKAPP1,-0.5781615209876967,1
RIC3,-0.9768363437237326,1
LHX4,-2.090860884835488,1
CFL1P1,-0.8619810704709616,1
RASGRP2,-2.3289322961171295,1
NR4A3,0.2430162914755365,0
DTX1,-2.380003316421075,1
PDE4D,-0.8934754856587084,1
PHOSPHO2,0.07420817407821279,0
LOC101928837,-0.9974250431882161,1
NOD2,-2.278830529657898,1
WNT6,-2.0191302685388175,1
PCDH11X,-1.987323172978353,1
SCN3A,-1.9490570769705227,1
LINC00842,-2.1332330155937442,1
STAC2,-1.0576754171180691,1
LOC388436,0.08587105318775423,0
GNG3,-0.21157161337040975,1
LAMA2,-2.063668258399837,1
PCDH17,-1.7977341464675023,1
C6orf163,-0.28632211541569585,1
RGMA,-0.6632492419154179,1
LOC101929125,-1.161501433387849,1
CGB8,-0.15832003052380395,1
