gene,log2FC,p,fdr
STMN1,-0.09918162456305879,0.08948428836092957,0.2599974247536886
HCG4,-2.057345292376352,0.08957577020644489,0.26023466654401717
PPP4R3A,-0.28898654835269255,0.08958600383822388,0.2602358406426352
GMNC,-1.4918472410256256,0.08960277804324628,0.2602560119248431
ANKRD36,-0.8381224659522051,0.0896927581099244,0.2604887857569382
ARHGAP11B,-0.4839710325466413,0.08970543909432353,0.2604970385019431
NR2C1,-0.3460658379071422,0.0897601572614654,0.2606273484862137
CCND1,-0.20868852273960314,0.0897712819134084,0.2606310657591279
FAM160A1,-3.2246313764110504,0.08978261495810799,0.26063538717279705
GUCY1A2,-2.3270688772972123,0.08981762995463673,0.2607084478729314
SAT2,-0.2972275290170252,0.08997002425357205,0.26110191993224313
ADO,-0.12044847927088398,0.08997291087976787,0.26110191993224313
TMEM249,-0.43635750598322876,0.09006947674979397,0.26135350689947345
HKR1,-0.26470842512855697,0.09008571051849587,0.26136358967807083
BBS2,-0.2873766993932456,0.09009269572812369,0.26136358967807083
ZNF770,-0.4302559231296197,0.09015270730389922,0.2615090309927393
PCDHA7,-2.134378008690105,0.0901876156655384,0.26157237846256964
PHACTR4,-0.24361609018982655,0.09019430568403394,0.26157237846256964
CCT6A,-0.16330452580762866,0.09023272287259876,0.26163776231764974
C2orf82,-1.4610148129976452,0.090236615966854,0.26163776231764974
PPCS,-0.14855792955419922,0.09025084999581101,0.2616503781908779
KIF25,-1.106162990122638,0.09031268441481147,0.2618009766650754
TPD52L1,-0.7578868369737366,0.0903337343559761,0.26183332790392677
KIAA1804,-0.7921717284726197,0.09036836093658472,0.26187429856966793
ACKR2,0.983165510786026,0.09037422584801759,0.26187429856966793
TIMM22,-0.19238764528483365,0.09037754357057813,0.26187429856966793
SARS,-0.16963030783852062,0.09040144307277125,0.2618928889073257
ASTE1,-0.39338209732026197,0.09040374359675353,0.2618928889073257
PRKAR1A,-0.5805647722362028,0.09048204571223785,0.262077009788112
AQP4,-1.5802166368491735,0.0904870990169266,0.262077009788112
HMBS,0.20415010564860125,0.09049870087571321,0.2620819411162226
TRIM34,-1.5765265802934172,0.09057378379479494,0.26224474606755543
RAP2A,-0.41135294946921697,0.09057763937389961,0.26224474606755543
OTOA,1.1159601194803788,0.09058463466620564,0.26224474606755543
LRRC56,-0.6122482941805298,0.09066740718036086,0.2624533190341603
CHFR,-0.23117094457352216,0.09067650648556995,0.2624533190341603
FPGS,-0.3305631066741199,0.09081857398630722,0.2628357833720467
EPC2,-0.3754076954641228,0.09088790730947954,0.2630046605611648
MTF1,-0.30190310698981726,0.0908967948681646,0.2630046605611648
GAS6,-0.4430382328086253,0.09092146938328582,0.2630473065154073
ATP6V1G1,-0.234654370583133,0.09097628746202116,0.2631771427619111
CASC4,-0.3658854465732624,0.09100109792042857,0.26322015376852903
SLC8A1,-0.6715741408579441,0.09103931649860987,0.2633019340507643
TAS2R20,-0.806929588423908,0.0910769229497069,0.26338192628000984
HYAL3,-0.3652640146977868,0.09113473981521764,0.2635203403896775
PTTG1IP,0.16141914511985256,0.09120766467535017,0.2637024049666808
TMEM161B,-0.4042375950611845,0.09125715165080504,0.2638166728494282
GRB2,-0.14668323633707203,0.09129761686117788,0.26390483747130516
CLPTM1L,-0.16593620198219128,0.09134908575548993,0.2640247866131655
TPT1-AS1,-0.7822503970187551,0.091469417634158,0.26434372141298257
NOM1,-0.1393175022522133,0.09147972523233043,0.26434465460881335
MAP2K7,0.204402754911861,0.09152289927979983,0.26444054986715054
SPTSSA,0.148933019510757,0.09163372378498429,0.26473186787510466
GFPT1,-0.32043981725388804,0.09166720999076017,0.26479971462142665
ENOSF1,-0.23158804260729227,0.09168872942460185,0.2648329818368246
CCDC7,-1.7010787202225677,0.09171548307879472,0.26488135862453255
ANKRD40,-0.356587635388415,0.0917256639329769,0.26488186656038
RPL21P28,-1.0983975771771148,0.09174574657623963,0.2649109652749421
SKA2,0.2030138761632312,0.09177674841043397,0.2649605983529578
SHPK,-0.29788122614655066,0.09178295174674131,0.2649605983529578
PPIF,-0.16577933858254212,0.09185113468336559,0.265128520578075
PWP1,-0.27033756084400373,0.09191515488541449,0.2652843917574783
PMM1,-0.29995939558100027,0.09198960294444022,0.26547032242795454
SCCPDH,0.17961302163463166,0.09201235754361435,0.26548313713654315
HSPA6,-1.0839278081653774,0.09201409882398187,0.26548313713654315
TAF6,-0.32358330030222504,0.09208586567823106,0.2656372616800135
ARHGAP32,-0.44208065122087703,0.09208758404907136,0.2656372616800135
MRPL17,0.25418195195213933,0.09211365364019604,0.26568351455759776
SMG5,-0.2366677836335409,0.09213496789446211,0.26571604302896346
KIAA1841,-0.6081918247971707,0.09218231149129785,0.26580712032970344
PMS2P5,-0.5280304178869315,0.09218662809697212,0.26580712032970344
PCDHA6,-2.183615127968428,0.09224127985991211,0.2659117848863243
LAMA4,-1.8947609155761498,0.09224301538795097,0.2659117848863243
FAM71E2,-1.723882276332777,0.09227649723328861,0.2659508273826157
CHRM1,-1.723807636260292,0.0922766496822175,0.2659508273826157
CSRNP2,0.38026097975077455,0.0923300264063469,0.26607569926069813
LOC100506801,-1.0415897514872259,0.092395761210565,0.2661999103948557
GRINA,-0.2578922157244534,0.09240202924613555,0.2661999103948557
UCN2,-1.0723503427234622,0.09240329278673177,0.2661999103948557
PLEKHM2,-0.2904351652353121,0.09244841664887657,0.26630092816657674
UHMK1,-0.48103479655198456,0.0925011590780559,0.26642386712266425
CHRNA9,-1.4647722628200972,0.09261131146452779,0.2667121147637739
NSG1,-2.384855433955857,0.09262711467688602,0.26672861225479194
CIR1,-0.2878487523571849,0.0926744223009157,0.26683581624978175
PPP1R9B,-0.3171695237168741,0.09268899241408557,0.266848746646685
MEG3,-0.3923296695356573,0.09273976887781556,0.266952151338339
ALPK2,-1.4647551738808402,0.0927485037590468,0.266952151338339
LOC101929633,-1.6793132337424623,0.0927610817714176,0.266952151338339
SCRT1,-1.6361728002703382,0.09276811473658213,0.266952151338339
HPN,-1.2661330832924007,0.09277532556993605,0.266952151338339
TNFRSF21,-0.18891822171524453,0.09290808219012453,0.2673050941081881
PCID2,0.2413667321788111,0.0929359568706297,0.26732089675253884
IAH1,-0.28273263705461993,0.09293983511025511,0.26732089675253884
RBM10,-0.244781653655048,0.09294386608525476,0.26732089675253884
MRFAP1,0.1431973554740349,0.09302156449034679,0.26751530739538687
CPEB3,-0.7729863983193068,0.0931349382245072,0.2678122612679296
RIOK3,-0.3547865936043948,0.09316102230231409,0.2678581739198268
WDR6,-0.22973246101976486,0.09321562177565423,0.26798605565321376
ACSL4,-0.370311074006068,0.09323404914776817,0.2680099295534378
GPATCH1,-0.22600991807878223,0.09327787473451511,0.26810679986931796
PNN,-0.30011247580056377,0.09330020594323196,0.2681418749833984
IER2,0.31502667143837115,0.09333769731315084,0.26822050758337873
CD8A,-0.6297049514462776,0.0933758634369057,0.26830106191578884
LINC01273,-0.616237564473483,0.09339016337140271,0.268313030413227
FAM111A,-0.400765373176748,0.09340682316288164,0.2683317755248797
SLC7A6OS,-0.3347318129159298,0.09346040819442554,0.2684565809859408
GIGYF1,-0.27132187382064465,0.09348528615651047,0.26849890984960023
ACAD9,-0.16656847124452234,0.09351220679135704,0.2685470956504152
C19orf60,-0.8709034258507709,0.09354774066199284,0.2686200036904838
CCER2,-0.7342144821103154,0.09356447180332658,0.2686389102042155
GOLGB1,-0.30906128936823585,0.093631521001963,0.2688022683286674
CITED4,-0.7535748292862143,0.09365092135191921,0.26882881305345996
ATXN1L,-0.5492891727364295,0.09390812023953646,0.26953788848023935
MARCH6,-0.2922432764580911,0.09396583270375038,0.2696646572019223
CUL2,-0.33282251017350717,0.09398150382986332,0.2696646572019223
ACTA2,-0.41392089724913905,0.09398743848884804,0.2696646572019223
WSB1,0.3098898495527873,0.09401396148674859,0.2696646572019223
MAGEH1,0.45311185495476103,0.09401738343990601,0.2696646572019223
SNORA5A,-0.8900059761463057,0.09402118084682762,0.2696646572019223
ARNTL,-0.3308474608727465,0.094023586426098,0.2696646572019223
ARHGAP28,1.3896007117400666,0.0941466240795341,0.26998828774974715
LOC374443,-0.8066212840803084,0.09415922289241958,0.269995172325009
LOC100506178,-2.177094500505396,0.0942195623195809,0.2701389335511051
NT5C3A,-0.2655992864266725,0.09425167386212231,0.27016575652618346
GXYLT1,0.46057667315950646,0.09425840394723685,0.27016575652618346
COCH,0.5617347180965835,0.0942595313704384,0.27016575652618346
GRPEL1,-0.11051833928510035,0.094283549410222,0.27018413057615653
NR1D1,-0.4102579802473745,0.09428635249832333,0.27018413057615653
KIF9,-0.18311179512194897,0.09444612234291638,0.27061267197280425
TSPAN3,0.12194114729360983,0.09452199194889237,0.2707992966480714
TMEM117,-0.5960265692095543,0.09453171292243534,0.2707992966480714
SPOCK3,-1.616376871244287,0.09467031699022993,0.27116700663381343
PLEKHA5,-0.71264783530851,0.09480565676827997,0.27152396860458056
MAP1B,-0.42084611894301815,0.09481545192632096,0.27152396860458056
SOX15,-0.7538769150659603,0.09490201517680226,0.27174246720807266
PI4KAP2,-0.2559792967315957,0.09491323917051539,0.27174521542547797
TOR1AIP1,-0.31792985785012995,0.0949895782213314,0.27193437320607144
CGB7,-2.4849295765311696,0.09509144187293378,0.27219655352858924
LAMA3,-0.7403134413924493,0.09521783389387714,0.27252055435685285
REPS2,-0.40894452550888616,0.0952252180681868,0.27252055435685285
C17orf58,-0.08921620425591215,0.09531702903110585,0.27273777010360994
RIBC1,-0.6948504900057877,0.09532172187983769,0.27273777010360994
CTHRC1,-0.7352683391048913,0.09533316950403653,0.2727410484784274
CPEB4,-0.46035135360433443,0.09539606303524009,0.2728914931234988
WIPF2,-0.23154360258105378,0.09542047302096349,0.27293183051318154
NBPF14,0.22172460532943994,0.09550210926390545,0.27312975760692443
LOC100505666,-1.0088525031861124,0.09551030390651204,0.27312975760692443
TSNAXIP1,-0.7119483295875328,0.09557106282633561,0.2732739916111065
TAF1C,-0.3144174203608543,0.09561858669778127,0.27338035451660464
RAD9A,-0.35715235750729235,0.09574931741504113,0.27372456306697046
PTPRJ,-0.45363059961477603,0.09580371645451265,0.27385050670840233
CCDC103,-0.3399625588566968,0.0958259243514382,0.2738844161939249
LRRC8C,-0.33456570873568836,0.09592416935517294,0.2741161727032798
HYDIN,-1.2570455476969657,0.09592771822836213,0.2741161727032798
PAPD7,-0.20587101974055244,0.09594525438575885,0.27413669435171223
LINC00629,-1.1081542492930325,0.09595810731815774,0.27414383201124704
MED27,-0.1407603625125855,0.09597324327299973,0.27415748982009797
UBXN6,-0.3637156975858229,0.0961105148352799,0.2745200000284858
EML4,-0.3791031903225761,0.09615391054853452,0.2746051010322527
MTFR1,-0.20353350359160416,0.09616105350972673,0.2746051010322527
PTPRA,0.13238630182854116,0.09617871388013957,0.27462591134347447
ZNF398,-0.290747204227257,0.09626813455931138,0.27485159737493464
ISOC1,0.24106322100056587,0.09629656548372124,0.2748545256908073
ICA1,-0.8464517145621144,0.09630238093150871,0.2748545256908073
AHSA2,-0.35913500028675394,0.0963077485849405,0.2748545256908073
HERC1,0.2721363786205746,0.09631068686812538,0.2748545256908073
MCM8,-0.33347115732962607,0.09634757147169368,0.27487383062716897
SRP72,-0.2744576218909689,0.09635511131557228,0.27487383062716897
N4BP2L2-IT2,-1.195717602140975,0.09636305936720137,0.27487383062716897
YTHDC2,-0.49892772794699525,0.09636860567069377,0.27487383062716897
PFDN1,-0.20886532779518774,0.09637934210676342,0.27487383062716897
KCNJ11,-1.984690464323982,0.09637974578704475,0.27487383062716897
SPECC1L,0.21167990529645486,0.09639900414933018,0.27489914205660454
ZNF841,-0.22610146425732935,0.09641832821826388,0.27491338801308307
NCBP1,-0.3751016691020119,0.09642476755767665,0.27491338801308307
ZUFSP,-0.3407357131432249,0.09648048395924971,0.27504262009487845
C19orf81,-1.8123385891664625,0.09650860328678225,0.27509316020860897
GCDH,0.4455533283097086,0.09665028972339117,0.27540612452898783
ICA1L,-0.614684425795625,0.09666581596639215,0.27540612452898783
AGAP11,-1.136443433911598,0.09666665454653901,0.27540612452898783
MMP28,-1.3787049767886446,0.09666749607408472,0.27540612452898783
STX18,-0.28663175322171064,0.09667041039652063,0.27540612452898783
MECP2,-0.23138560416096965,0.09668326354621108,0.2754122564961472
MYBBP1A,-0.33171990027076603,0.09670931700502058,0.2754122564961472
DCAF12,-0.266367519527277,0.09671123085377333,0.2754122564961472
AKAP10,-0.23603080731652426,0.0967141736976272,0.2754122564961472
FARS2,-0.21841682231969894,0.09676390877737627,0.2755242509013806
OSBPL3,-0.43941125709854845,0.09678744026446248,0.27553216032939953
TIGD1,-0.40523239461154237,0.09678750107888257,0.27553216032939953
HOXA11-AS,-0.5444102932881316,0.09693914142325052,0.2758776755813257
WDR25,0.22994528876328957,0.09694345421265949,0.2758776755813257
SMIM10L1,0.227538652685233,0.09695412622888866,0.2758776755813257
CDC42EP2,-0.4139624142702987,0.09695990575548583,0.2758776755813257
ELP2,0.21986816453611624,0.0969609734196123,0.2758776755813257
TBC1D23,-0.24513253470087903,0.09697700444826689,0.27589363773564
SMAP1,-0.25851963192927485,0.0970174474557263,0.27597903958207304
CD72,-1.5292552838028461,0.09707854822404333,0.2761231805147773
MDFI,-0.9869776661271517,0.09712793092056275,0.27623396402641515
GAS5,0.15825277696996487,0.09716736846393748,0.2763164425437964
ZHX1-C8orf76,-1.3297101690898199,0.09724485580939608,0.2764972716674869
LOC100506100,0.5080466735653815,0.09725184490151607,0.2764972716674869
DHFR,-0.2994786367345821,0.09731398649214655,0.2766303843913993
USP3-AS1,1.439781886107182,0.0973253779838207,0.2766303843913993
MROH1,-0.32479019335314874,0.09733001059890027,0.2766303843913993
TXNDC9,-0.12946929824243902,0.09734508787575678,0.27664353816129894
RING1,-0.23225692903191586,0.09736116834622867,0.27665953976241325
NOS2,-0.39166457168257196,0.09755006793219365,0.27716656455299704
SIRT6,-0.5413649493502488,0.09757808727937024,0.27720220476286206
UXT,-0.14937073616225938,0.09758355234711517,0.27720220476286206
TSSK6,-1.199526284536229,0.09763393843444976,0.277306228101882
GEMIN7,0.20031763705375916,0.09765055304009926,0.277306228101882
GLS2,-1.9200039485232439,0.09765159450779398,0.277306228101882
TRDMT1,-0.2868848177654364,0.09769803565933054,0.2774083541485174
KEL,-1.9188688015694362,0.0977119457118451,0.27741809787893823
MLC1,-1.9189173422695944,0.09772470038762664,0.277424559592796
SHISA8,-1.0985084046301392,0.09785745503367248,0.27777164383150843
HAS2-AS1,-1.5287795778773992,0.09793869058655959,0.2779724306688642
DTNB,-0.17076877642282007,0.09797054553725354,0.27803303602731133
GTF2H2,5.242277576497464,0.09798638559579426,0.27804818420671523
VTI1A,-0.3005995237457615,0.09800703026249993,0.27807696133315674
P2RX5-TAX1BP3,-2.593547462573119,0.09803766503450133,0.2781340743450946
ARRDC1,-0.3579724997217557,0.09806406959116898,0.27813726612896333
PPM1J,-0.8295578414600504,0.09806621428741165,0.27813726612896333
RNF126,-0.3627609400990295,0.09807030705623693,0.27813726612896333
LOC100507053,-0.6030451228625378,0.09808626798001291,0.27815273615797365
C6orf52,0.8881742580302827,0.09814055221662439,0.2782768683661916
ENO1,-0.19792581299338075,0.09820445320140851,0.2784203152800562
ZCCHC7,-0.2933290542893445,0.0982121746704606,0.2784203152800562
ZNF646,-0.3772555062929719,0.0982398257952208,0.278468885217181
LHX1,-0.25212739008494367,0.09827213323311573,0.2785306420454704
FAS,-0.6546763107528522,0.09838565096413092,0.27882253364112247
KBTBD2,-0.2709858162884444,0.09846597020418348,0.27902028911011
C5orf51,-0.4292565643478188,0.0985151502507487,0.27911964982647575
LOC101241902,-0.529157689543766,0.09853089318259663,0.27911964982647575
RBM38,-0.3682834540425777,0.09853266278671359,0.27911964982647575
LRRC43,-2.032068729473263,0.09855496217400896,0.2791529499900382
CYB5D2,0.3196577120980688,0.098583842134624,0.27920488024327883
FBLN2,-2.035025491812182,0.09863049427641345,0.2793071276038128
VLDLR,-0.919441909293294,0.09865313283059828,0.27934135740000954
AGPAT5,-0.3700132445036797,0.09871249562526407,0.27947955530733254
CENPK,-0.2934742874271574,0.09874374370459499,0.2795381324400291
CHD8,-0.23513690770289486,0.09875453847079736,0.279538801027944
INIP,-0.2749174683782707,0.09876656907620107,0.2795429673179841
UGDH-AS1,-0.8656885677767248,0.09879376005262025,0.2795900371344865
TTLL1,-0.3201205069258881,0.09881034863045823,0.27960709491143454
VAMP1,0.2413121021289859,0.09882523612774255,0.2796193359497685
CEPT1,-0.23153905702019806,0.09892119630998027,0.2798609395497679
BRD4,-0.25627528184541326,0.09901884946346236,0.2801072806437831
RIMBP3,-1.0177306410243219,0.09908366828266983,0.28025946690384224
CDH23,-0.2751561498499129,0.09909381944048601,0.28025946690384224
DDX17,-0.3232952586489226,0.09913544747409705,0.2803472518560905
PPP2R5D,-0.20667557541945492,0.09916056676562045,0.28038833761826354
KDM5A,0.3130086375212908,0.09918204758289899,0.2804191274836876
BRF2,-0.25616185190182694,0.0992777458910602,0.2806597247694414
ATG4C,0.32688879263214154,0.09929786660454479,0.2806866344603164
PPIE,-0.15906344718125354,0.09931982963896509,0.28069428927294005
ADRA2B,-2.419460286411209,0.09932177910892927,0.28069428927294005
SCOC,-0.1935191662802307,0.0993411390967792,0.28071903699297995
ARMT1,0.23685152833677492,0.09938621263056456,0.2808164332331053
GK5,-0.32725988744837764,0.09940861757434104,0.280849765263118
MC1R,-0.33282539654027055,0.09943492630059003,0.28089411799062325
SSB,0.278534338584123,0.09950137827491078,0.28105184997634297
SHE,-2.3768314454169923,0.09951626429390997,0.28106391051645685
HS6ST1,0.26462851915694685,0.09952773600669318,0.28106632648290153
USP39,-0.11548016277829554,0.09957963561366313,0.28116809003588955
RFK,-0.33950968498475476,0.09958501153036965,0.28116809003588955
BMI1,-0.47063197571064386,0.09962533187673663,0.28125193660019215
TMEFF2,-1.61893733140939,0.09976860842012192,0.2816263895855345
DHX57,-0.2864234808562873,0.09987565439303554,0.2818985021381254
SLC40A1,0.6165224178188851,0.09992064416829959,0.2819954220611589
SETDB2,-0.1592140856697144,0.0999395562712835,0.2820187329228555
MORF4L2-AS1,-1.4079336821011905,0.10004125587206891,0.2822641037902425
MCOLN1,0.2784582850548496,0.10005185445082804,0.2822641037902425
ARHGDIB,-1.6366851351360905,0.10005849344934564,0.2822641037902425
GATM,0.3793935188978521,0.10014197794660563,0.28246951482382104
ACOT8,-0.30806346036230003,0.10018383248642827,0.2825186200864997
APEX1,0.16833047802769663,0.1001850259144077,0.2825186200864997
POC1A,-0.3753410839510565,0.10020152945572094,0.2825186200864997
EPHA5-AS1,-1.2522550377864134,0.10020207148676985,0.2825186200864997
SPIN2B,-0.656373252222342,0.10030415668431454,0.28277633353393966
FBXO9,-0.2427354312235508,0.10035132051720724,0.28287917490343506
HOMER2,-0.23322068420604225,0.10041460418284252,0.2830274295476159
LINC01573,-1.0020000662700848,0.1004344044409567,0.2830531038507908
DNAJA2,-0.23913242640434973,0.10045990814848035,0.2830874466578307
RPRD2,-0.341921800794168,0.1004679754030964,0.2830874466578307
SCX,-1.0013185144434908,0.10048889781330432,0.2831162679160617
ASPH,0.3651718447257508,0.10053597845680752,0.2832187731053393
ZMAT5,-0.37542601187866254,0.10057692271821257,0.28330397158896453
HIF1A-AS1,-1.0005216414400149,0.10069625413015212,0.2836099285208274
MEF2D,-0.30589675091857593,0.10077199010777554,0.28379304734638416
ABALON,-0.8564603779643074,0.10078935185043303,0.28380616509269196
MICAL3,0.19550043831042707,0.10079808764368584,0.28380616509269196
ENDOV,-0.44906952733440875,0.10083422263387991,0.2838777163156072
C17orf50,-1.0010531730104468,0.10093434644664868,0.28412938034822155
ARL14,-1.8771636642704135,0.10096361132474689,0.2841815447398123
ADCY10,-1.0007528470113942,0.10104878750419446,0.2843650264425513
HAPLN2,-1.0004532223981437,0.10105555688343183,0.2843650264425513
EFCAB2,0.3012018404500001,0.10106844197419684,0.2843650264425513
ALG1L,-1.6283751111579012,0.1010717619952562,0.2843650264425513
GPD2,-0.483198567038178,0.10110517626659668,0.2844288111420834
PHYHIP,-1.00027117314351,0.1011274097501106,0.2844611318672097
SERTAD4,-1.7978548567794865,0.10116186390424149,0.2844861088019323
HMP19,0.9997896070816932,0.1011671475116249,0.2844861088019323
TOP2A,-0.4188208390522252,0.10116852556639065,0.2844861088019323
SMAGP,-0.984609035858365,0.10119203476500685,0.2845219966443879
MST1R,-0.6235744975318376,0.10123263095451276,0.2846059153149332
MALRD1,1.0004444863622366,0.10124538598307833,0.28461155169908675
PJA1,-0.27583561595806927,0.1012624228389246,0.28462922228055304
LINC01002,-0.6347301395668392,0.10128177014114438,0.28465338264191054
BICC1,1.291122348439252,0.10139891700531385,0.28494533363851543
PCDHB15,-1.5371388007002473,0.10140717407146713,0.28494533363851543
OSBPL11,0.3836258811465729,0.1014559484545445,0.28505213152223985
SYN2,0.3472129526431278,0.1014876708434116,0.2851110022898262
MARVELD3,-1.570404395105826,0.10151018553666943,0.2851439959770104
ALG1L9P,-1.802630041671736,0.10154901797338768,0.28522281464517707
PCDHGA9,-1.674414173032436,0.10156037447945591,0.28522445256641515
SLC12A3,-1.5289729668501408,0.10162379809974315,0.28533410028577516
CEP78,0.22397442183925875,0.10163149032349499,0.28533410028577516
GDE1,0.185679999997026,0.1016317494124593,0.28533410028577516
FIGNL2,-1.4473183621931551,0.10176797587896962,0.28566022267191965
PIK3R1,-0.3377271811488658,0.10176948896096491,0.28566022267191965
VLDLR-AS1,-1.1087803168599168,0.10181023983548745,0.2857443124821934
DCST1,-1.1077180000576585,0.10183357235669471,0.2857795026651996
ASB9,-0.2976595895635672,0.10184747884917282,0.28578823556246424
ACER3,-0.2942978545232613,0.10194350230194983,0.286007643355933
KLK10,-1.1079613435056228,0.10194727593389762,0.286007643355933
MRPS34,-0.3931876486376211,0.10200522155884702,0.28609513509666734
CCDC87,0.37710141990971024,0.10200843580357272,0.28609513509666734
SNX25,0.27867214710248334,0.10201088103163512,0.28609513509666734
GLUD1P3,-0.8050224155347374,0.10210373452410507,0.2863252167700118
DAP3,0.15430856836056783,0.10217306901449494,0.2864558775683067
HOXD3,-1.3851659537053924,0.10217544956933224,0.2864558775683067
NMU,0.6050203622131685,0.10218278782833196,0.2864558775683067
POLG2,0.27780264017724576,0.10224613661464205,0.2866031198382899
LOC100130673,-1.3913757357863905,0.10242954193050502,0.2870595871610477
METTL2B,-0.2832332823620103,0.10243066741871265,0.2870595871610477
HDAC2,-0.17893322217459406,0.10245648800898835,0.28710155800571197
ST7-OT3,1.00959001381588,0.10249927005367834,0.2871910439910185
TP53TG3D,-1.2470393126433028,0.10252758355785871,0.28723997615812796
DSG1,-1.3903517483458083,0.10255063197720937,0.28727210281694154
SARS2,-0.3455041610723555,0.10256075225026369,0.28727210281694154
HINT2,-0.2754734031693147,0.10271774494342233,0.2876624720539053
CYP20A1,0.1921260598873591,0.10272785580026168,0.2876624720539053
SLC2A9,-2.183200775171936,0.10273537963563548,0.2876624720539053
ID1,0.3680776005751447,0.10274358208656201,0.2876624720539053
GLTSCR1,-0.5390462491032473,0.10277948590971968,0.28773256735326513
MAN2B2,-0.2318935507621518,0.10282199721977212,0.28782114362375416
MSX1,-0.47174507591992576,0.10288570439736154,0.28796877943451854
KIAA1586,0.4539011386514886,0.10289649304817924,0.28796877943451854
TRAK2,-0.4358510071858479,0.10293761956014001,0.2880247119845827
SURF4,-0.2066021855351341,0.10293823700842762,0.2880247119845827
STARD8,-0.48258710270340277,0.1030312508169728,0.28821399893818245
GPR158,-1.8039657673022416,0.10303417328245269,0.28821399893818245
PYGO2,0.20421929707088537,0.10303854579603011,0.28821399893818245
G6PD,0.2567648266954805,0.10309366339310627,0.28833770740888326
ZMAT1,-0.4857410226075052,0.10311181992502176,0.28835802603939487
SESTD1,-0.54525567651012,0.10315436376043904,0.2884229881006495
MMP15,-0.26609734422521747,0.10315683755713126,0.2884229881006495
FAM3C,0.20326424748080463,0.10327070270441814,0.2887108610453506
STX18-AS1,-1.812979901254592,0.10340450757003633,0.2890544121968865
RPA2,-0.12189387327259027,0.10341687928823357,0.2890584754176503
PLEKHH1,0.49496283752981896,0.10348112201234373,0.28920750609910273
CPN2,-0.936073894810427,0.10354830661591286,0.28935314670063006
DEPDC1-AS1,0.6147782372570667,0.10355509216198186,0.28935314670063006
USF1,-0.09769537748231372,0.103688020914136,0.28969400102382337
CD320,0.39647180337001586,0.10374176884353861,0.2897877397569418
LOC645513,-0.6616526509751264,0.10374346354735767,0.2897877397569418
SPRY4,-0.15483092171287183,0.10384194959982544,0.29001072766264596
ENTPD7,-0.4338046408057874,0.10384520106673782,0.29001072766264596
CLVS2,-1.3884987636730641,0.10385879367274296,0.29001809539983864
ZNF41,0.5122293576594776,0.10389582713159623,0.29009091154914685
PDX1,-1.4005291033734184,0.10394496382166393,0.29019750260239935
RASAL1,-2.2942697957276943,0.10396242654139765,0.2902101748839187
EME2,-0.5615195920998932,0.10397142620487133,0.2902101748839187
ZNF74,-0.30236392053619543,0.10414068929643004,0.2906246180607987
FAM127B,-0.2952749468589744,0.10414793267494206,0.2906246180607987
TRIM22,-1.855876262029816,0.10415283762647246,0.2906246180607987
EIF4G2,0.30783615450733315,0.1041923553652299,0.2906529139586096
SUGP1,0.16311447905523657,0.10419642805393202,0.2906529139586096
ATG9A,-0.23366297300704275,0.10419927487942716,0.2906529139586096
FAM46B,-0.3135309565869644,0.10420689175807826,0.2906529139586096
CCNJ,-0.3848894606944562,0.10426139805871944,0.2907743088175073
ELK4,-0.390193005759091,0.10438152561984569,0.2910714018433008
XRN1,-0.756124971933616,0.10439113850946635,0.2910714018433008
ELP4,0.18944780748148915,0.10440090772064153,0.2910714018433008
ARHGAP18,-0.41328399425303086,0.10453312689716991,0.2914070189161385
EFCAB6,0.4563182528222032,0.1045432999307076,0.2914070189161385
PRADC1,-0.24739650899921273,0.10461270665027023,0.2915697871950631
TMEM2,0.5372933267115041,0.10474016425673523,0.2918942998628489
FAM171B,0.4670520013295558,0.10475722434625465,0.2919111161527304
OGFRL1,-0.3553648172653574,0.10477936750961613,0.2919420916456627
PPP1R2,0.2317403808096561,0.10484903241630099,0.2921054544061421
GUSBP11,-0.380511915130894,0.1049676785852179,0.2924052283821174
DEK,-0.280806179326909,0.10500652124703647,0.29247732652976194
EMILIN1,-0.6907232509201768,0.10501565499497326,0.29247732652976194
RFX5,-0.3023952263039025,0.10509120160414076,0.2926569435647025
IRAIN,0.7067860447249887,0.10513632233167927,0.29275180203315193
NOXA1,-1.1683462174647872,0.10519640874454485,0.2928883080778026
STAC,-0.7061803106340179,0.10532906158239118,0.29322680393205114
LOC284950,-0.8621412708080005,0.10536891600449011,0.29330691317620394
NEUROG2,-0.8625086457730609,0.10540854799484034,0.29334553095822213
HIST1H2AL,1.494250566777787,0.10541444450772258,0.29334553095822213
PI16,-0.8622376027361438,0.10541602951979322,0.29334553095822213
ACO2,-0.22974784904275936,0.10545522507341198,0.293404599814371
ARHGEF26,0.29027626062311906,0.10545942103242886,0.293404599814371
MFSD2B,-0.8624625042299896,0.10549293726300212,0.2934563960377635
GCK,-0.862014964702986,0.10550020689282089,0.2934563960377635
XKRX,-0.862012070039271,0.10552479657572796,0.2934939583299084
MNX1,-0.8424500488580273,0.10556964767671426,0.2935255926148901
GABRR2,-0.861786160923558,0.1055758198552256,0.2935255926148901
PXDNL,0.8619323379085317,0.1055799212118189,0.2935255926148901
ZBED3,-0.8172150941608463,0.10558051816701032,0.2935255926148901
PKP4,-0.22580234097274499,0.10559614205255935,0.29353820462426594
DRC1,-1.6772004214764262,0.10564978010187953,0.2936265352436565
PRRC2B,-0.2419089441951705,0.10565009913998383,0.2936265352436565
