gene,log2FC,p,fdr
SOGA3,-3.236702843194346,0.0050851555088335864,0.04988124938731723
FAM83H,-1.5931920210830732,0.005089530865383347,0.049898186389707846
HIST1H3D,2.084834612810461,0.005090651612411743,0.049898186389707846
FAM86C2P,-0.8607702868409355,0.0050993407212915915,0.04992904555222374
SPHK2,-1.0297663129716392,0.005099563166550395,0.04992904555222374
PYCARD,-1.2133029404778242,0.005102332682904622,0.04992904555222374
SIX2,-3.857113203989165,0.005104264959911246,0.04992904555222374
C14orf132,-1.0327428626268587,0.005104662663808893,0.04992904555222374
ANO1,-2.9329916571176327,0.005105115252497437,0.04992904555222374
FRMD4A,-1.9629909228597908,0.005110400575826799,0.04996228037112795
CHRNB2,-1.4635891490737252,0.005121019523049709,0.05001881950378432
TSSC1,-0.41953041511367317,0.0051234239424133125,0.05001881950378432
PSMF1,-0.41775714784477813,0.0051237297484080825,0.05001881950378432
ZNF462,-0.9643287093423041,0.005126961426728198,0.05001881950378432
CRYM-AS1,-2.056539358823869,0.005128397930165824,0.05001881950378432
FAM134C,0.4997366905588265,0.005129401842327145,0.05001881950378432
IL3RA,-1.3713647533698872,0.005129408685657202,0.05001881950378432
MLPH,-1.8695734096441097,0.005134900260441301,0.05004871776450613
LGI2,-2.1046452934583284,0.005138154020067565,0.05004871776450613
HSD17B14,-0.8343092411978077,0.005140031474304693,0.05004871776450613
TYMP,-1.5031004582033276,0.0051406706890643125,0.05004871776450613
ARF5,-0.6604831599984333,0.005141926810933208,0.05004871776450613
CUTA,-0.6943395843072171,0.00514455529657199,0.050051290817213344
CNTNAP1,-0.7842929164822294,0.005145972185248525,0.050051290817213344
HAUS1,-0.5650243765987,0.005150163384616025,0.0500736597898308
RTKN2,-0.5907651285988482,0.005156180329846041,0.05008508491799076
LY6E,-0.9678628474177202,0.005158388132715075,0.05008508491799076
NFKBIL1,-1.184606338714854,0.005162611928008904,0.05008508491799076
NOTUM,-1.6785516394639224,0.005165519973025173,0.05008508491799076
XRCC4,-1.909839282733154,0.005165782042743316,0.05008508491799076
TCEA3,-2.341843049599264,0.005166542537153496,0.05008508491799076
STK36,-0.6067333915525968,0.00516919661896082,0.05008508491799076
RPL23A,0.33334159782273076,0.005169254746874277,0.05008508491799076
SLITRK2,-1.4494841246430623,0.005171533481281478,0.05008508491799076
PARD3,-0.4566762720905224,0.005174340160728599,0.05008508491799076
RAB22A,-0.7038719741851605,0.005175489729829083,0.05008508491799076
PRUNE2,-2.821638961881729,0.005176149431956459,0.05008508491799076
RHBDD3,-0.7672615742312203,0.005176624896955075,0.05008508491799076
SERTAD1,1.0042840592814368,0.005177823509746581,0.05008508491799076
LCMT1-AS1,-2.45693412116586,0.005187357709950609,0.05015898296966485
C7orf55-LUC7L2,-0.4787185120005333,0.005193993764030015,0.05018670437291443
MAPK13,-3.6168052654824083,0.0051944712398478135,0.05018670437291443
SULF2,-0.3985268491857408,0.005197446249231837,0.05018670437291443
IPO8,-1.0992938682461713,0.005197807115789665,0.05018670437291443
ZNF75A,1.2018152606795187,0.005204920337697157,0.05021291813942805
ASF1B,0.9247653754856398,0.005206197999698239,0.05021291813942805
IFT22,-0.38153002388932933,0.005206211909073844,0.05021291813942805
EBF4,-0.9040008622306601,0.00520854115326701,0.05021708923260892
CCDC121,-0.7741860033274586,0.005213545789110878,0.050247042142959775
BAG5,-0.5959477487089835,0.005220729538610716,0.050282989772207916
CREB3L2,-0.8328077829594207,0.005221074178802627,0.050282989772207916
IRAK1BP1,-0.8582783534897862,0.005232287476656118,0.05037265852526208
FDPS,-0.540563131478244,0.005247399437699609,0.05042538632194032
SP100,-0.7215992445532038,0.005248834915654186,0.05042538632194032
ACBD6,-0.33156296263412166,0.005249021914618167,0.05042538632194032
CTSV,-0.36878719516052527,0.005249712224784983,0.05042538632194032
FHL1,-2.0449859559008106,0.005250885679140282,0.05042538632194032
STK17B,0.5518165414944818,0.005251820247856759,0.05042538632194032
SFT2D3,-0.4534657030756106,0.005252159572858834,0.05042538632194032
COLGALT1,-0.665589223027709,0.005255193881507778,0.05042538632194032
KLF6,-1.3406857397786425,0.005256941670889494,0.05042538632194032
CHPF,-0.9939386877519834,0.005258003992973866,0.05042538632194032
CERS2,-0.44737961227884426,0.005259584996430893,0.05042538632194032
CABYR,0.700269657780451,0.0052642473401444045,0.05042538632194032
TCAM1P,-2.933266702053312,0.005267006537026697,0.05042538632194032
KCNMB4,-2.5454035789249865,0.005267070612243469,0.05042538632194032
RIT1,-0.687063021319382,0.005267649760764243,0.05042538632194032
ZNF337,-0.7289050564695856,0.00526867138254426,0.05042538632194032
HPS4,-1.1210062605790014,0.005271919175315422,0.05042538632194032
HOXC4,-1.3846309752620432,0.005272047944820804,0.05042538632194032
PRR13,-0.6890847523994381,0.005278077816165255,0.05046482852400691
GLT8D1,-0.8762318395688791,0.005280352501187724,0.05046835107182129
ZNF251,-0.43158979404959297,0.005286559135990135,0.050497608589161164
RBL2,-0.9308834475761909,0.005293046611015391,0.050497608589161164
MCTS1,-0.34646469214506226,0.005294249837002876,0.050497608589161164
HTR1B,-2.962607164562742,0.005295155619995042,0.050497608589161164
ANTXR1,-1.4959391293426982,0.005296331419977896,0.050497608589161164
C3orf38,-0.31724119296440634,0.0052964079629678786,0.050497608589161164
ACOT13,-0.3261060309814994,0.005296765214432505,0.050497608589161164
SMIM24,-1.7738319622998362,0.005299140352892395,0.050502066538094366
MRTO4,-0.4984475565376272,0.005307826266434272,0.05056664282254313
FCGRT,-2.110512610207005,0.005311116881897243,0.05057979116842788
PPAN-P2RY11,-1.826168985195081,0.005316534029358751,0.05059679423323696
EVPL,-1.138529714686026,0.005318714165020395,0.05059679423323696
PITPNC1,-0.6344495936954226,0.005319929221550437,0.05059679423323696
SF3A1,-0.36224108203025374,0.005320546747699026,0.05059679423323696
TMEM26,-2.0523334953490915,0.005322520932514765,0.05059697512595669
CCDC18,-0.5152783084860593,0.005324388015143167,0.05059697512595669
CYB561D1,-0.4287154493776102,0.0053267997282361625,0.05060173046467614
BDKRB2,-2.303313649964631,0.0053342915699107155,0.050646639327556836
PHF21B,-1.4127933546100797,0.005335353242098433,0.050646639327556836
RAB39B,-0.8530487199649652,0.005338271580914638,0.0506561792490018
ARHGEF17,-1.402444929309942,0.00534025452218972,0.050656839295941544
DCLK2,-1.2143943807804165,0.005344662705970289,0.05066294738140431
RAB11B,-0.9299124566118468,0.005347106313788772,0.05066294738140431
SLC47A2,-2.302911412891063,0.005347450381594868,0.05066294738140431
NDST1,-1.0728712900124506,0.0053485528963559984,0.05066294738140431
DIO3OS,-2.3029750321778324,0.005353136668015446,0.050688230788880156
PRPS1,-0.5004328068818893,0.00535866569733339,0.05072244345259261
MAFB,-2.1435223420824316,0.0053653028211273655,0.05076596276562356
GAS8,-0.6967250083230496,0.005367098386439295,0.05076596276562356
CLDN1,-2.3329518705821695,0.005376178319857219,0.05081239291901008
RAP1GAP,-1.5128363994714213,0.005376301173496755,0.05081239291901008
CCNJL,-0.992728323581348,0.005377764870975118,0.05081239291901008
FAM129A,-0.9415808361303473,0.005380273802197951,0.05081796250916545
ENSA,0.312711233628594,0.005384265143535228,0.050818979509830095
SNHG9,0.7422553362738444,0.0053842756520224464,0.050818979509830095
DPH3,-0.3692807288371256,0.005386140000173116,0.050818979509830095
POLR3F,-0.47807651474841073,0.005392894958223044,0.05086023874336814
PCAT7,-0.8500337870662289,0.005397203274248924,0.05086023874336814
EMBP1,-1.199222794041817,0.005400735713567828,0.05086023874336814
SLIT3,-1.3978288308143467,0.0054028694284148065,0.05086023874336814
ZNF512B,-0.9496723902952695,0.005404722463550446,0.05086023874336814
ZNF605,-1.027290067736498,0.005405446459958861,0.05086023874336814
CSDC2,-1.1061802061644306,0.005406856723326734,0.05086023874336814
STARD4,-2.183875964672129,0.005408964732093663,0.05086023874336814
BTN3A3,-1.4256967750311698,0.00541026534413447,0.05086023874336814
RBBP7,-0.32997859210398417,0.005413430459771168,0.05086023874336814
GDF15,-0.980831328176798,0.005414417698794791,0.05086023874336814
CERK,-0.71874256623299,0.005414703690390511,0.05086023874336814
TBC1D30,-0.3264896187641888,0.0054155357784068546,0.05086023874336814
FADS3,-0.8962184468645624,0.0054182210854858024,0.05086023874336814
LMF1,-1.1130277575339056,0.005419328932768329,0.05086023874336814
FAM136A,-1.093067234047627,0.0054217997510509815,0.05086528009052677
LOC100133669,-3.422111945408719,0.005427023419488304,0.05086528009052677
FAM168A,-0.6712460802050586,0.005427844997812566,0.05086528009052677
CD82,-1.5917366688534509,0.005428397584176312,0.05086528009052677
KXD1,-0.6999148856690613,0.005429472390399572,0.05086528009052677
ZNRD1,-0.5498074028673479,0.0054344103879746565,0.050893532020385226
COX6B1,-0.37398673054132914,0.005437481768671765,0.05089550956232011
RGN,-3.4313695217518316,0.005442020072614883,0.05089550956232011
MRPL33,0.5620460777543315,0.005442128315153279,0.05089550956232011
PHAX,-0.496968051517209,0.005443663251223671,0.05089550956232011
DEAF1,-0.93597909823756,0.0054473415979721645,0.05089550956232011
ATP2A1,-1.2473418042183448,0.005448954800639295,0.05089550956232011
ZNF362,-0.8622872079331563,0.005449887596209239,0.05089550956232011
ECE1,-0.6658663247298833,0.0054511064115985814,0.05089550956232011
CREB3L1,-1.253704282825498,0.00545299963366782,0.05089550956232011
PRR14,-0.46491133511435834,0.005456801796478563,0.05089550956232011
UBQLN4,-0.46655750812775487,0.005459328523665062,0.05089550956232011
MGP,-1.8625504440363205,0.005462298782819919,0.05089550956232011
TRPV1,-0.4762222671029459,0.005462455737694469,0.05089550956232011
GJB2,-4.247165813717628,0.005462809285240509,0.05089550956232011
IL17RC,-0.7873197955249456,0.0054658467393415965,0.05089550956232011
LINC01278,-0.5702487896029718,0.005466833681217488,0.05089550956232011
BRSK2,-1.4278342837987097,0.00546730233032062,0.05089550956232011
TMEM14C,-0.31913789926225,0.0054713182729538914,0.050900673402920434
GALC,-1.551851295943922,0.00547192575985364,0.050900673402920434
APLP2,0.5371969692416769,0.005473624822591671,0.050900673402920434
TTC32,-1.1492722058785008,0.005478108859312896,0.05092281838455362
SAMD4B,-0.6194177829545158,0.005480318048971649,0.05092281838455362
IKZF3,-3.064912478391694,0.005482954797132896,0.05092281838455362
ZNF827,-1.8470767704707143,0.005483699913668078,0.05092281838455362
GSE1,-0.9834548145041992,0.00552219780601508,0.05122996788937729
CLIP3,-0.37409851200089683,0.00552240440048185,0.05122996788937729
ISLR,-3.4086977677786754,0.005525224927966615,0.05122996788937729
BCORL1,-0.7108883344172554,0.005527869845574855,0.05122996788937729
SDF2L1,-1.2626269781002915,0.005527970235165238,0.05122996788937729
TMEM9,-0.6509001531979806,0.00552838595882723,0.05122996788937729
THYN1,-0.4970507935505424,0.005537106009291297,0.05127081224781667
IL4I1,-3.0156635855511227,0.005538499851105261,0.05127081224781667
GALM,-1.3114986037717298,0.005540868113312878,0.05127081224781667
CDYL,-0.4086417846341597,0.005542331688957244,0.05127081224781667
CP,-4.7631256540247175,0.0055424764741549126,0.05127081224781667
PLBD1,-1.0570691978402706,0.005545953146015512,0.05128505397861009
TRIP10,-0.7914943661151188,0.005558331981672486,0.05138157793812118
UNC80,-2.637460536553508,0.005561573421822143,0.0513923841550698
MFSD5,-0.5682349630802985,0.005563383304567706,0.0513923841550698
PLK2,-0.7381952201915958,0.005571887960659394,0.0514409944899867
OXCT1,-1.6423969984212539,0.005574056760295911,0.0514409944899867
RNF168,0.4313196444585454,0.00557447453037854,0.0514409944899867
TIFA,-1.1021165356230345,0.005586820531974975,0.051527341105269825
DPYSL5,-1.904916854826106,0.005589433504725268,0.051527341105269825
DLL3,-0.8562697476938208,0.00559424601544873,0.051527341105269825
ZNF433,0.9017228083791107,0.0055943074561038,0.051527341105269825
PCDH9,-1.5018469092289326,0.005595095070276602,0.051527341105269825
PARP10,-1.1889899149082739,0.005595509185180387,0.051527341105269825
ARHGAP19,-0.6367770907166665,0.005604953117530825,0.051564347371818114
NDC80,-0.4525460442224105,0.005607456522327496,0.051564347371818114
WDR63,1.8587864574219966,0.005608917217702137,0.051564347371818114
ZNF335,-0.53348252572086,0.005614398124700477,0.051564347371818114
TBC1D22B,-0.4944496609192459,0.005614962856836561,0.051564347371818114
C9orf89,-0.9147977707746007,0.005615560155396396,0.051564347371818114
CARHSP1,-0.4556120120870446,0.00561597224858535,0.051564347371818114
C20orf195,-3.789147502141855,0.005616488507061414,0.051564347371818114
SUCLG2,-0.6164870818129717,0.005617056763751594,0.051564347371818114
NKD1,-1.1797619344794308,0.0056252573671708725,0.05162172921866511
AGBL2,-0.8954809207335979,0.005629025756512901,0.05163841195553675
TMEM237,-0.5878106659602551,0.005635430049642419,0.05167178533115033
WDR66,0.7442737883393367,0.005636567177955133,0.05167178533115033
FBXO4,-0.6867338843372988,0.005640373237172104,0.051688778627252144
SLC22A5,-1.3602755871782817,0.005644784538085091,0.05171130472173106
TMEM102,-2.33092007911931,0.005664074874210097,0.05185827379158826
SLC35E2,-0.6958152437438834,0.005664745148452247,0.05185827379158826
CEMIP,-2.348858126296484,0.005667197750095447,0.05186279309843656
SMO,-1.1142522174891747,0.005672093033740644,0.05188200091266924
OGFR,-0.795658591164937,0.005673215963821623,0.05188200091266924
AKAP6,1.1570441494702624,0.005675251762235433,0.051882696963115704
ATP2A1-AS1,-1.067192574004463,0.0056831307727477865,0.051912354995997494
MTA3,-1.0185478873452407,0.0056833109146953555,0.051912354995997494
MCF2L2,-1.1738213823148018,0.005685453286128966,0.051912354995997494
APOPT1,-0.27674481838516307,0.005686339168588961,0.051912354995997494
ACHE,-0.869577089268275,0.00569355350614625,0.05191292166982549
PITPNM3,-2.369063341695059,0.005694942097575588,0.05191292166982549
ADRBK1,-0.7552089487130402,0.005695115487584853,0.05191292166982549
ZNF544,0.387813012687257,0.005699634224541472,0.05191292166982549
TUB,-0.5053846898131233,0.005700274509356907,0.05191292166982549
ZADH2,-0.49256520397897496,0.005700706380034014,0.05191292166982549
EMD,-0.4728321396987525,0.005702115067020256,0.05191292166982549
MLXIP,-0.5982652315182122,0.00570737632639062,0.05191292166982549
RCN2,-0.34494822306686146,0.0057088044019303905,0.05191292166982549
MYOM1,-2.53931932666322,0.005708912640895221,0.05191292166982549
WAC-AS1,-0.4182227374345615,0.00571250804059111,0.05191292166982549
CD109,-1.9954993068658844,0.005713442413755736,0.05191292166982549
UBE2Q1,-0.7168651101608301,0.005714230557075936,0.05191292166982549
EEFSEC,0.6929720845155334,0.005715719930771774,0.05191292166982549
GABRD,-2.329786146986769,0.005715813660719217,0.05191292166982549
RPH3AL,-2.9509152295629555,0.005718579667612904,0.051920232064489584
COTL1,0.5589578669169839,0.005726687051710959,0.05197601635037628
SNX5,0.9686367719703188,0.005729228818564924,0.05198126558310704
GANAB,-0.3550457667710898,0.005743540502163245,0.05208136644736843
JAG2,-1.4096365706723066,0.005744196034988322,0.05208136644736843
THEM4,0.4648634656486763,0.0057467106322108,0.05208632796569015
RUSC1,-0.72990199350326,0.005749954445076789,0.05209789320102943
P4HA1,0.8963538244568063,0.00575884727166334,0.052160616324764604
EEF1A2,-1.1776675649694806,0.0057651421515799006,0.05219199570205358
C1QL4,-1.0838129032150619,0.005766254482663143,0.05219199570205358
CBLB,-0.7308386996316489,0.005777208783581032,0.05227327496422003
MFAP1,0.5558330760557908,0.005782372589698711,0.052289909222665576
TGFB2,-1.863646155221355,0.005783837062843352,0.052289909222665576
RREB1,-0.6006956810045398,0.005786639579942828,0.052289909222665576
RALY-AS1,0.7510397261039277,0.005786947460714263,0.052289909222665576
MZT2B,-1.7077161777834267,0.005790590048446277,0.05230497152255721
FOXD1,0.5456966226942637,0.005792872032717262,0.05230773774426655
PSMB7,-0.5182821350916686,0.005810795455620331,0.052451690994731764
PSPH,-0.7350601685255125,0.005814925330482384,0.052471079797041964
LINC00888,0.7421542491617439,0.005817263745071475,0.05247429562206722
SP2,-0.7703199580399946,0.005820283007098112,0.052483648710123475
SBF2-AS1,-1.584806217859982,0.005833458820163913,0.05256060040317897
ADAMTS2,-2.163349665375618,0.005839292230766925,0.05256060040317897
GNB2,-0.9451125165705587,0.005841513846414439,0.05256060040317897
SMIM13,-0.48114750437876097,0.005842097855208614,0.05256060040317897
CMIP,-0.5225758858336125,0.00584320059549895,0.05256060040317897
IFI30,-0.5568222377833294,0.005844149052820755,0.05256060040317897
CRHR1-IT1,-1.6365680525635584,0.00584426768138061,0.05256060040317897
BMS1P4,1.161785559337738,0.005844699058997503,0.05256060040317897
UBXN11,-0.7976031654338422,0.005847328229264651,0.0525663887503503
NUDT15,0.9042309118468275,0.005849986184573345,0.052572431852199356
HOMER3,-1.9991316608857606,0.005854377370458263,0.05258629544174189
LSM2,-0.4666150133144811,0.005857364787639657,0.05258629544174189
RHBDF2,-0.7677307822880586,0.005857487639573063,0.05258629544174189
MAN1C1,-1.4739048282126515,0.005862732007827694,0.05261553556177566
NELFCD,-0.4925206079278368,0.005865936137019081,0.05262645178840399
ARHGAP23,-1.248162505969451,0.0058718835447475705,0.05266196370162328
CRACR2B,-1.1385773255212221,0.0058755467536025915,0.05267697267241064
SMARCE1,-0.6838542342246434,0.005878223223476457,0.052683127908442526
ZSWIM7,-0.48658162322440024,0.005880622965344323,0.05268679966412553
STC2,-2.0146853011638566,0.0058905516057787995,0.0527545079684748
P2RX7,-2.091626687904601,0.005892757306607775,0.0527545079684748
MRPL28,-1.0270173274258454,0.005894158057440924,0.0527545079684748
UROD,-0.9425263965827142,0.005896318790671006,0.052756012160532245
CDH17,-1.8176959943197506,0.005907800084513478,0.052791831417671915
FAM189A1,-1.1679047748890032,0.005907839346641717,0.052791831417671915
LTV1,-0.5982807231630733,0.0059113941705205095,0.052791831417671915
MAPKAPK5-AS1,0.15814910537781657,0.00591150619509996,0.052791831417671915
SYNGR4,-2.984544707258199,0.005913315999695744,0.052791831417671915
PTPN18,-0.3936177353934749,0.005914134854412136,0.052791831417671915
COL11A1,-1.0125643376352294,0.005914280339369779,0.052791831417671915
TMEM179,-1.1237522917970706,0.005924584429265335,0.052865983405729615
EDARADD,-1.131954361151255,0.005927935334189248,0.05287806198539769
PANO1,-1.6106105006313722,0.005932719192197673,0.05290291027734368
LASP1,-0.4598560951467494,0.005940518384690937,0.052954620954441936
TRAPPC13,-0.772590389571036,0.005946804176561083,0.052992810694868615
ESX1,0.9152091102834179,0.0059510150431284665,0.053012491004988616
FIBCD1,-2.6380112245377045,0.005954324242950703,0.053015787743032394
HDGFRP2,-0.6499269952735016,0.005955390094344791,0.053015787743032394
DKK3,-1.9279401308499624,0.005957909861191793,0.053016456538666525
CSNK2B,-0.4232648532398038,0.005959470242080135,0.053016456538666525
SLC9A2,0.7586310502502087,0.005963422512556932,0.053025532365925776
RIPPLY3,-1.9427385871998908,0.005964823910709645,0.053025532365925776
PRDM10,-1.3630162818130227,0.005966498995961959,0.053025532365925776
KCNK15,-2.034356860381436,0.0059699257030961725,0.05303818221123193
MINOS1,-0.5565248613130507,0.005978221850523879,0.05306145039126486
RIN3,-2.697735186540922,0.0059785928885401985,0.05306145039126486
GTF3C2,-0.38789795408039396,0.0059802604086661715,0.05306145039126486
PRSS22,-4.035048377652091,0.00598056158517599,0.05306145039126486
ZDHHC2,-0.9047266584422653,0.005989723286545574,0.053062353338797795
CDC42BPG,-3.2199959089089463,0.0059909003216445855,0.053062353338797795
ZFP37,-1.7369589813779216,0.0059910958208389655,0.053062353338797795
C16orf86,-1.9279929714874344,0.005991858266914672,0.053062353338797795
C11orf68,-1.1673079472154146,0.005994209395389363,0.053062353338797795
DUSP15,-1.207393675001967,0.005995961224755281,0.053062353338797795
FAM122C,-0.9474427043170115,0.005996559431422056,0.053062353338797795
SCNN1G,-5.036024611344021,0.005996697306503607,0.053062353338797795
ANKRD65,-1.603795712942591,0.005999068434062381,0.053065598660809066
FUOM,-1.1212749194357032,0.006007020064959815,0.053096342436671065
KIAA0319L,0.48959052639916756,0.006008453407339016,0.053096342436671065
PLEKHA3,-0.2114453380991641,0.006009703916316134,0.053096342436671065
GLA,0.6757421272997757,0.006010566129658289,0.053096342436671065
DNER,-1.4907008481827448,0.006019767309829587,0.05314790186132022
MAST1,-0.8328584641179928,0.006020417665046246,0.05314790186132022
GLRX5,-0.3572173984781095,0.006023917901009042,0.05315369423150633
MTX2,-0.5358795737263495,0.006026515738165513,0.05315369423150633
JAG1,-1.1483998614651032,0.006028899806332577,0.05315369423150633
SOX18,-1.4273602645251309,0.006029104580820151,0.05315369423150633
ARID1B,-0.9296915714184362,0.006036453097514939,0.05318166022569718
LDLRAD3,-0.4007561293684656,0.0060379698850865655,0.05318166022569718
SLC35E2B,-0.6925511378803648,0.006038302951404938,0.05318166022569718
RABL2A,-1.0723655834699946,0.00604873615230336,0.05325583293389806
TTLL9,-0.665250306519142,0.006053070253611751,0.05327627492166593
PKP3,-3.599375261023501,0.006055875755321955,0.05328325377937811
LRPAP1,0.7764886257528794,0.006059236377235168,0.053295110660232924
GABARAPL1,0.560719020852062,0.00606535462533031,0.05333120681023579
MID2,-0.7045580325039733,0.006070629443448186,0.05335986537692255
RTFDC1,-0.4617747418704763,0.006074705646068709,0.05337797277785233
SLCO4C1,-2.636204385050682,0.006078973207537267,0.053382942555422405
SCN5A,-1.5791958616122885,0.0060799814647643355,0.053382942555422405
RPS27,0.3370266322042479,0.006081320292621491,0.053382942555422405
CCS,0.8359382638340787,0.006083796278850196,0.05338330114363136
OVCA2,-0.6591480130215643,0.006087264490760787,0.05338330114363136
CDC42EP5,-2.8033234167602927,0.006087410241836565,0.05338330114363136
MATN3,-2.7603729597486755,0.006090518060397713,0.053392758009741734
MRPS16,-0.40138851187924374,0.006092522075445884,0.053392758009741734
CACNA1I,-2.6367779849212067,0.006098177593217341,0.053424636591803146
NSUN7,-2.2318694685538722,0.006102742439839972,0.0534469421418337
LOC100288778,-0.5868202083505549,0.006110978143243438,0.05350137114496363
MIS18A,-0.6032684939009609,0.00611334994579189,0.05350444291399679
FGFR4,-0.925280519114164,0.006118289211166924,0.053512368259846864
FAM64A,-0.7155267797984308,0.006118297968746231,0.053512368259846864
MARCH5,-0.41940216440845823,0.006124754748272384,0.05355114992090864
USP31,-0.7666905684052079,0.006126869602241978,0.053551955338183015
GIP,-1.2532179887257309,0.0061311953535308555,0.053558058382274246
TXNRD2,-1.300524875994121,0.0061316137849546076,0.053558058382274246
TMEM151B,-4.103893939924496,0.006142976789307098,0.053639614279982
PEG10,1.4024004907112015,0.0061453008072923235,0.05364221525653289
GLIPR2,-0.7055634141159883,0.006150667568561903,0.053668951201186296
LYPLAL1,-0.34216418950849103,0.00615241801305384,0.053668951201186296
RNF150,-2.3657341121677886,0.006155406195350567,0.05367733169364502
DPYSL2,-0.9710881886517093,0.006166009429341785,0.053740739305315026
ST6GAL1,-1.925283106384998,0.0061669961082193355,0.053740739305315026
PSMB6,-0.6296974199787471,0.006170198664102458,0.053740739305315026
ZDHHC1,-0.9863717788122077,0.00617229104356844,0.053740739305315026
GRIN3B,-1.174892081328096,0.006174899266314418,0.053740739305315026
ZXDB,-0.7810543891971893,0.006177447380223633,0.053740739305315026
PURA,-0.5458505788771717,0.0061777843747687035,0.053740739305315026
MOCS2,0.5043186607938068,0.0061789163529888174,0.053740739305315026
SLC25A51,-0.449613525884315,0.006181895200777499,0.05374899029247432
CXorf40A,-0.6260877218611967,0.006185432772058348,0.053762092134026516
ETV5,0.44257595691572327,0.006189642676487033,0.053781027193959365
GNPTG,0.647343502347276,0.006200754191372795,0.053859897380772556
KIAA1656,-1.8000681666948664,0.006207650132047924,0.05390211126466671
CCT5,-0.3681222385412166,0.006213056330017888,0.05392216250227964
MMP16,-1.2463073733452559,0.006214032777883104,0.05392216250227964
CBLC,-1.9366898443267708,0.0062165864510906775,0.05392614618660694
RIMS3,-1.8323051097211884,0.006218615247756071,0.05392614618660694
HTRA3,-0.9248484854665842,0.0062206024722907495,0.05392614618660694
BYSL,-0.32416998264103825,0.00622493122550171,0.053946007919855245
DEDD,-0.7003967004401304,0.006239244337441944,0.05405061813325728
DHRS7,-0.27754897738596185,0.006242391294477719,0.05405061813325728
ATF5,0.6983004421152526,0.006243127110538273,0.05405061813325728
ZNF444,-0.7945458223486739,0.006252439969059825,0.054113549585112414
NPEPL1,-1.1550196131001398,0.0062576077243845455,0.05414057663499374
ALKBH8,-0.7790746422701895,0.006269875216598238,0.05422367053798891
COPS7A,-0.44834907542381686,0.006271307995743987,0.05422367053798891
MAP7,-1.198484340886468,0.006278085794421102,0.054254669645335284
CWF19L1,-0.6717259037265535,0.006284360014228555,0.054254669645335284
CDK5RAP3,-0.5354749255251718,0.006285188331830239,0.054254669645335284
ACSF2,-0.27097960361924045,0.006286859729902788,0.054254669645335284
GRAMD3,-0.5653154516126504,0.006287661334811199,0.054254669645335284
NUAK1,-1.0327833483764088,0.006288792366596355,0.054254669645335284
MZT1,-0.44412986198560844,0.00628962398796641,0.054254669645335284
VSTM1,-1.722299978069995,0.0062912874716215044,0.054254669645335284
BRD9,-0.41027247903689457,0.006299699662400363,0.054298836029290344
SOCS2,-3.0676617450391275,0.0063005108321805454,0.054298836029290344
C11orf80,-0.8241046778649963,0.006305991333583638,0.05432838286906177
NIP7,-0.5614998917348544,0.006308679869016176,0.05433386451925935
PPP2R2C,-0.7708287078709439,0.006311462917298207,0.05434015633673823
C17orf89,-0.6687819319852473,0.0063199624378593765,0.05439564549490474
THOC5,-0.6336844718097723,0.006322442688266517,0.054399307823157626
HR,-3.6466979883969044,0.006330728754828287,0.054417888475005435
ADAM11,-1.597128448788494,0.00633172852907892,0.054417888475005435
ANP32E,-0.5737383736895314,0.006332232252472534,0.054417888475005435
GM2A,-0.43293771023727423,0.006335295366486533,0.054417888475005435
DTYMK,-0.5827338324370785,0.006335597155727054,0.054417888475005435
FBRSL1,-0.9480762687571627,0.006337290157895542,0.054417888475005435
CRTC3,-0.5274151875932418,0.00633899029487882,0.054417888475005435
LRRC37A3,-1.0488919259030638,0.006346698441897371,0.05446639910834129
DEPDC7,0.8521639319510141,0.006352012417701058,0.054494338547840415
ASB1,-0.69756845692695,0.006362239370627033,0.05456439499104331
C1orf204,-2.4419054744880677,0.006374345238832467,0.05462830207964972
LOC102724539,-1.7189178100506093,0.0063755156646752515,0.05462830207964972
LINC00029,1.7230865821013464,0.006377547759331579,0.05462830207964972
CAB39L,-1.4740487727501685,0.006377944541197254,0.05462830207964972
CFAP99,-1.723785975061909,0.006381588114266474,0.054631072233767994
SRCIN1,-1.5727066978299513,0.006382394954449269,0.054631072233767994
POU3F2,-1.7238519046900376,0.006397653357822713,0.05474397952435563
NHSL1,-1.1784556519264653,0.006400440941594569,0.054750136972121555
SERF1B,-0.6038837517672988,0.006404101782487804,0.05475091628442186
SCN4A,-1.7240319469540777,0.006405552962198458,0.05475091628442186
ZNF826P,-1.3526181356707854,0.006408680362703263,0.05475091628442186
PKN3,-0.9889166922256276,0.006410553665818655,0.05475091628442186
BCL7A,-0.7655809802748568,0.00641188200649525,0.05475091628442186
CCDC37,3.571469039819526,0.0064129401850044265,0.05475091628442186
EXOC4,-0.548959473948802,0.0064197043201398305,0.0547899672884382
TAPBPL,-1.2702995553781555,0.006423969246597025,0.0547899672884382
S1PR5,0.8015276020287203,0.006424558002368942,0.0547899672884382
UPK1A-AS1,-1.3370854228495075,0.006425792197567539,0.0547899672884382
XYLB,-0.9959498111120881,0.006430358590317575,0.05480446628239198
RPS26,0.5020858058001849,0.006431632738031799,0.05480446628239198
ZBED3-AS1,-0.8120476975688087,0.006435850928708047,0.054822764909120185
TRIM9,-0.9429775034853538,0.0064401880664767,0.05482577945544742
KISS1R,-2.3054633188199727,0.0064410805542782675,0.05482577945544742
