gene,log2FC,p,fdr
DLX3,1.8381212846601347,0.0005512143149181784,0.06485955105537232
EPHB3,1.9236196000204933,0.0005564250437565823,0.06518297802413946
CDH23,3.857795003913356,0.0005614007507318663,0.0651884244597602
SLC16A2,1.0120685259560158,0.0005634773923567123,0.0651884244597602
ASIC2,-4.7875578982024365,0.0005639523608291518,0.0651884244597602
S100A13,-2.1520955269425652,0.0005663205902075485,0.0651884244597602
GABRA4,-6.532977393831115,0.0005733329693272099,0.06570991499107309
TRPM8,-5.726450879936138,0.0005809691771390736,0.0657294464091446
SH3D21,0.9450707434737122,0.0005872483754731625,0.0657294464091446
LINC01468,-6.611736921737368,0.0005891091439807202,0.0657294464091446
WDR66,-2.354969096266899,0.0005946061433108937,0.0657294464091446
KIAA1644,1.6694816564729207,0.0005956890223086895,0.0657294464091446
PDLIM1,-2.266563574259104,0.000597022097754992,0.0657294464091446
HCN1,-5.255423983276426,0.0005973371738466435,0.0657294464091446
NID2,-8.511015731533638,0.0005989656279658002,0.0657294464091446
RASGEF1C,1.8919180372842304,0.0005995077053308051,0.0657294464091446
CHDH,-1.5763733993153437,0.0006006160366664815,0.0657294464091446
PCDH9,1.6071758810205932,0.0006013034074714974,0.0657294464091446
LHFPL1,-6.023745199595662,0.0006032957687411573,0.0657294464091446
SPNS2,-1.896232712834217,0.0006087535107348194,0.0659698739250419
ARSI,-1.8814925459598708,0.0006124446618553541,0.0659698739250419
SIPA1L2,-3.8689149172023543,0.0006129778653658285,0.0659698739250419
CHRM4,1.293669874008602,0.0006213304269285174,0.06622215448016648
KIF1A,1.304229033937835,0.0006244601370763322,0.06622215448016648
CIART,-3.6024455997003737,0.0006269668725955877,0.06622215448016648
ACSL1,1.3113271734897332,0.0006279261059581298,0.06622215448016648
NPR3,-4.389562458085519,0.0006315344299799701,0.06622215448016648
NPEPL1,-1.347429097109158,0.0006316707154411335,0.06622215448016648
CORO2A,2.6064505328217438,0.0006328311646263313,0.06622215448016648
KIAA1549L,-2.6958265558029115,0.000637323050123011,0.06642963681892408
AXL,-2.110590952840937,0.0006448986316599666,0.06695565205175537
ARFGEF3,1.8160494226697992,0.0006481813945532465,0.06703360320623906
ACOT12,-6.248528128220127,0.0006620592394040869,0.06785072773559259
GEM,-2.516391056844106,0.0006660825046349417,0.06785072773559259
ATP1A3,0.6748309812168412,0.00066652845779166,0.06785072773559259
SMIM3,-1.8933336621806287,0.0006668529160556658,0.06785072773559259
TPPP,1.3018551909225042,0.0006718674949743652,0.06785072773559259
NCAM2,2.3279852800117906,0.0006733730742157204,0.06785072773559259
GPRC5C,-2.0854618758639702,0.0006740223378455468,0.06785072773559259
FRMPD3,-1.5592463442866222,0.0006945369312819654,0.06962345114279288
LOC100133091,-1.6490367342653043,0.0006982121542445629,0.06962345114279288
ELF3,2.184124240798795,0.0006995217376386366,0.06962345114279288
FAM212B-AS1,-2.077354276187358,0.0007026854424055567,0.06967639358684312
ITGA7,2.1155886544591196,0.0007112254467895811,0.07026005113341105
MGST2,-2.3307099438434378,0.0007181584974405975,0.07035215955022552
EREG,-9.091142557506664,0.0007192988703276452,0.07035215955022552
