gene,jq1_log2FC,reversed
C2,-1.5604928065959909,1
IRF4,-0.33349036842953783,1
FLJ26850,-0.9700798826886052,1
TLL2,0.01695021023364518,0
HUNK,-2.0819047229389285,1
PCDH15,-2.2390998741200905,1
HCG4,-2.057345292376352,1
ADGRG2,-1.270346081957924,1
FOXO1,0.5508868209131874,0
DLEU1-AS1,0.0,0
ADGRL3,-1.0134349050869753,1
TAT-AS1,-0.3342898461456776,1
PAPPA-AS1,-0.8618127686457625,1
LRRC70,-0.8621195561208274,1
FOXCUT,0.3325999108666189,0
CXCL14,-0.22669397963666027,1
MAPT,0.06815399723868154,0
GRAMD1B,-1.3745794820441186,1
GPR157,-1.061321747827627,1
BRINP3,-1.523597309977517,1
TXNDC16,0.2300301053496261,0
FRMPD1,-1.7308994684461778,1
CDYL2,-0.38005269209645487,1
RASSF5,-1.228214274502462,1
OAS2,-3.1116613668489195,1
FAM117A,-0.7886936829851381,1
C6orf165,-0.09162912108116394,1
NTRK2,-3.755021645269837,1
FAM189A1,-1.1679047748890032,1
PCDHA13,-4.959500154365384,1
SLC5A10,-1.115515715807226,1
NGFR,2.0636772755648964,0
FNDC5,-1.6387879794337188,1
TMEM52B,-3.794567207543995,1
DLGAP3,-1.5955056408464756,1
C15orf59,-2.2363140833340527,1
LOC101928979,1.384169698844682,0
CCL2,-3.5410692602357514,1
HTRA3,-0.9248484854665842,1
LOC101927814,-0.7240895926578362,1
ETV7,-2.414243425928421,1
LINC01021,-0.5288652188747711,1
NKD2,-0.1768422931735536,1
UBD,-3.1304390715491963,1
DGKB,-1.508844910427349,1
TNFRSF18,-4.600844859990691,1
TMEM121,-2.8819626373582485,1
CCDC63,-1.8016623530938147,1
RND2,-2.082405383194243,1
RBBP8,-0.41024405117892826,1
ERICH2,0.11778029930588119,0
FOXD2,-1.3375913212312724,1
GYG2,-2.6616437666303256,1
OGDHL,-3.15526087775473,1
NCF2,-0.8654804829274626,1
CPAMD8,-3.0450478387317994,1
LY6G5C,-1.3030950875438743,1
EMX1,-2.4799340843029936,1
CNFN,0.7632271247688669,0
KRT17,-2.6933773042153812,1
PPP1R1A,-0.9366510242134205,1
MCC,-0.5439523297252915,1
WNT5B,-1.9932664883727442,1
FLJ33534,-0.0003432491112622671,1
FAM167A,-2.964817033329153,1
TMEM191B,-1.9297259058737302,1
CLEC2L,-1.5036010200382246,1
ADCY2,-1.1080373518423483,1
GCNT4,-1.2424550070065408,1
CHRD,-1.8748079059151905,1
MYBPC2,-2.107905970939123,1
SIX3,-2.326430898314286,1
TRABD2A,-1.683794306439609,1
CSF3,-0.33660450194981034,1
LRRC3-AS1,-0.9705165683470189,1
DOCK10,-2.4971054533667285,1
FAHD2CP,0.21206392513519212,0
PDCD1,-4.390171708639569,1
APOBEC3G,-0.26561609024144417,1
CCDC108,-2.598287409744012,1
TMEM150C,0.003784394770225852,0
LOC653712,-0.05231123313370967,1
LOC100270804,0.4460689549407588,0
MFAP4,-1.830517221613115,1
SULF2,-0.3985268491857408,1
CRIP3,-0.6679731822956603,1
PPFIA4,-0.7539804601276563,1
SLC26A6,0.011210764362497017,0
PHOSPHO1,0.6598082304718957,0
GPR132,-2.236168567978733,1
ZSCAN10,-0.17604058615100282,1
RHBDL3,-0.39963580503841456,1
IRX4,-3.095433633877566,1
PSMB8-AS1,-1.080684661851194,1
TERT,-0.9015581265753845,1
SLITRK1,-4.410557425601367,1
LINC01265,-1.7731820423949796,1
DLC1,-0.4340329439782824,1
CD36,-2.490629178419106,1
CRMP1,-2.2184273971025066,1
CXCL10,0.17017771091660716,0
ANGPTL7,-2.2524665276414013,1
NEBL-AS1,1.4616150009461122,0
COL4A2,-0.5977203642911721,1
TC2N,-2.2643539047532784,1
SYN2,0.3472129526431278,0
SPP1,-1.3388322741704877,1
ARMC12,-0.8376169557454838,1
ANKRD23,-0.8267237195901602,1
ALS2CL,-1.106480445715337,1
PDE9A,-1.6775910986859355,1
PTGDS,-2.8779593522433915,1
EPN3,-3.2642658490376615,1
TCHH,-1.1344774601909737,1
ADAMTS7,0.3834379626743605,0
CCDC64B,-1.5288035815453922,1
HOXA4,-0.5253602912227202,1
PAX6,-2.274657462171477,1
LHX2,-1.5443253225946263,1
LOC100133669,-3.422111945408719,1
ADGRD1,-0.43128217629787224,1
MEGF11,0.09776588531249963,0
ZBTB7C,0.33283599699197275,0
FAM209B,-0.7742053579433019,1
HMGA1P7,-2.464940848808127,1
CCK,-0.6680322785891202,1
NCR3,-0.44912233147773345,1
DCST2,-0.2833980570608219,1
SPATA4,-0.4410614366051898,1
TRIM72,-1.0009512923632884,1
ATCAY,-2.2755861881599677,1
ADGRG5,-1.5290157142814984,1
ATP6V1B1,-0.057449932061516495,1
GSG1L,-2.422022577809908,1
EIF4E3,-1.7017090771891175,1
SLC2A9,-2.183200775171936,1
FXYD6,-2.608244245248366,1
SCG3,-0.7414497570595309,1
PCAT7,-0.8500337870662289,1
OVOL1,-0.6587265428998208,1
TLX1,-1.6365478040839452,1
SESN3,0.8301233473177074,0
FGF22,-2.9357161140730827,1
NOL4,-0.163151587721047,1
MIOX,1.904703449068912,0
NEURL3,-4.910080630727266,1
LYPD5,-2.8953517261550172,1
CALCRL,0.16385472553280245,0
ADAP1,-2.358142855439638,1
TRIM2,-0.19078281767503746,1
FLT3,-0.05722467322416147,1
VWA5B2,0.7776007558279341,0
PDGFRL,-1.3438538211813096,1
PRRT4,-2.101740701478463,1
DNAH10,-4.121539801526896,1
BREA2,-0.8493828810208994,1
MTRNR2L1,-0.32552465422155485,1
UPK1A,-1.1347036500875038,1
PIANP,-4.06479676452616,1
IGF2-AS,-3.089273430594466,1
LOC283352,0.28942985996243586,0
SEMA5B,-1.7099266063500647,1
SMOC1,-1.1172917975721202,1
FAM124A,-0.17814980820192616,1
COL15A1,-1.8621615580890418,1
DMGDH,-1.8287462086942117,1
CCDC89,-1.7787759960745708,1
GLI3,-1.9697244231897324,1
MRO,-1.1718962498172,1
GALNT9,0.23637591945879155,0
FGF18,0.409448874282214,0
POU3F3,-1.8376878738428113,1
TNNT3,-2.857640886147929,1
NR2E1,-0.6976784695266485,1
FAM45B,-0.8814940998933318,1
ITGA9,-1.7980212140817957,1
LRRC75B,-0.6909115479891099,1
DOC2B,-2.5137438681519604,1
PTPRG,-0.6110360601243849,1
NKAPP1,-1.5237200956724783,1
RIC3,-1.013600050260397,1
LHX4,-1.822048785701735,1
CFL1P1,-1.1951953450506771,1
RASGRP2,-2.708478369513831,1
NR4A3,0.8360761114970257,0
DTX1,-3.7933563694656387,1
PDE4D,-1.3268156447970716,1
PHOSPHO2,0.32154062244934156,0
LOC101928837,-1.676861187544833,1
NOD2,-2.026738720687875,1
WNT6,-2.254315600479454,1
PCDH11X,-1.7342227690509087,1
SCN3A,-2.382295193942826,1
LINC00842,-2.619505042837164,1
STAC2,-0.7746742890297167,1
LOC388436,-0.7724918839049546,1
GNG3,-0.7419328652830219,1
LAMA2,-2.4527010774216844,1
PCDH17,-1.9301717532575795,1
C6orf163,0.2440929168054673,0
RGMA,-1.9094749402261848,1
LOC101929125,-2.173310577149641,1
CGB8,-1.0463454330030977,1
