gene,log2FC,p,fdr
IGFLR1,-0.8629906360856614,2.4537160663161217e-05,0.005744883957274998
MDGA1,-1.7149089375099447,2.5079746905566325e-05,0.005744883957274998
TCEA3,-2.1003148235784215,2.5087275765029063e-05,0.005744883957274998
SEMA3A,-1.681617656825126,2.5506810827127387e-05,0.005744883957274998
NGEF,-2.145854571076253,2.5586637806930024e-05,0.005744883957274998
EPB41L4A,-1.4631501410958885,2.5614872757600682e-05,0.005744883957274998
KRT15,-4.584357453755157,2.595138752354222e-05,0.005744883957274998
TMEM144,-1.0436127640994917,2.6039134083965996e-05,0.005744883957274998
C3orf18,-2.3888443195034954,2.64353309299378e-05,0.0057674082335038455
PARD6G,-1.0537862729456071,2.657691423937561e-05,0.0057674082335038455
SMARCD3,-1.0516529897086784,2.7582186109306092e-05,0.005815862641761348
NXF1,0.8520960785224041,2.7638906104534278e-05,0.005815862641761348
DLG3,-3.191328677962147,2.7754935168093695e-05,0.005815862641761348
GRIN1,-1.906642853175943,2.7823729003399284e-05,0.005815862641761348
ABCC2,-1.3919716224303524,2.7898566780120534e-05,0.005815862641761348
CHST3,-0.9973448767702369,2.8688917767633287e-05,0.005892710893427535
ATP1B1,-0.8675861683985708,2.871235902746561e-05,0.005892710893427535
PARD3B,-1.2157162580579826,2.9149083532561248e-05,0.005905013168441217
CAPN12,-2.035945260245926,2.9532607638110853e-05,0.005905013168441217
COL3A1,-2.8666316967316305,2.9608691037019035e-05,0.005905013168441217
CDC42BPG,-3.315908482353533,2.966446653079063e-05,0.005905013168441217
CD109,-1.6107620227543737,3.014129795122809e-05,0.005955155695960923
PHLDA1,-1.0401476820618853,3.0779576221181445e-05,0.006036216892265028
TMEM191A,-2.080161226620007,3.1191553214379986e-05,0.006071802349175726
LSR,-2.416408475751621,3.14377908441442e-05,0.006071802349175726
SLC16A2,-0.7090401925718766,3.179642245671911e-05,0.006071802349175726
BISPR,3.088419440004934,3.2302502232844183e-05,0.006071802349175726
VAMP8,-1.444534547051326,3.2659437699615586e-05,0.006071802349175726
GALM,-1.364486442708019,3.2719209142587644e-05,0.006071802349175726
PHGDH,-1.5268885254002065,3.283333672513225e-05,0.006071802349175726
APOL6,-3.068267370226711,3.3269377959169045e-05,0.006071802349175726
GJA1,-1.4231502338567372,3.331325157265081e-05,0.006071802349175726
WNT7B,-2.2373413947390572,3.3471090773591184e-05,0.006071802349175726
NECAB1,-3.9123597081373607,3.353786751302577e-05,0.006071802349175726
ANK2,-1.8682683393659234,3.371312352516834e-05,0.006071802349175726
TNS3,-1.798069775953195,3.408022669024782e-05,0.006074115636169266
SIGIRR,-1.7448215648226153,3.41848245435022e-05,0.006074115636169266
PEX11A,-0.6653819414647062,3.4746516029611486e-05,0.006132760079226428
IKBKE,-2.726359684673316,3.5359879870214866e-05,0.006195052357956541
