gene,log2FC,p,fdr
SUCLG2,-0.6736093380463473,0.011329098607408557,0.05805450627930195
PAM,-0.36489152916979606,0.011330222245331565,0.05805450627930195
LOC100506127,0.9703995368837024,0.011336183609875037,0.058064866595252264
PCOLCE,-1.3754261564523667,0.011336630611175031,0.058064866595252264
CHP2,-2.9960813147097003,0.011346650920459604,0.05810494837894933
RPS14,-0.4997751512505797,0.011349565024812734,0.05810863160547614
ZNF260,-0.348985185050827,0.011354617335617583,0.05812325869305405
CDH10,-1.5370496978316925,0.01136149624442444,0.05814722850785561
ADD2,-1.9356541186445333,0.011370153993085408,0.058180291257621995
COPG2,-0.6567989935661682,0.011375665639489845,0.0581845376780943
SERTAD3,-0.36646054045914234,0.011376272991961553,0.0581845376780943
LOC93622,-0.1509084879747018,0.011377577018300063,0.0581845376780943
RPS26,0.35866758902990803,0.01138683105804815,0.058215411918277025
SNHG24,-1.5193756343283829,0.011388012023597988,0.058215411918277025
ONECUT3,-1.1407714395072475,0.011400234854532613,0.058260338991194746
TMEM51-AS1,-2.7392702497841044,0.011401201749325024,0.058260338991194746
OGFR,-0.7878285086826189,0.011405470313276617,0.0582616737724668
ACOT4,-0.9717883717874871,0.01140586421766555,0.0582616737724668
METTL13,-0.4967598157955422,0.011412638483984675,0.058285031609470336
SYTL5,-2.0073342112163717,0.011423651414646607,0.05833002337565457
CALCOCO2,-0.2563503417287478,0.011427090207330279,0.05833633112978579
VAMP3,-0.3710974207957065,0.011450251497500386,0.058443302177814294
PPP1R26-AS1,-0.9887735773921214,0.011465536031841934,0.05851003593735836
PNMA1,0.3046927512723272,0.011467805347196916,0.058510338517448135
HERC2P2,0.6319925717700947,0.0114708327488121,0.05851450809726403
PROCR,-0.9861020933674798,0.011478294021607634,0.058539475680095474
LRRC27,-0.5797451265650864,0.011480149489369432,0.058539475680095474
ZNF518A,0.4201299856918794,0.01148941887526008,0.0585428155258833
TMEM151B,-2.7711866919378085,0.011489904567526488,0.0585428155258833
BASP1,-0.2105404949491323,0.011490742182016182,0.0585428155258833
FCHSD1,-0.8151356574861115,0.011491021835769707,0.0585428155258833
LOC202181,-0.6475843242079558,0.0114918607096512,0.0585428155258833
LOC100507437,-1.6956846315965644,0.011494113628624552,0.05854302776410831
MIRLET7DHG,1.969643800124062,0.011500185804012021,0.058551556615908974
WNT2B,-4.0182352678066335,0.011500211308884858,0.058551556615908974
TRAPPC2,-0.3961046159346342,0.011504339178214383,0.05856131123692093
ZMIZ2,-0.47818597991830636,0.011511237957694919,0.058585164346400036
OLFML3,-1.969782112181548,0.011526701372804796,0.05864678148229482
MSRA,-1.0787088090539418,0.011527775291175156,0.05864678148229482
CPSF7,-0.35255882753406453,0.011541797042259395,0.058695976375520584
ZFP37,-1.1117082075623763,0.011541879244984331,0.058695976375520584
ZNF469,-2.895603023688596,0.011548045667133867,0.05870527231116861
HBA1,-0.6940982243525964,0.011548141952655943,0.05870527231116861
ANKRD28,-0.6408909937021825,0.011556359265744361,0.05873576724142483
MRPL24,-0.5217438553957248,0.011562708483843005,0.05875601965838948
TBC1D22A,-0.7256372030002769,0.011568404837535632,0.05875601965838948
TTLL5,-0.21505385623533257,0.01157068450170684,0.05875601965838948
PAG1,0.5055870165807619,0.011571298113704973,0.05875601965838948
CAMSAP3,-0.5678949932456243,0.011571440472099822,0.05875601965838948
FAAP100,-0.6797966330980394,0.011578324318442206,0.05877970015930152
GNA12,-0.5737674762595315,0.011581917030402926,0.05878666667559767
SLC36A4,-0.48822268777320055,0.011585116384115864,0.05879163432422225
COL4A4,-1.4902026398784591,0.011601295197053219,0.05886245502912686
CCDC28A,-0.8389731669247524,0.011609136516494102,0.05889095406671419
ISYNA1,0.432661854257983,0.011624380002891187,0.05895698478477858
ZSWIM7,-0.5840303914921519,0.01163046155117985,0.05897653123299876
DUS4L,-0.8817105119564417,0.01163666581321192,0.05899129906404067
RAB6A,-0.48650101674712154,0.011637830217619808,0.05899129906404067
IFNLR1,-2.470388079855485,0.011640744433068853,0.058993943758400225
CD99,-0.46555084485231646,0.011642808541553962,0.058993943758400225
RAB2A,-0.3321279959370784,0.011647906028105483,0.05900067388637388
ITPK1,-0.8106258037662588,0.011648593858510907,0.05900067388637388
IQCH,-0.5824163531931701,0.011658994633781098,0.05904205870875183
GADD45B,0.5541239542546386,0.011668466226795132,0.0590787231505835
C14orf37,1.0961325618112978,0.011674368644648415,0.059097305901924815
FNBP1,0.3029325355741985,0.011695815813097811,0.05919455623241532
DLG1,-0.35552969066469764,0.011698360351239926,0.0591961181764291
ZDHHC13,-0.6771071186600075,0.011705903694990513,0.05922296967798086
AMIGO3,0.7549135140664225,0.011714435954413644,0.0592548131243984
PLBD1,-0.7855863441042299,0.011722850255853746,0.05928604785553542
RAD50,-0.349740116506311,0.01172515400257062,0.05928637360925462
FKBP9,-0.3072637583270623,0.011729302939742108,0.05928884043405987
LRP10,-0.6637849915307132,0.011730120724970938,0.05928884043405987
ZNF638,-0.25647559349079074,0.011745765045067903,0.05934089077568971
TRAK2,-0.3381283066007885,0.011748646007538305,0.05934089077568971
PBK,-0.49167305877329426,0.011750529211855583,0.05934089077568971
MICALL2,-0.6400814279682123,0.011750917594407493,0.05934089077568971
COPS5,-0.3502114512087733,0.011753397687437116,0.05934089077568971
OTUB1,-0.4656972878339598,0.01175607089235607,0.05934089077568971
MSH6,-0.28236167428441306,0.011756108484173466,0.05934089077568971
PROM2,-1.1799698182677836,0.011762219308302572,0.05934269665351487
CSDE1,-0.2897364736380812,0.011762692642026524,0.05934269665351487
KIF3B,-0.48660940405394015,0.011763190634094279,0.05934269665351487
TMEM138,-0.4172344321816741,0.011767266352773968,0.05935194831200054
ACSS2,-0.3713017437016308,0.011773452036976688,0.05936458942626981
ZSCAN26,-0.6523013311469814,0.011774257188945904,0.05936458942626981
AP5M1,-0.5159982234781886,0.011785472951263814,0.05939864131600275
METTL17,-0.253936921189311,0.011787124580089145,0.05939864131600275
FAAH2,-1.935885253865461,0.011787741698745172,0.05939864131600275
HOXC-AS2,-1.0596003061892052,0.011808681296560318,0.05947673963096706
CCDC122,-0.8224172324421497,0.011809883884646395,0.05947673963096706
RNF135,-0.37828693072281183,0.011809979990179182,0.05947673963096706
PITPNM1,-0.6014039117867611,0.011818108659399543,0.059506357314112385
ZNF26,-0.5743264976895635,0.011825972848960777,0.05952008624875131
EML3,-0.530525290396854,0.011826279493682156,0.05952008624875131
ZC3H12C,-0.3325681664469098,0.011827579745219287,0.05952008624875131
FAM96A,-0.5611852631555987,0.011832982042891654,0.05953595583153868
OSCP1,-1.4787764313523502,0.01183990694779449,0.05955947870850448
ZNRF2P2,-1.1665756153468583,0.011849430372247484,0.05959606176011628
ZNF525,-0.4699019754485647,0.011852420237806,0.05959977697928088
DAZAP1,-0.5805853194939541,0.011856892486287188,0.05960967217714641
RAB33B,0.24789547240991006,0.011858891156072904,0.05960967217714641
ARAP1,-0.4809961523009658,0.011866496956634722,0.059636580661902854
SMNDC1,-0.5036530573877567,0.011878921280186567,0.05968624695436203
LIME1,-0.9113443646981496,0.011880888440018429,0.05968624695436203
CRYAA,-2.7927995552775156,0.01188598896362164,0.05969987822248858
LOC389895,-2.4863166054621986,0.01188811172762832,0.05969987822248858
LILRA6,0.8785137281349107,0.01189978856163594,0.059746189995481314
ERCC1,-0.6185084332266495,0.01190184725349078,0.059746189995481314
STX10,-0.4097804633991533,0.01191165598502245,0.05978368021603523
ODF2,-0.22957255554931955,0.01191747746504319,0.05978368021603523
MATN3,-2.5592136238317584,0.01191921220421239,0.05978368021603523
LCAT,-1.281613200135824,0.01192590434514501,0.05978368021603523
RALY-AS1,0.614731756504824,0.011930304516979436,0.05978368021603523
UBAP2L,-0.2822636939885772,0.011930739558389117,0.05978368021603523
CEP44,-0.4767562910801999,0.011931756194050284,0.05978368021603523
WDR81,-0.6397798544578528,0.011934320002094337,0.05978368021603523
ETV6,-0.8747460009792993,0.011937140747568404,0.05978368021603523
LGALS9,-1.8821316448919638,0.011937404063023084,0.05978368021603523
ATP5G1,-0.4872451844050847,0.011938377636197837,0.05978368021603523
RABGAP1,0.24094252183908615,0.01193909044289502,0.05978368021603523
ZNF335,-0.4449741510251677,0.011939699118446436,0.05978368021603523
RABGGTA,-0.5603631706643419,0.011940929215576743,0.05978368021603523
LITAF,-0.46022612716506295,0.011943518157899184,0.0597853362129667
KIF22,-0.5257631987412736,0.011951509516643562,0.05980358804911717
UBE2D2,-0.4650222362089629,0.011951682129098355,0.05980358804911717
UST,-1.6179033837644203,0.011955383950317549,0.05981080689430406
METTL21B,-1.3963203497230552,0.01196405550841555,0.059842881085452805
TERF1,-0.588617587822414,0.011966476215962705,0.059843683002949115
FDX1L,-0.4789767066351649,0.0119857367289097,0.0599286836445485
BTG2,-0.32476625606316567,0.011999746468548664,0.05998740327696863
IGSF9B,-0.5464027482029525,0.012009169820365985,0.060023177457842074
RPL29,-0.6027790280459229,0.012017594424353285,0.060053947222490224
SNX9,-0.29276696844474337,0.012027318533146538,0.060091197993027846
SLC25A5-AS1,-0.3334775627703648,0.012034907610603218,0.06011776962089061
TMEM9,-0.6733457674160483,0.012041326942838635,0.06013848911745951
ZNF678,-0.7320660040849605,0.01204762889819429,0.06015778983052072
CENPA,-0.4533940443387987,0.012049735957365491,0.06015778983052072
SPIB,-3.5175687097496446,0.012066056802271512,0.06022791361993557
ACTG2,-2.0555706833390333,0.012070272549230198,0.0602375995741507
IL17RB,-1.186220765727815,0.012084215464765494,0.060295816892134646
FAM98B,-0.5047102011835811,0.012095241768093429,0.06033946218395959
TMEM169,0.3136648909246018,0.012099421940162749,0.060348944209835866
TXNL4B,0.7597886472905575,0.012126625155588194,0.06047323431798783
PRPS1,-0.5524040457016657,0.01213560359692156,0.060506611154142804
STK35,-0.3605965568938476,0.012148546687758001,0.060559738949047835
C9orf89,-0.756370433880555,0.012153906438550409,0.06057505138565927
ZDHHC22,-0.44443800830541846,0.012163479494797253,0.06061135321376948
CPT2,0.224102969766367,0.012174763320179994,0.06065616464090427
ETFDH,0.5615395685403879,0.012178672254632131,0.06066422350731621
CLTA,-0.36180164436225404,0.012184814988454876,0.06068156401888203
C19orf25,-0.4977388477497886,0.012187918500140938,0.06068156401888203
EGFL7,-0.5743267028556183,0.01218902955438771,0.06068156401888203
SH2B2,-1.3283878019252837,0.012193567604426131,0.06069274343432635
SEPT5,-1.6359879127935768,0.012199599975039412,0.06070653527202855
APC,-0.32665252404799183,0.012205216218151517,0.06070653527202855
SMPDL3B,0.5319130196249438,0.012205508095914435,0.06070653527202855
MSL1,-0.7684718788016518,0.012205510377828441,0.06070653527202855
COX18,-0.2983324937225804,0.012215579801034174,0.06074520571607433
ARV1,-0.3969825244667575,0.012229399308056473,0.06079473796185548
KIAA0040,-3.042224041684025,0.012230942680552227,0.06079473796185548
TMUB2,-0.8383323532486706,0.012232429428623385,0.06079473796185548
TOM1L1,-0.5002802465856782,0.012236572840887286,0.06080391628425129
RREB1,-0.3740433747325689,0.01225943982221645,0.06090611170823428
GRK6,-0.49179217271675846,0.0122702013038085,0.06094750975958318
TESC,-1.703718615232388,0.012277364568031062,0.06094750975958318
AP1M2,-1.655746482276168,0.012278077436754176,0.06094750975958318
ASCC1,-0.5727328823761617,0.012278387293126422,0.06094750975958318
HMGN4,-0.37514345896017787,0.012279282986123387,0.06094750975958318
PKD1L1,-1.5645712005262369,0.012286299208833134,0.060970903758923556
TMEM127,-0.29520331576971337,0.012293769816369217,0.06099654345734165
MROH1,-0.4822329040409823,0.012298389024613403,0.061008028747730904
LIPA,-0.5517971688048746,0.012328002171658333,0.06113483792992606
TFB1M,-0.4644057250822282,0.012328570338352227,0.06113483792992606
PPIP5K2,-0.5303204403926625,0.01234419501939592,0.061200854520319654
CEP295,-0.30979264482104085,0.012348264710332586,0.06120605786366077
PIH1D2,-1.3125939714558843,0.012349868219364527,0.06120605786366077
LOC102724814,-1.0667926348041075,0.012361600531394004,0.06124143890847551
MIB1,-0.40454037667861975,0.012361633598749503,0.06124143890847551
PPIF,-0.38633067189066317,0.012368503369866644,0.06125943119988491
ZBED6,0.4222534951948145,0.01236989307628271,0.06125943119988491
EDARADD,-1.0988679174123348,0.012381304302474068,0.06130447567009556
SLC35A4,-0.4117036319268337,0.012387751624566104,0.06132492974203209
NR2F2-AS1,-2.1339695795169913,0.012392203002422613,0.06133549719370699
C1QBP,-0.24757123615775356,0.012396649996252918,0.06134603900014879
TFPT,-0.648111482916363,0.012399672872978449,0.06134858926169868
SASH1,-0.4170180656563307,0.012401799800891835,0.06134858926169868
ADRA2B,-3.2538302127004943,0.012405584571064726,0.06135584747224708
SPRY4,-0.3615945313920452,0.012411608167685741,0.0613741737466343
BANP,-0.543415890181814,0.012418175102608717,0.06139517942886383
C8orf82,-0.8341115612059546,0.012439672031447298,0.06148997704118133
SRPR,-0.3012813729784707,0.012442121833050114,0.061490605848422954
TRIM56,-0.5581595747838701,0.012444541984109709,0.061491087911404355
NPHS1,-2.4819621676517967,0.012461865205712706,0.06154888012600719
CGRRF1,-0.6417226789549897,0.012464745911153742,0.06154888012600719
SVBP,-0.40466994576155635,0.012465085932420078,0.06154888012600719
LUC7L,0.24863437373883102,0.012466143340319496,0.06154888012600719
CDYL,-0.3727126438924806,0.01246786191183292,0.06154888012600719
EIF4G2,0.2556937403355999,0.012480244655490589,0.061595989352127296
CNOT6L,-0.28809956857931773,0.012483376982009096,0.061595989352127296
PPP1R1B,-5.007739493932533,0.012484384470765442,0.061595989352127296
RPA4,-1.9656558491215124,0.012490638938656342,0.061615365362572505
ZDHHC14,-0.5381369700482743,0.012521264888539095,0.061752336019839704
CELF1,-0.2910558011154656,0.01252448768646327,0.061752336019839704
PANX1,-0.2734085844561225,0.012525403000058138,0.061752336019839704
ABCB9,-0.6319836760280335,0.012546233680109101,0.06183545582159869
ACTB,-0.5731216597935003,0.012546933660949128,0.06183545582159869
POT1,-0.6915805723576867,0.012552116230779837,0.0618494839400514
PDAP1,-0.29136722349670485,0.012558949776835308,0.06187164036875973
HAUS3,0.7204769631423531,0.01257686071362536,0.06194835114292678
SACS,-0.18493709254201462,0.012584030514097818,0.06197213687885784
MIR600HG,-0.7215635599311376,0.01260438479535494,0.06206083084564293
GPX1,-0.6607605977926987,0.012614690166456576,0.06208825090527543
ZNF518B,-0.2232691945625458,0.012615393446700913,0.06208825090527543
C14orf132,-0.8932678590550314,0.012616989230231608,0.06208825090527543
RASSF1,-0.455736388933218,0.012629278999634284,0.06213717924462324
DNAJC4,-0.8125419050134273,0.012633700426122578,0.06214738364578135
EPN3,-4.062204118607705,0.012645177514530497,0.06218307033868383
ARHGEF40,-1.0758932604906803,0.012650474035347584,0.06218307033868383
MAPK9,-0.5059277123308537,0.01265184752640687,0.06218307033868383
PLA2G15,-0.7120948978929498,0.012652614555526815,0.06218307033868383
ITM2C,-0.655780935049588,0.01265269876919697,0.06218307033868383
DENR,-0.36207559544651957,0.012660156235695778,0.06220027369398559
SSTR2,-1.4031679363810836,0.012662588584351042,0.06220027369398559
KIAA2013,-0.3848549086384061,0.012665280000662646,0.06220027369398559
TUBGCP2,-0.362176974728067,0.01266559680771582,0.06220027369398559
IDH3B,-0.5660168411258297,0.012671117773832749,0.06221584626524889
TWF2,-0.6827272264759703,0.012674527793584892,0.06222105012704617
SERF1B,-0.5361817683545453,0.012679888212061632,0.0622247359793362
MAP3K5,-1.0979671854143644,0.012679979248669265,0.0622247359793362
JKAMP,-0.3483578170298198,0.012683733782917787,0.06223162563060571
TYW3,-0.4639415856390592,0.012691468449417312,0.062258037279659686
HIST1H2AC,1.4513587180699306,0.012696289303571176,0.06227014807559223
ARRB2,-0.7726471259029495,0.012702939007971556,0.06229122249232208
RNF41,-0.520140502525754,0.012721834111887643,0.062367557927424676
C10orf91,-3.1580052904172256,0.01272593897233553,0.062367557927424676
C5orf15,-0.5726630778401205,0.012727404455658424,0.062367557927424676
RSPH4A,-0.8946872993702124,0.012735822541432757,0.062367557927424676
SCARB1,-0.5149602697451474,0.012736326700317185,0.062367557927424676
RUNX3,-2.724334566411608,0.01273762876096939,0.062367557927424676
BRIX1,-0.6444741398129281,0.012738211591030144,0.062367557927424676
HMCES,-0.35387177218921373,0.012738659926679271,0.062367557927424676
SUMO2,-0.2959788548910165,0.01273970739458027,0.062367557927424676
BIVM-ERCC5,-0.8184706027986355,0.012742453655407025,0.06236946950025901
TIFA,-0.9757174008061131,0.012746905839105697,0.06237972866734258
YPEL5,-0.6248334632500505,0.012754097742425469,0.06240184701739664
C15orf41,-0.9141563501450136,0.01275613960559587,0.06240184701739664
SCLY,-0.4382684671508912,0.012773073282507428,0.0624731415396978
PDCD1,-3.918264990369721,0.012776781906685616,0.06247881086545311
TMEM179,-1.0750960289503473,0.012778952250667747,0.06247881086545311
FOXL2,-0.6191513293643931,0.01278658480396905,0.06250458506002227
MYL12A,-0.43955264181279574,0.012790708677981783,0.06251320144906179
ZCCHC9,-0.31929213552178837,0.01280194787375108,0.06255658360235508
RNF169,-0.365787186224539,0.012809599542739207,0.06257603883006518
ADAMTS10,-1.7883304902626231,0.012810804139986084,0.06257603883006518
MFAP3L,-0.2876249291325692,0.01281302007545924,0.06257603883006518
PRRT3-AS1,-1.2621597261183144,0.01282161344855901,0.06260645814286238
GFPT2,-0.8992221954347572,0.012832674157583863,0.06264891173188877
OTOF,-4.945912444895451,0.012842806984659632,0.06268682059713564
ULBP1,-0.5969123556565643,0.0128495030722433,0.06269177327293719
TMEM44-AS1,1.1814329043966283,0.012850626834012648,0.06269177327293719
PRR34-AS1,-1.433958812495547,0.012851833580710967,0.06269177327293719
GS1-124K5.11,-0.569817948782319,0.012853833574346413,0.06269177327293719
HIC2,-0.23855479815052938,0.012856006231118636,0.06269177327293719
VPS50,-0.603696018258205,0.012859048601936643,0.06269177327293719
PPP1R3B,-0.4111824816337988,0.012860397380370987,0.06269177327293719
FMN1,-0.8629995762869385,0.01286684947503955,0.062705655560354
KDM6A,0.265124313586254,0.012869988692981955,0.062705655560354
GFM2,-0.29316179067713044,0.012871606015585853,0.062705655560354
MSMO1,-0.5025157398637514,0.012872719092371067,0.062705655560354
CYP2D6,-2.700335419896819,0.012878624283746832,0.06272288041063233
DDX39A,-0.48210272070977744,0.012885035772861396,0.06272784831624946
CCL22,-2.5289386561405665,0.012885474096091646,0.06272784831624946
CLGN,0.3025179054460665,0.012886752294318446,0.06272784831624946
ADD1,-0.3397076192332733,0.012889761862986234,0.06273096421370598
SETD8,-0.32949336190086775,0.012894481272973338,0.06273257627761775
ZNF496,-0.42124779663550793,0.012897407680769192,0.06273257627761775
GTF2IRD2,-0.7264105242960701,0.01289942259017184,0.06273257627761775
STK11IP,-0.7627953633468039,0.012899776137873529,0.06273257627761775
GRAMD4,-0.4980035251910291,0.012903037814825978,0.06273257627761775
EIF5,0.33158000481589234,0.012904310119278803,0.06273257627761775
CPEB2,-0.49198388398833703,0.012913416660359184,0.06276532147659435
APCDD1,-1.0050065257719938,0.012923603813914289,0.06279601463579285
C17orf49,-0.41243458694306234,0.012924475306909733,0.06279601463579285
ZFP36L2,-0.49559386219578627,0.01292984050967162,0.0628105555034048
TMEM134,-0.48410431053250313,0.012936471426126422,0.06282713739587655
FAM57B,-1.3141182751576688,0.012938000116423754,0.06282713739587655
IPO7,0.44976303673487017,0.012952973442305449,0.06288831320099703
PIK3R5,-2.275486536064502,0.012956911933842364,0.06289590088897627
FBXO44,-0.8893276909901289,0.012960586191394305,0.06290220337619876
MINA,-0.3886105772014776,0.012968720097719138,0.06291855934198652
CTSA,-0.21036894562794473,0.012969788076199596,0.06291855934198652
APOA1BP,-0.22220546669589503,0.012971085812599148,0.06291855934198652
MFSD3,0.6269215029767423,0.012973472935923665,0.0629186107306428
ZMYM2,-0.4433317932041394,0.012983400212554539,0.06295522355812846
CCNB2,-0.3262858773435404,0.012990940417325665,0.06296911562945318
EMB,-0.7941500112076856,0.012993343328959685,0.06296911562945318
PIP5K1C,-0.3906157748126393,0.012993400516853739,0.06296911562945318
CEP104,-0.25792043926651154,0.013000997821228275,0.06299440287646753
SUMO3,0.5930829432295965,0.01300611056483649,0.06300764450211273
MFHAS1,-0.48489463471965344,0.013011264018632852,0.06302107846566132
LRRC37A3,-0.8203178361203571,0.01302979817105415,0.06309930612377147
ULBP2,-2.5999498094245794,0.013035118599637852,0.06310382301826237
FUS,-0.36404571901486804,0.013036777344383299,0.06310382301826237
ATP5D,-0.6644959925273639,0.013037881469684426,0.06310382301826237
FOXO3B,-0.9316400336039932,0.013047798235399938,0.06314027751457017
NISCH,-0.27428076585835903,0.013051910646742005,0.06314863566748805
DUSP12,-0.2755826408467019,0.013056186208885046,0.06315777998907941
PCYOX1L,-0.9555333821513328,0.01306610177205461,0.06319419883360354
GTPBP4,-0.24068042158928016,0.01307611737286855,0.06323108811811778
ZNF774,-0.8930953123829717,0.01308200529621032,0.06324167775268782
HMGXB4,-0.5525688359662979,0.013083084761150941,0.06324167775268782
ARL2,-0.7170888110452527,0.013099841280477826,0.06331111681282411
GATB,-0.6017757875240406,0.013103215348791922,0.06331586536945905
NHP2,-0.5566056363506124,0.013113157451173587,0.06334140059639982
FOXO4,0.973328579942307,0.013113284860013879,0.06334140059639982
TAOK1,-0.2992812115940051,0.013116944673936178,0.06334752102197379
CRELD1,-0.7672179677899695,0.013128007419009553,0.0633893847197297
JRKL,-0.3197401596369467,0.01314189783460957,0.06342848895907045
LOC654841,-1.7409790539402787,0.01314348004406351,0.06342848895907045
IFNL3,-1.9997592585659054,0.013145789593570418,0.06342848895907045
CDKN1A,-0.5241676846909797,0.013145884613807175,0.06342848895907045
IL10RB-AS1,-1.1040008672197419,0.013148820356210384,0.06342848895907045
NMRK1,-0.39689247233562597,0.013150885230680247,0.06342848895907045
SCNN1D,-0.7476046291269487,0.013152876464033873,0.06342848895907045
DDX54,-0.44906169098115,0.013162202092006001,0.06345986886068399
CXCL2,-2.185750233341306,0.013165126525174145,0.06345986886068399
NDUFB8,-0.44935628295541363,0.013166574491094887,0.06345986886068399
C19orf70,-0.7309509865769286,0.013172029795085919,0.0634746066299417
PPP5D1,-1.6021232599344088,0.013177821054646209,0.06349095767456932
FOSL1,-0.57741129894662,0.013180842721869365,0.06349396125572988
ARHGEF37,-1.187524674895057,0.013188140286028634,0.06351755759006877
ADAMTS2,-1.712014396836298,0.01319381666430619,0.06353333870271125
GRPEL2,-0.4887058023561064,0.013199100679841673,0.06354722504069982
IARS2,-0.40320211207112777,0.013204167149003286,0.06356005913997491
GALNT11,-0.3389146881579137,0.013217045005976919,0.06361048291824012
C1QTNF8,-2.6009172242279357,0.013222452354737929,0.06362494112898705
QRICH2,-1.3478770520882888,0.013233443483375176,0.06366625771803704
CRMP1,-1.7402609369398245,0.013237833549863331,0.06367580727337059
PPT1,-0.4246337741842261,0.013241644787756229,0.06368256961959058
LYSMD1,-1.1511065180673032,0.013245634159958178,0.06368712470072296
PCBP2,0.33497113919398025,0.01324814577823306,0.06368712470072296
PLAUR,-1.0281461547450101,0.013249808606292053,0.06368712470072296
MAN1C1,-1.5574551554096177,0.013254426833768528,0.06369775829080083
KLC1,-0.23602205209219562,0.013269089364488937,0.06375007375404271
RCOR1,0.29277895128365117,0.013270128666988831,0.06375007375404271
ADRBK2,-0.4225332639433663,0.013276174261467768,0.0637556782591671
ZNF146,-0.31066335461210315,0.013277106624901823,0.0637556782591671
CDK5RAP2,-0.3975092619837337,0.013280334582229865,0.0637556782591671
MISP,-3.331034128007331,0.013282058011644277,0.0637556782591671
PQLC1,-0.5976866184847225,0.013283336025592663,0.0637556782591671
ASXL1,-0.3235502540367481,0.013297264813887244,0.06379661748633679
COX6C,-0.3232636598793164,0.013298092715277985,0.06379661748633679
BTBD3,-0.6295104292334859,0.013299094689597458,0.06379661748633679
ILK,-0.27511189557377946,0.013316388406096728,0.06386800417598024
CENPP,0.3905277038428041,0.01333173738862439,0.06392258375870068
OCEL1,0.39846974259368295,0.013332597073297266,0.06392258375870068
SETDB1,-0.578543541076197,0.013339663691433372,0.06394488434378029
TOMM22,-0.3944822920882629,0.013346503705314077,0.0639577317189515
ELOVL5,-0.290224073073551,0.013348820648460298,0.0639577317189515
IL12RB1,-2.712208677110724,0.01334959114179135,0.0639577317189515
APRT,-0.46985020337664807,0.013367688632140396,0.06402582943698704
CEP120,-0.5461777079453878,0.013368641553452855,0.06402582943698704
GPR19,-0.8322984384559784,0.01337929122698709,0.06406524420952853
BRD8,0.303474998671561,0.013384946502086199,0.06408073393177796
LRRN2,-0.6966168408644959,0.013391258328380434,0.06409226501517562
FAM64A,-0.6513954399234461,0.01339219679183953,0.06409226501517562
MX1,-1.8726479761282304,0.013396725548235401,0.06410235114576762
FIZ1,-0.7047590255984666,0.013403908354225768,0.06410492642253361
DGKZ,-0.3623963144815452,0.01340398277212538,0.06410492642253361
LRRC61,-0.8938855072151322,0.013404527768655188,0.06410492642253361
GLIPR2,-0.6536673253487901,0.013412432324965154,0.06413114426647146
LCMT1,-0.7043840129246366,0.013423446091647816,0.06414782608949074
PPP1R15A,-0.4361455259597822,0.013424132598752221,0.06414782608949074
RAP2C,-0.4683952586736968,0.013424683126122883,0.06414782608949074
CLIP2,-0.46881595449019464,0.01342615003139673,0.06414782608949074
SAMD8,-0.27263094963282697,0.013428035965550807,0.06414782608949074
TAB3,-0.24601208833904487,0.013435920746816711,0.0641688739160693
CENPU,-0.2123612216136035,0.01343728940474743,0.0641688739160693
LRRC3,-2.1608902910957974,0.013440135679717986,0.06417089127511878
TNK2,-0.408009347288246,0.013446139655024534,0.06418798185480969
MSANTD4,-0.8637446562198097,0.013453178344651925,0.06419860190478643
LINC00909,-0.9139294438250909,0.013454746732065237,0.06419860190478643
FGD4,-0.5622941411781408,0.01345563897902398,0.06419860190478643
BUB1,0.21367219953072158,0.013460064373592597,0.0642081449172728
DGCR9,-2.4509442197840077,0.013466377322712738,0.06422521378781164
ZNF805,-0.6425647454921926,0.01346849431350067,0.06422521378781164
ATP6AP1L,-0.6650600715669412,0.01347462721189043,0.06424078522111636
ILKAP,-0.24302060990824437,0.013480906166542442,0.06424078522111636
LINC00657,0.3071294897665737,0.013482276547978029,0.06424078522111636
KLC4,-0.5538719237984688,0.013483873834275148,0.06424078522111636
RNF180,-0.41726761129729706,0.013484001697009107,0.06424078522111636
FUZ,0.32292768567331187,0.013486318574465144,0.06424078522111636
RAB2B,-0.3800725961812521,0.013490292874863008,0.06424335308067518
B3GNT8,-1.9891999710350592,0.013491710788613939,0.06424335308067518
RIPPLY2,-0.7138362422747386,0.013503002289310898,0.06428555756329905
OPA1,-0.3530646852117414,0.013512827619355381,0.06432076792924014
CDC73,-0.2425477793216455,0.013517901560026113,0.06433335319102845
PCNP,-0.5197575854860546,0.013526972290777624,0.06436495172507865
INPP4A,0.39447167227257296,0.013538121898782915,0.06440642897938503
KCNK7,-2.4125517189994694,0.013547761033646364,0.06441527506562644
LRRN3,-2.328355782042796,0.013547903631730203,0.06441527506562644
CYP2S1,-1.3576145058623794,0.013549550482132276,0.06441527506562644
LSM14B,-0.3925739831214461,0.013549713572822425,0.06441527506562644
CDK16,-0.2634682919983984,0.013557448160787992,0.06443095432116604
SSTR5,-2.5518902807081765,0.013557878999932615,0.06443095432116604
UBXN1,-0.47075007349881304,0.013564429793120497,0.06445051664983223
ARFRP1,-0.6974823114477058,0.013568463642807813,0.06445811500867339
C1orf21,-1.6371139457945287,0.013575128944896701,0.06447429112822319
HOXC-AS3,-1.6072598668244162,0.013578130791273188,0.06447429112822319
HSPB1,-0.41356726954533407,0.013579174592293578,0.06447429112822319
HPS1,-0.5644451455307831,0.013583501712382748,0.06448272866250145
LOC100335030,-1.366402438621819,0.013587022241944217,0.06448272866250145
