gene,spearman_rho,p_nominal,detection_frac,p_fdr_bh
Acadvl,0.001162039434556155,0.9910828500036684,0.768,0.9984970176882914
Trim12a,0.001209378205742998,0.99071960195048,0.505,0.9983693042903411
Rheb,0.0012277290433919859,0.9905787896315155,0.832,0.9983111907928157
Eif4ebp3,0.0012334254067172827,0.9905350795256858,0.295,0.9983111907928157
Tsfm,0.001293195354890187,0.9900764463816873,0.547,0.9982109134142627
Nsmce3,0.001296848287432406,0.990048416413013,0.642,0.9982109134142627
2410006H16Rik,0.0013108794995007305,0.9899407511280125,0.853,0.9982109134142627
Ntmt1,0.0013131090954157918,0.9899236428520957,0.663,0.9982109134142627
Bin2,0.0013944217289943847,0.9892997128034122,0.211,0.9978596817566003
Nars,0.001403118906733698,0.9892329777852451,0.832,0.9978596817566003
Nbr1,0.0014041243994655857,0.9892252624623838,0.747,0.9978596817566003
Adprs,0.0014311933046828893,0.9890175583589894,0.474,0.9978596817566003
Mrpl2,0.0014426143150028934,0.9889299233118661,0.726,0.9978596817566003
Sh3bp4,0.0014474091452031104,0.988893131932452,0.442,0.9978596817566003
Zfp74,0.0014755187615451777,0.9886774435214503,0.411,0.9978596817566003
Oip5os1,0.0015013372302050568,0.9884793360744951,0.832,0.9978596817566003
Arid5a,0.0015108532945324264,0.9884063186271832,0.305,0.9978596817566003
Zhx1,0.0015634274747311067,0.988002914892242,0.537,0.9978596817566003
Ctu1,0.0015708902585385622,0.9879456529032582,0.221,0.9978596817566003
Cmtm6,0.001591431131944139,0.9877880429635622,0.663,0.9978437684556193
Rybp,0.0015940918127440122,0.9877676276175223,0.632,0.9978437684556193
Smim12,0.0016104284461214947,0.9876422771573412,0.589,0.9978437684556193
Ndufs8,0.0016212666142474057,0.9875591164088211,0.758,0.9978437684556193
Nbdy,0.0016830500341700426,0.9870850577326444,0.726,0.9977212129131965
Ubr1,0.001695421210362356,0.9869901353337511,0.674,0.9977092570257913
Sorbs1,0.0017073721613687066,0.9868984374391714,0.368,0.9977005589233082
Sh3bp5l,0.0017140160160591302,0.986847460189952,0.358,0.9977005589233082
Lrch4,0.0017387165525101862,0.9866579373342645,0.326,0.9977005589233082
Rhobtb1,0.0017413608423007285,0.9866376482092165,0.284,0.9977005589233082
Psma1,0.001741638152590202,0.986635520461396,0.811,0.9977005589233082
Tgif1,0.0017462703069623265,0.9865999788572595,0.421,0.9977005589233082
Phf10,0.0017554023780162401,0.9865299103593199,0.642,0.9977005589233082
Exoc3,0.0018267749774365503,0.9859822866855913,0.716,0.9977005589233082
Mirt1,0.0018395027555189656,0.9858846303798465,0.105,0.9977005589233082
Ap3b1,0.0018661481459558182,0.9856801892133138,0.832,0.9977005589233082
Npas3,0.0019178353463139503,0.9852836132665834,0.221,0.9977005589233082
Il2rb,0.0019271626023180245,0.9852120492080647,0.179,0.9977005589233082
Slfn1,0.0019738171474843027,0.9848540905433018,0.158,0.9975656373505504
Serpinb2,0.0019829949490738096,0.9847836738835349,0.305,0.9975656373505504
Strip1,0.0020042394351666216,0.9846206760653832,0.484,0.9975656373505504
Vps54,0.0020166626487467367,0.9845253595446108,0.589,0.9975656373505504
Tars2,0.002017065541048461,0.9845222683760422,0.411,0.9975656373505504
Ogt,0.0020415380092975305,0.9843345051675277,0.832,0.9975656373505504
Kat7,0.0020993179459541157,0.9838911962686188,0.642,0.9973475385054712
Dst,0.0021145499695439007,0.9837743313978264,0.905,0.9973132722976783
Serpinb9,0.0021747250538435396,0.9833126526176927,0.495,0.9970135973636748
Pced1b,0.0021828987383038095,0.9832499424213262,0.537,0.9970135973636748
Ap1s3,0.0022157817990201417,0.9829976578165055,0.232,0.9968625741049647
Pfn1,0.0022192974817890143,0.982970684980697,0.916,0.9968625741049647
Uqcrc2,0.0022440435966096365,0.9827808296880252,0.842,0.9968625741049647
Coa8,0.0022516063675380735,0.9827228073530488,0.716,0.9968625741049647
Zfand1,0.002256590501563498,0.9826845686274364,0.474,0.9968625741049647
Nupr1,0.0022693849980187078,0.9825864082764721,0.884,0.9968625741049647
Cd68,0.0023098891398082187,0.9822756591338875,0.326,0.9968625741049647
Hnrnpd,0.0023125780908319752,0.9822550295040369,0.863,0.9968625741049647
Ubr7,0.0023500249237597974,0.9819677386546555,0.568,0.9968625741049647
Usf3,0.0023598905278960102,0.9818920504511983,0.537,0.9968625741049647
Fbxw11,0.0024131183146594484,0.9814836934932115,0.747,0.9967156772945667
Mob3b,0.002414734246953553,0.9814712963358092,0.295,0.9967156772945667
Rnf215,0.0024478967695811186,0.981216880085461,0.421,0.9966560425671374
Ecd,0.002491336493336882,0.9808836220479633,0.474,0.9964018316353549
Arpc4,0.002597012165022051,0.9800729201448077,0.821,0.9959153310916306
Carm1,0.0026054281599521816,0.9800083568241924,0.621,0.9959153310916306
Slc35e1,0.00263581414505048,0.9797752517587892,0.389,0.9957813990069224
R74862,0.0026435379225620633,0.9797159993287372,0.126,0.9957813990069224
Xist,0.0026825450552312594,0.9794167604713273,0.316,0.9956698876453498
Akap11,0.0026927123767065604,0.9793387634677682,0.758,0.9956698876453498
Pbrm1,0.002717658577874255,0.9791473934437155,0.884,0.9956261033467058
Mrpl27,0.002718920896649749,0.9791377098372938,0.716,0.9956261033467058
Zfp422,0.0027283304530295663,0.9790655265489394,0.579,0.9956261033467058
9630014M24Rik,0.002762418348238117,0.9788040303695928,0.274,0.9955971311403702
Dhodh,0.002866411156455657,0.978006291291686,0.295,0.9952800173341904
Dgke,0.002945961399283911,0.9773960681074267,0.211,0.9952800173341904
Tmem221,0.0029694830196234736,0.9772156382243308,0.105,0.9952800173341904
Arhgap26,0.002987206108185143,0.9770796885345314,0.442,0.9952800173341904
Cep120,0.0029988244180312613,0.9769905675374081,0.484,0.9952800173341904
Brox,0.003032248155309842,0.9767341844247266,0.589,0.9952800173341904
Alkbh6,0.0030336902006294487,0.9767231229957676,0.379,0.9952800173341904
Mpg,0.0030408046835845304,0.9766685503317108,0.726,0.9952800173341904
Ncf1,0.003091149348877401,0.9762823774252523,0.189,0.9952461141908252
Pak4,0.00310454736026342,0.976179607791837,0.284,0.9952439968376146
Tef,0.0031078508426510575,0.9761542684437718,0.326,0.9952439968376146
Zfp229,0.0031134822610161973,0.976111072726958,0.168,0.9952439968376146
Zfp322a,0.003117492298172502,0.9760803138343241,0.653,0.9952439968376146
Clp1,0.0031749109197990225,0.9756398895509625,0.316,0.9952439968376146
Rwdd3,0.003221559395863125,0.9752820820567314,0.137,0.9952333068002123
Cldnd1,0.003265124279047597,0.9749479310416906,0.779,0.9950866888828273
Gm16062,0.003286019608661018,0.9747876613845838,0.158,0.9950076893857603
B230216N24Rik,0.0033067328841137546,0.9746287890928385,0.168,0.9950076893857603
Sap18,0.0033207944532556537,0.9745209364241729,0.874,0.9950076893857603
Lmbrd1,0.0033746715103904045,0.9741077019945543,0.642,0.9950076893857603
mt-Co1,0.0034294512877939528,0.9736875507545768,0.989,0.9948150461121684
Tecr,0.0034306257269638915,0.973678543091329,0.832,0.9948150461121684
Ptges3l,0.003434971973199482,0.9736452084668229,0.379,0.9948150461121684
Uhrf1bp1,0.003439656394902947,0.9736092801715441,0.274,0.9948150461121684
Rab29,0.003465709993339195,0.973409456815636,0.232,0.9948150461121684
Ftl1-ps1,0.0034877453618038156,0.9732404533703445,0.179,0.9948150461121684
Ppp1r10,0.0034921181448901795,0.9732069158183656,0.611,0.9948150461121684
Pcbp2,0.003570128593206855,0.9726086137929193,0.926,0.9945589870389696
Ttc12,0.003594736603894992,0.9724198855039208,0.221,0.994527301195508
Gria4,0.0036264482894516753,0.9721766786447985,0.105,0.994527301195508
2700062C07Rik,0.0036572198498161564,0.9719406843334568,0.516,0.9943840999311363
Fabp3,0.003704500080609048,0.9715780858745059,0.253,0.9942672868912634
Ccdc173,0.0037103849664867875,0.9715329542949074,0.221,0.9942672868912634
Fam199x,0.00372287199136906,0.9714371907711716,0.347,0.9942672868912634
Pole2,0.0037254656224095743,0.9714173001554225,0.242,0.9942672868912634
Ifi209,0.0037601768005147895,0.9711511010250867,0.158,0.9942672868912634
Nop2,0.003778214739391495,0.9710127697832854,0.4,0.9942672868912634
Ano10,0.003820804457630097,0.9706861566865754,0.547,0.9942672868912634
Thop1,0.003841448458879219,0.9705278431903769,0.4,0.9942672868912634
Brd4,0.003856949931672813,0.9704089671630489,0.842,0.9942672868912634
Klhl24,0.0038721556631333524,0.9702923597134224,0.621,0.9942672868912634
Tent2,0.0038843719871428308,0.9701986774390986,0.779,0.9942672868912634
Slc39a8,0.0038850095051322494,0.9701937885707632,0.411,0.9942672868912634
Acyp2,0.003924759533463754,0.969888963819133,0.726,0.9942672868912634
Cgn,0.003947634294968605,0.9697135497145657,0.158,0.9942672868912634
Cmpk1,0.003965869747028629,0.9695737129830296,0.789,0.9942672868912634
Slc2a8,0.003967620887866196,0.9695602845838627,0.242,0.9942672868912634
Osbpl3,0.0040133992141901135,0.9692092423765577,0.474,0.9942672868912634
Rfx5,0.004037471714251648,0.9690246494340151,0.2,0.9942672868912634
Dip2c,0.004042916235277571,0.9689828999392389,0.821,0.9942672868912634
Tlcd2,0.004053261026678834,0.9689035745848931,0.389,0.9942672868912634
AB124611,0.004057903409353204,0.9688679762224931,0.158,0.9942672868912634
Rit1,0.00406973375853511,0.9687772599232592,0.705,0.9942672868912634
Plek,0.004116894441567776,0.9684156310567716,0.274,0.9942672868912634
Dhx38,0.004147391979035526,0.9681817788524194,0.421,0.9942672868912634
Lsm7,0.004157458815860483,0.9681045878990926,0.811,0.9942672868912634
H1f2,0.004192917305667676,0.9678327000101754,0.589,0.9942477095330404
ENSMUSG00000095041,0.004202979299920965,0.967755547523411,0.684,0.9942477095330404
Lig3,0.00420504234593363,0.9677397287147994,0.4,0.9942477095330404
Mvk,0.004221484247436747,0.9676136576676378,0.379,0.9942477095330404
Akap13,0.004222763708301428,0.9676038472194621,0.895,0.9942477095330404
Fadd,0.00424164881858498,0.9674590435118766,0.274,0.9942477095330404
6820431F20Rik,0.004286528260071447,0.9671149295890511,0.832,0.9942477095330404
Sdad1,0.004314174871309893,0.9669029516958875,0.537,0.9942477095330404
Polr1g,0.004329072080442372,0.9667887296441361,0.611,0.9942477095330404
Epc2,0.004384416055400951,0.9663643941474314,0.726,0.9939660653141519
Zfp442,0.004394637778488247,0.9662860227726282,0.221,0.9939660653141519
Mttp,0.004416465062692356,0.9661186710175038,0.137,0.9939660653141519
Zfp26,0.004438011331554959,0.9659534752721584,0.547,0.9939660653141519
Chp1,0.00447634735978839,0.9656595556092054,0.726,0.9939225727795975
Psmc3,0.004497784892384239,0.9654951975358307,0.874,0.9939225727795975
Ube2e1,0.004558112372134514,0.965032684328925,0.747,0.9939225727795975
Dph5,0.004588594949686457,0.9647989876817678,0.442,0.9939225727795975
Csdc2,0.004608432309890928,0.9646469048766677,0.179,0.9939225727795975
Me1,0.004626327117264307,0.9645097157071051,0.484,0.9939225727795975
Hid1,0.004639884963760125,0.9644057762037526,0.232,0.9939225727795975
Spi1,0.004697464272783871,0.9639643584151717,0.158,0.9939225727795975
Tnrc18,0.004698466280401427,0.9639566768629215,0.842,0.9939225727795975
Tex264,0.004764566351455737,0.9634499503439051,0.705,0.9939225727795975
Sos1,0.004810648677421007,0.9630966894601154,0.6,0.9939225727795975
Crebbp,0.004833744633697588,0.962919641656915,0.832,0.9939225727795975
Hook1,0.004840814121483849,0.9628654490972997,0.158,0.9939225727795975
Rps6kc1,0.004853187970682799,0.962770595310461,0.4,0.9939225727795975
Abcc4,0.004858992013429403,0.9627261036397033,0.2,0.9939225727795975
Itih5,0.004912647036573825,0.9623148092636784,0.484,0.9938511882701692
Stard3,0.004918752164268773,0.9622680108260955,0.432,0.9938511882701692
Trmt11,0.0049602545600880435,0.9619498804554891,0.411,0.9938511882701692
Rab4b,0.0049994829912765465,0.96164918629669,0.684,0.9937123195050195
Tmem18,0.005037934759831155,0.9613544506280043,0.295,0.9937123195050195
Cdkal1,0.0050440949964221755,0.9613072324377553,0.642,0.9937123195050195
Drosha,0.005056505772948129,0.9612121042880972,0.579,0.9937123195050195
Fdps,0.005061860039118584,0.9611710642007478,0.495,0.9937123195050195
Scimp,0.00507177188307372,0.9610950908557463,0.105,0.9937123195050195
Atp9a,0.005077760195848412,0.9610491911739572,0.768,0.9937123195050195
Tmem9b,0.005210856319904363,0.9600290587886378,0.621,0.9937123195050195
Zfp944,0.005229105894758028,0.9598891875540583,0.484,0.9937123195050195
Prkra,0.005240638891552992,0.9598007951894689,0.505,0.9937123195050195
Igf2bp2,0.005241457736382856,0.9597945193342865,0.526,0.9937123195050195
Tnfsf12,0.005254714115239298,0.9596929190903587,0.568,0.9937123195050195
Gm28403,0.00526528679929141,0.959611887824487,0.116,0.9937123195050195
Pdss2,0.005287629714066998,0.9594406483955078,0.537,0.9937123195050195
Tmtc1,0.005288674150149611,0.9594326437266816,0.337,0.9937123195050195
Atp8b4,0.005312271362770936,0.9592517932622598,0.147,0.9937123195050195
Crlf3,0.005323433297312547,0.9591662482391615,0.474,0.9937123195050195
Strada,0.005327496466626474,0.9591351082400652,0.453,0.9937123195050195
Cibar1,0.005362122199642821,0.9588697402280693,0.779,0.9937123195050195
Nadk2,0.005399046376984434,0.9585867621188171,0.316,0.9937123195050195
Mib1,0.0054215510233856295,0.958414294379371,0.811,0.9937123195050195
Kdm1b,0.005552796922324078,0.9574085101140615,0.137,0.9937123195050195
Odf2,0.005586501938355143,0.9571502272227536,0.632,0.9937123195050195
Acox1,0.005650832413854499,0.9566572725127651,0.705,0.9934772419184199
Fmc1,0.0056822004410099014,0.9564169099650195,0.684,0.993399466950691
Slc27a3,0.005698205607074806,0.9562942693094081,0.147,0.993399466950691
Paqr7,0.005720879288931843,0.9561205324484727,0.274,0.9933494188032198
Rnpepl1,0.0057484911586731064,0.9559089595424126,0.453,0.9932443413500589
Fam241b,0.005775377389674621,0.955702949699677,0.137,0.9931733873155636
Nfxl1,0.005837862696858175,0.9552241810182224,0.505,0.9929018451181298
Anks6,0.005891922798567822,0.9548099799218216,0.211,0.9928469237829144
Ddx54,0.005966574432597674,0.9542380290839247,0.621,0.9925960335450649
Zyg11b,0.005992812719279687,0.9540370073606219,0.695,0.9925960335450649
Arhgap4,0.0060097612545391785,0.9539071595658547,0.211,0.9925960335450649
Slc24a5,0.006012718305499865,0.9538845048377631,0.484,0.9925960335450649
Tti1,0.006017659996972903,0.9538466453499943,0.305,0.9925960335450649
Dancr,0.006062893900624391,0.9535001022986926,0.295,0.9925960335450649
Nom1,0.006132852113960026,0.9529641600229976,0.611,0.9922164992539135
Il10rb,0.006147141408797804,0.9528546938526682,0.705,0.9922164992539135
St7l,0.006187337977827351,0.9525467642193385,0.537,0.9922164992539135
Atp13a3,0.006188025619755369,0.9525414965335681,0.747,0.9922164992539135
Laptm4b,0.006194216877499185,0.9524940684524656,0.495,0.9922164992539135
Mkrn1,0.0061950815212602215,0.952487444868924,0.747,0.9922164992539135
Pcdhb22,0.006228030757971356,0.952235040412861,0.105,0.9922164992539135
Dcps,0.006239211188958017,0.9521493948673607,0.495,0.9922164992539135
Tdrp,0.006248436813487679,0.9520787241508677,0.168,0.9922164992539135
Psme3,0.006340155233829669,0.9513761571194623,0.589,0.9922164992539135
Eif2ak3,0.006363029181455455,0.9512009474714711,0.558,0.9922164992539135
Ppfia1,0.006435190523750576,0.9506482219512634,0.653,0.9921441858450101
Rgs2,0.006439024031340583,0.9506188595471441,0.232,0.9921441858450101
Rhob,0.006465164854076063,0.9504186380438273,0.768,0.9921441858450101
Hps3,0.006478577941840187,0.9503159038110542,0.263,0.9921441858450101
Ago4,0.006506104310951088,0.9501050749319444,0.168,0.9921441858450101
Gnl3,0.006518371020382162,0.9500111233414821,0.789,0.9921441858450101
Nrbp2,0.006560884789678502,0.949685512690391,0.284,0.9920718593069014
Fibp,0.0065766240831014264,0.9495649683899965,0.726,0.9920322435794561
Zfp953,0.006591993476772224,0.9494472581783009,0.168,0.9920113839511758
Copz1,0.006630877963560279,0.9491494568013089,0.789,0.9920113839511758
Ndufb5,0.006634583011040303,0.9491210816270601,0.874,0.9920113839511758
Dtwd1,0.006646124971563161,0.9490326877172055,0.432,0.9920113839511758
Rxra,0.006659370583283092,0.948931247183885,0.453,0.9920113839511758
Slc4a1ap,0.0066607054913056145,0.9489210239351076,0.484,0.9920113839511758
Tnfaip8,0.006710117918273191,0.9485426100391554,0.821,0.99193253340906
G6pdx,0.00673463655271024,0.9483548438561278,0.516,0.99193253340906
Sharpin,0.006744310697861301,0.9482807590495412,0.442,0.99193253340906
1810037I17Rik,0.006764699021487727,0.9481246262805276,0.853,0.99193253340906
Lipa,0.00678877324707244,0.9479402695810768,0.726,0.99193253340906
Nadk,0.006797302241624374,0.9478749565160292,0.716,0.99193253340906
Inpp5d,0.006822148663299829,0.9476846903386723,0.253,0.99193253340906
Cyp4f18,0.006876564964987834,0.9472679974752168,0.137,0.99193253340906
Ube2b,0.00690781293440944,0.9470287225367289,0.874,0.99193253340906
Anxa8,0.00693150334197459,0.9468473212146957,0.295,0.99193253340906
Irf3,0.006942795527745863,0.9467608560564084,0.642,0.99193253340906
U2af2,0.0069440659543779934,0.946751128337938,0.768,0.99193253340906
Pdcd6ip,0.0069622490371314665,0.9466119004460107,0.884,0.99193253340906
Zfp866,0.006963265806912775,0.9466041150855851,0.326,0.99193253340906
Dlg1,0.006979781146874689,0.9464776585742396,0.863,0.99193253340906
Ppp6r1,0.007047240902601174,0.9459611389434159,0.505,0.99193253340906
Ace,0.00708302848369458,0.9456871329541678,0.147,0.99193253340906
Wdr62,0.007095224914144582,0.9455937529808893,0.105,0.99193253340906
Snip1,0.007126764280843785,0.945352280395235,0.379,0.99193253340906
2610044O15Rik8,0.007148056938097432,0.9451892617460138,0.326,0.99193253340906
Fbxl20,0.007149426825823164,0.9451787738299486,0.726,0.99193253340906
Spns2,0.007193311887922291,0.9448427929683457,0.2,0.99193253340906
Mat2b,0.007204644494248161,0.9447560329196083,0.768,0.99193253340906
Nampt,0.007210657096598044,0.9447100019632335,0.589,0.99193253340906
Tufm,0.00722939183436076,0.9445665747348602,0.642,0.99193253340906
5430416N02Rik,0.007266641035689742,0.9442814118838447,0.316,0.99193253340906
Ddx49,0.007281323512066129,0.9441690114871909,0.421,0.99193253340906
Dtnb,0.007281579404420955,0.9441670525356363,0.495,0.99193253340906
Tsc2,0.007327778814800409,0.9438133842483818,0.432,0.99193253340906
Cpt1a,0.007379018467233996,0.9434211443674837,0.653,0.99193253340906
Eif3h,0.0074441091574202626,0.9429228941742152,0.895,0.9919112660197827
Qtrt2,0.007445678379837987,0.9429108825060801,0.253,0.9919112660197827
Brk1,0.007475290467560723,0.9426842181376415,0.874,0.991892573069917
Ramp1,0.007482741954181135,0.9426271817931361,0.211,0.991892573069917
Pin1,0.007516870141087951,0.942365956143177,0.789,0.991892573069917
Mosmo,0.007542692329755407,0.9421683107255544,0.768,0.991892573069917
Dido1,0.007583322256150126,0.9418573326126124,0.695,0.9917339359060168
Abce1,0.00760626182223066,0.9416817589099903,0.747,0.9917339359060168
Ndufb2,0.007619925219022963,0.9415771840118197,0.853,0.9917339359060168
Atr,0.007627539899802085,0.9415189043171084,0.463,0.9917339359060168
