window,Clec3b,Add3,Dcn,Nkain4,Gbp2,Cd34,H2-K1,Fth1,C3,C1ra,Fras1,Aldh1a1,Psmb10,C1s1,Clec2d,Tagln,Ncam1,Ndufa4l2,Col12a1,Thbs2,Ptprn,Acta2,Tnc,Tpm4,Slc16a3,Tmem45a,Col5a1,Mmp14,Tln2,Mmp2
W1,0.09918114260769124,0.5965865825730897,3.0460665949296692,0.3998406825270144,0.17154324753874883,0.4595437114671605,1.1077010261581643,3.8739536084529456,1.7973325006168481,0.5876444609223582,0.05247853467905083,0.3352799328085751,0.2810380161414233,1.0524005273983816,0.20810025520430675,0.8935449204766529,1.5759086505022741,0.8510476934284403,0.47818296597049587,0.8224211132866305,0.495248824563578,1.1705058522821334,0.7927347858307475,1.853356869656536,0.6931628766501539,0.8304786333145882,1.804883540210813,1.5926528575431629,0.6377026458356498,0.8570153896353969
W2,0.0456577897803024,0.8336636791264217,3.352441051133075,0.6310726296785854,0.3228666214690726,0.7272297051543034,1.9001976535891651,4.239538776261544,2.366437455290021,0.9071691704671516,0.11328391703958236,0.44491104396337694,0.4953996864517562,1.4954440790710544,0.5036822589135471,0.08347527114717322,0.7209031546390148,0.27249346556822124,0.1418818103852044,0.19373298558571928,0.27983045223806147,0.2859188784503904,0.32654232196150124,1.123756555048973,0.2639725717816562,0.4704079708129538,1.1397487806540607,1.2937270836095272,0.2521135809104886,0.4173213710443952
W3,0.23581158078223907,1.2980111061590853,3.633600421124329,1.1231111409059777,0.5665250538285181,0.8005096786603406,1.6877972873039508,4.71148987081713,2.3692354010041288,0.8152616512192239,0.13387264802399548,0.6978792865441182,0.8382989327695121,1.503591938384928,0.5179423313158855,0.06221811537928904,0.5176294484530652,0.17147952763087349,0.1019270100812208,0.07355479726256207,0.06439981000010554,0.24339648793974983,0.0027745146522430352,1.0491968575336073,0.24265050174934247,0.1653142272465095,1.0403866613968429,0.8065483818097982,0.0971339824534781,0.19323830488748892
W4,0.833888349850565,1.511120735866797,4.442062045815019,1.5682917614094227,0.7179955158242656,1.262512691311429,2.4154942539716666,4.695863522006493,3.4111738798793687,1.5210250845483815,0.3757807585404203,1.080768645167993,0.803871462465343,1.9479903698926904,0.8397431411203774,0.008091199712522507,0.07767176848831338,0.0,0.07876042414361388,0.057271039429824165,0.07005116662360722,0.19904549876064828,0.0,1.102387398192712,0.13368540313818814,0.23068689325196592,0.7669775827287685,0.8863979545233881,0.14849768910474834,0.1694619001097976
