sample,myCAF,iCAF,apCAF,SASP,matrisome_core,MAPK_targets,RASON_inhibition_PD,model,treatment,n_fibroblasts
GSM9850794,1.1351085689258966,0.7723928229947545,0.5915911976850307,0.850431495811761,1.159202879756823,1.2449460773406034,1.1874473144102191,KPC1,Veh,1857
GSM9850795,-0.5307853462024591,-0.2624326721093791,-0.0275002081911055,-0.7830408190052782,-0.381813570844077,-0.703739529794075,-0.7060173822311752,KPC1,MRTX1133,195
GSM9850796,0.8777220093546564,0.5975540452361708,0.8425021572364569,0.9010619016996348,0.6958325161997285,0.9312903244055944,0.8858727243463231,KPC3,anti-CTLA4,447
GSM9850797,0.9344981499507052,1.0349315897501743,0.9735915007931456,1.0515104648879885,1.0519873709080012,0.8015195460431802,0.9138060626301748,KPC3,MRTX1133,596
GSM9850798,-0.2591721968104447,0.2708227761286443,-1.2452832902852589,-0.2677974537261235,-0.3491028909597398,-0.9126093632037504,-0.8611172688345634,KPC3,MRTX1133+anti-CTLA4,383
GSM9850799,-1.297293944576288,-1.0292963810203823,-0.1207014428796559,-0.9397881743852567,-1.242698865026699,-0.7642882790796963,-0.7455693453217042,KPC2,RMC6236,53
GSM9850800,-0.8600772406420677,-1.3839721809799832,-1.0141999143586158,-0.8123774152827254,-0.9334074400340356,-0.5971187757118568,-0.6744221049992748,KPC2,Veh,42
